ictalurus_punctatus ENSIPUG00000012482
pygocentrus_nattereri ENSPNAG00000001048
danio_rerio ENSDARG00000008818
esox_lucius ENSELUG00000022036
scleropages_formosus ENSSFOG00015010692
neolamprologus_brichardi ENSNBRG00000021048
phascolarctos_cinereus ENSPCIG00000020288
monodelphis_domestica ENSMODG00000027338
sarcophilus_harrisii ENSSHAG00000005636
heterocephalus_glaber_male ENSHGLG00100012846
fukomys_damarensis ENSFDAG00000020937
cavia_porcellus ENSCPOG00000022752
ictidomys_tridecemlineatus ENSSTOG00000021693
marmota_marmota_marmota ENSMMMG00000022240
cricetulus_griseus_crigri-picr ENSCGRG00015015747
cricetulus_griseus_chok1gshd ENSCGRG00001022240
cricetulus_griseus_crigri ENSCGRG00000007053
mesocricetus_auratus ENSMAUG00000013538
peromyscus_maniculatus_bairdii ENSPEMG00000001674
microtus_ochrogaster ENSMOCG00000003224
mus_musculus ENSMUSG00000045802
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034417
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033252
mus_pahari MGP_PahariEiJ_G0031791
nannospalax_galili ENSNGAG00000014517
oryctolagus_cuniculus ENSOCUG00000022713
prolemur_simus ENSPSMG00000017483
dasypus_novemcinctus ENSDNOG00000048985
ornithorhynchus_anatinus ENSOANG00000008146
anas_platyrhynchos_platyrhynchos ENSAPLG00000024594
anser_brachyrhynchus ENSABRG00000001157
gallus_gallus ENSGALG00000040662
coturnix_japonica ENSCJPG00005002973
meleagris_gallopavo ENSMGAG00000000814
numida_meleagris ENSNMEG00000010970
junco_hyemalis ENSJHYG00000000065
zonotrichia_albicollis ENSZALG00000014263
serinus_canaria ENSSCAG00000017380
taeniopygia_guttata ENSTGUG00000002805
taeniopygia_guttata ENSTGUG00000015137
ficedula_albicollis ENSFALG00000004260
lonchura_striata_domestica ENSLSDG00000005395
cyanistes_caeruleus ENSCCEG00000011663
parus_major ENSPMJG00000007990
manacus_vitellinus ENSMVIG00005001132
lepidothrix_coronata ENSLCOG00000004430
calidris_pygmaea ENSCPGG00000007133
calidris_pugnax ENSCPUG00000000088
melopsittacus_undulatus ENSMUNG00000013190
apteryx_owenii ENSAOWG00000010346
apteryx_haastii ENSAHAG00000008680
apteryx_rowi ENSARWG00000007579
dromaius_novaehollandiae ENSDNVG00000006084
nothoprocta_perdicaria ENSNPEG00000014164
crocodylus_porosus ENSCPRG00005009028
gopherus_agassizii ENSGAGG00000008451
chelonoidis_abingdonii ENSCABG00000012735
chrysemys_picta_bellii ENSCPBG00000007089
pelodiscus_sinensis ENSPSIG00000012313
pogona_vitticeps ENSPVIG00000006370
anolis_carolinensis ENSACAG00000003529
notechis_scutatus ENSNSUG00000020590
salvator_merianae ENSSMRG00000006313
sphenodon_punctatus ENSSPUG00000019307
xenopus_tropicalis ENSXETG00000009764
latimeria_chalumnae ENSLACG00000022562
lepisosteus_oculatus ENSLOCG00000014654
scleropages_formosus ENSSFOG00015008586
tetraodon_nigroviridis ENSTNIG00000019152
tetraodon_nigroviridis ENSTNIG00000019520
tetraodon_nigroviridis ENSTNIG00000019507
tetraodon_nigroviridis ENSTNIG00000008554
mola_mola ENSMMOG00000005410
cynoglossus_semilaevis ENSCSEG00000010885
oryzias_latipes_asm223469v1 ENSORLG00015001874
danio_rerio ENSDARG00000104686
ciona_savignyi ENSCSAVG00000009385
