lepidothrix_coronata ENSLCOG00000008117
manacus_vitellinus ENSMVIG00005018848
zonotrichia_albicollis ENSZALG00000005049
serinus_canaria ENSSCAG00000014744
taeniopygia_guttata ENSTGUG00000006493
lonchura_striata ENSLSDG00000008944
parus_major ENSPMJG00000012766
cyanistes_caeruleus ENSCCEG00000017241
ficedula_albicollis ENSFALG00000001147
calidris_pygmaea ENSCPGG00000013182
calidris_pugnax ENSCPUG00000017470
coturnix_japonica ENSCJPG00005012744
gallus_gallus ENSGALG00000028135
anser_brachyrhynchus ENSABRG00000011577
dromaius_novaehollandiae ENSDNVG00000016481
