caenorhabditis_elegans_strain_n2 WBGene00018013
drosophila_melanogaster FBgn0087008
apteryx_haastii ENSAHAG00000011255
apteryx_owenii ENSAOWG00000013651
apteryx_rowi ENSARWG00000013636
dromaius_novaehollandiae ENSDNVG00000014754
nothoprocta_perdicaria ENSNPEG00000007761
anas_platyrhynchos_platyrhynchos ENSAPLG00000010634
anser_brachyrhynchus ENSABRG00000019394
gallus_gallus ENSGALG00000011192
coturnix_japonica ENSCJPG00005003934
meleagris_gallopavo ENSMGAG00000012212
numida_meleagris ENSNMEG00000017724
melopsittacus_undulatus ENSMUNG00000001486
calidris_pygmaea ENSCPGG00000014994
calidris_pugnax ENSCPUG00000012013
manacus_vitellinus ENSMVIG00005014440
lepidothrix_coronata ENSLCOG00000006679
serinus_canaria ENSSCAG00000003311
taeniopygia_guttata ENSTGUG00000009739
junco_hyemalis ENSJHYG00000006782
zonotrichia_albicollis ENSZALG00000002939
lonchura_striata_domestica ENSLSDG00000016480
cyanistes_caeruleus ENSCCEG00000001665
parus_major ENSPMJG00000002137
ficedula_albicollis ENSFALG00000003154
crocodylus_porosus ENSCPRG00005017355
gopherus_agassizii ENSGAGG00000024877
chelonoidis_abingdonii ENSCABG00000008590
chrysemys_picta_bellii ENSCPBG00000012484
pelodiscus_sinensis ENSPSIG00000007518
pogona_vitticeps ENSPVIG00000001904
anolis_carolinensis ENSACAG00000005576
notechis_scutatus ENSNSUG00000004196
salvator_merianae ENSSMRG00000022073
sphenodon_punctatus ENSSPUG00000003514
phascolarctos_cinereus ENSPCIG00000001721
notamacropus_eugenii ENSMEUG00000008211
monodelphis_domestica ENSMODG00000005689
sarcophilus_harrisii ENSSHAG00000009456
dasypus_novemcinctus ENSDNOG00000049431
choloepus_hoffmanni ENSCHOG00000001574
heterocephalus_glaber_female ENSHGLG00000013183
heterocephalus_glaber_male ENSHGLG00100004505
peromyscus_maniculatus_bairdii ENSPEMG00000017299
ochotona_princeps ENSOPRG00000006519
pan_paniscus ENSPPAG00000001816
pan_troglodytes ENSPTRG00000018819
homo_sapiens ENSG00000130024
gorilla_gorilla ENSGGOG00000015238
pongo_abelii ENSPPYG00000017185
nomascus_leucogenys ENSNLEG00000000230
macaca_fascicularis ENSMFAG00000044678
macaca_nemestrina ENSMNEG00000026524
macaca_mulatta ENSMMUG00000015335
theropithecus_gelada ENSTGEG00000028220
papio_anubis ENSPANG00000005215
mandrillus_leucophaeus ENSMLEG00000032564
cercocebus_atys ENSCATG00000041696
chlorocebus_sabaeus ENSCSAG00000011872
rhinopithecus_bieti ENSRBIG00000038851
rhinopithecus_roxellana ENSRROG00000041393
piliocolobus_tephrosceles ENSPTEG00000009132
colobus_angolensis_palliatus ENSCANG00000006520
cebus_capucinus ENSCCAG00000034351
saimiri_boliviensis_boliviensis ENSSBOG00000029784
callithrix_jacchus ENSCJAG00000003436
aotus_nancymaae ENSANAG00000037851
carlito_syrichta ENSTSYG00000011396
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021990
mus_musculus ENSMUSG00000023883
mus_spicilegus ENSMSIG00000027316
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021089
mus_pahari MGP_PahariEiJ_G0023404
rattus_norvegicus ENSRNOG00000061312
meriones_unguiculatus ENSMUGG00000018159
meriones_unguiculatus ENSMUGG00000018086
cricetulus_griseus_chok1gshd ENSCGRG00001004025
cricetulus_griseus_crigri-picr ENSCGRG00015014687
cricetulus_griseus_crigri ENSCGRG00000005052
mesocricetus_auratus ENSMAUG00000013016
microtus_ochrogaster ENSMOCG00000000325
nannospalax_galili ENSNGAG00000012872
jaculus_jaculus ENSJJAG00000010002
ictidomys_tridecemlineatus ENSSTOG00000022892
urocitellus_parryii ENSUPAG00010000590
spermophilus_dauricus ENSSDAG00000006324
marmota_marmota_marmota ENSMMMG00000007949
heterocephalus_glaber_male ENSHGLG00100018043
heterocephalus_glaber_female ENSHGLG00000002489
heterocephalus_glaber_male ENSHGLG00100003448
heterocephalus_glaber_female ENSHGLG00000003262
fukomys_damarensis ENSFDAG00000007836
cavia_porcellus ENSCPOG00000022409
cavia_aperea ENSCAPG00000011288
octodon_degus ENSODEG00000009105
chinchilla_lanigera ENSCLAG00000012283
dipodomys_ordii ENSDORG00000013350
castor_canadensis ENSCCNG00000021611
ochotona_princeps ENSOPRG00000012224
pan_paniscus ENSPPAG00000035108
pan_troglodytes ENSPTRG00000048785
nomascus_leucogenys ENSNLEG00000036080
nomascus_leucogenys ENSNLEG00000027170
sorex_araneus ENSSARG00000000327
erinaceus_europaeus ENSEEUG00000013837
canis_lupus_familiaris ENSCAFG00000004071
canis_lupus_dingo ENSCAFG00020019765
vulpes_vulpes ENSVVUG00000006864
neovison_vison ENSNVIG00000001319
mustela_putorius_furo ENSMPUG00000007022
panthera_tigris_altaica ENSPTIG00000016122
panthera_pardus ENSPPRG00000008050
felis_catus ENSFCAG00000012689
tursiops_truncatus ENSTTRG00000011051
ursus_americanus ENSUAMG00000010094
ursus_maritimus ENSUMAG00000008629
ailuropoda_melanoleuca ENSAMEG00000016962
pteropus_vampyrus ENSPVAG00000012233
bos_mutus ENSBMUG00000011470
bos_taurus ENSBTAG00000003929
bison_bison_bison ENSBBBG00000016989
capra_hircus ENSCHIG00000020859
ovis_aries ENSOARG00000005078
sus_scrofa ENSSSCG00000030155
vicugna_pacos ENSVPAG00000010804
myotis_lucifugus ENSMLUG00000006589
equus_asinus_asinus ENSEASG00005000584
equus_caballus ENSECAG00000018858
myotis_lucifugus ENSMLUG00000025886
myotis_lucifugus ENSMLUG00000029166
microcebus_murinus ENSMICG00000013214
microcebus_murinus ENSMICG00000028256
propithecus_coquereli ENSPCOG00000008825
prolemur_simus ENSPSMG00000012920
tupaia_belangeri ENSTBEG00000017142
echinops_telfairi ENSETEG00000010354
procavia_capensis ENSPCAG00000001918
loxodonta_africana ENSLAFG00000003401
oryctolagus_cuniculus ENSOCUG00000002643
otolemur_garnettii ENSOGAG00000014391
ornithorhynchus_anatinus ENSOANG00000004868
xenopus_tropicalis ENSXETG00000008552
latimeria_chalumnae ENSLACG00000008276
poecilia_formosa ENSPFOG00000014670
poecilia_latipinna ENSPLAG00000014547
poecilia_mexicana ENSPMEG00000012168
poecilia_reticulata ENSPREG00000010123
gambusia_affinis ENSGAFG00000005450
xiphophorus_couchianus ENSXCOG00000012159
xiphophorus_maculatus ENSXMAG00000014974
fundulus_heteroclitus ENSFHEG00000010563
cyprinodon_variegatus ENSCVAG00000010696
kryptolebias_marmoratus ENSKMAG00000020279
haplochromis_burtoni ENSHBUG00000018322
pundamilia_nyererei ENSPNYG00000016730
astatotilapia_calliptera ENSACLG00000009106
maylandia_zebra ENSMZEG00005011110
neolamprologus_brichardi ENSNBRG00000004101
oreochromis_niloticus ENSONIG00000017066
amphilophus_citrinellus ENSACIG00000007933
takifugu_rubripes ENSTRUG00000007587
tetraodon_nigroviridis ENSTNIG00000017684
cynoglossus_semilaevis ENSCSEG00000000260
gasterosteus_aculeatus ENSGACG00000016158
labrus_bergylta ENSLBEG00000003061
mola_mola ENSMMOG00000015288
monopterus_albus ENSMALG00000006362
mastacembelus_armatus ENSMAMG00000020306
anabas_testudineus ENSATEG00000020778
seriola_dumerili ENSSDUG00000000654
seriola_lalandi_dorsalis ENSSLDG00000024107
scophthalmus_maximus ENSSMAG00000004861
amphiprion_percula ENSAPEG00000005441
amphiprion_percula ENSAPEG00000005785
amphiprion_ocellaris ENSAOCG00000020168
acanthochromis_polyacanthus ENSAPOG00000021501
stegastes_partitus ENSSPAG00000013499
oryzias_latipes_asm223469v1 ENSORLG00015001698
oryzias_latipes ENSORLG00020003511
oryzias_latipes ENSORLG00000010822
oryzias_melastigma ENSOMEG00000005488
periophthalmus_magnuspinnatus ENSPMGG00000001995
