phascolarctos_cinereus ENSPCIG00000012983
sarcophilus_harrisii ENSSHAG00000001014
monodelphis_domestica ENSMODG00000014844
notamacropus_eugenii ENSMEUG00000005065
castor_canadensis ENSCCNG00000019437
dipodomys_ordii ENSDORG00000005024
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020430
mus_spicilegus ENSMSIG00000004016
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019534
mus_musculus ENSMUSG00000034731
mus_pahari MGP_PahariEiJ_G0030552
rattus_norvegicus ENSRNOG00000010065
meriones_unguiculatus ENSMUGG00000000906
meriones_unguiculatus ENSMUGG00000001211
peromyscus_maniculatus_bairdii ENSPEMG00000020442
microtus_ochrogaster ENSMOCG00000006707
cricetulus_griseus_chok1gshd ENSCGRG00001012161
cricetulus_griseus_crigri ENSCGRG00000002380
cricetulus_griseus_crigri-picr ENSCGRG00015001221
mesocricetus_auratus ENSMAUG00000017457
nannospalax_galili ENSNGAG00000024075
jaculus_jaculus ENSJJAG00000015395
heterocephalus_glaber_male ENSHGLG00100010185
heterocephalus_glaber_female ENSHGLG00000018938
fukomys_damarensis ENSFDAG00000018672
chinchilla_lanigera ENSCLAG00000000480
cavia_porcellus ENSCPOG00000006087
octodon_degus ENSODEG00000006365
spermophilus_dauricus ENSSDAG00000008354
marmota_marmota_marmota ENSMMMG00000023481
ictidomys_tridecemlineatus ENSSTOG00000010056
oryctolagus_cuniculus ENSOCUG00000015981
ochotona_princeps ENSOPRG00000006528
tupaia_belangeri ENSTBEG00000002181
pan_troglodytes ENSPTRG00000005823
pan_paniscus ENSPPAG00000026670
homo_sapiens ENSG00000102780
gorilla_gorilla ENSGGOG00000000410
pongo_abelii ENSPPYG00000005318
nomascus_leucogenys ENSNLEG00000001525
rhinopithecus_roxellana ENSRROG00000030004
rhinopithecus_bieti ENSRBIG00000030309
colobus_angolensis_palliatus ENSCANG00000036211
piliocolobus_tephrosceles ENSPTEG00000026698
mandrillus_leucophaeus ENSMLEG00000018820
cercocebus_atys ENSCATG00000033157
macaca_fascicularis ENSMFAG00000038026
macaca_nemestrina ENSMNEG00000038131
macaca_mulatta ENSMMUG00000023076
papio_anubis ENSPANG00000002940
theropithecus_gelada ENSTGEG00000001338
chlorocebus_sabaeus ENSCSAG00000017813
cebus_capucinus ENSCCAG00000033754
saimiri_boliviensis_boliviensis ENSSBOG00000019023
callithrix_jacchus ENSCJAG00000017656
