pteropus_vampyrus ENSPVAG00000001697
myotis_lucifugus ENSMLUG00000011441
bos_taurus ENSBTAG00000006003
bos_mutus ENSBMUG00000026758
bison_bison_bison ENSBBBG00000021896
capra_hircus ENSCHIG00000019417
ovis_aries ENSOARG00000015968
tursiops_truncatus ENSTTRG00000010050
sus_scrofa ENSSSCG00000015859
vicugna_pacos ENSVPAG00000009096
ursus_maritimus ENSUMAG00000008249
ursus_americanus ENSUAMG00000009073
ailuropoda_melanoleuca ENSAMEG00000011668
mustela_putorius_furo ENSMPUG00000016680
neovison_vison ENSNVIG00000023320
canis_lupus_dingo ENSCAFG00020003652
canis_lupus_familiaris ENSCAFG00000004290
vulpes_vulpes ENSVVUG00000008540
panthera_tigris_altaica ENSPTIG00000018759
panthera_pardus ENSPPRG00000018633
felis_catus ENSFCAG00000024863
equus_asinus_asinus ENSEASG00005007077
equus_caballus ENSECAG00000004224
erinaceus_europaeus ENSEEUG00000003254
chinchilla_lanigera ENSCLAG00000002622
cavia_porcellus ENSCPOG00000011181
octodon_degus ENSODEG00000005382
heterocephalus_glaber_male ENSHGLG00100004268
heterocephalus_glaber_female ENSHGLG00000010314
fukomys_damarensis ENSFDAG00000008067
urocitellus_parryii ENSUPAG00010005822
ictidomys_tridecemlineatus ENSSTOG00000006710
spermophilus_dauricus ENSSDAG00000016674
marmota_marmota_marmota ENSMMMG00000020721
castor_canadensis ENSCCNG00000008374
dipodomys_ordii ENSDORG00000015563
mus_spicilegus ENSMSIG00000031894
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022975
mus_musculus ENSMUSG00000024260
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022064
mus_pahari MGP_PahariEiJ_G0018798
rattus_norvegicus ENSRNOG00000016773
meriones_unguiculatus ENSMUGG00000011344
meriones_unguiculatus ENSMUGG00000011268
cricetulus_griseus_chok1gshd ENSCGRG00001007656
cricetulus_griseus_crigri-picr ENSCGRG00015023702
cricetulus_griseus_crigri ENSCGRG00000017207
mesocricetus_auratus ENSMAUG00000014468
microtus_ochrogaster ENSMOCG00000022122
peromyscus_maniculatus_bairdii ENSPEMG00000000598
nannospalax_galili ENSNGAG00000022842
jaculus_jaculus ENSJJAG00000016839
oryctolagus_cuniculus ENSOCUG00000006837
ochotona_princeps ENSOPRG00000000011
pan_troglodytes ENSPTRG00000012438
pan_paniscus ENSPPAG00000038402
homo_sapiens ENSG00000136715
gorilla_gorilla ENSGGOG00000016083
pongo_abelii ENSPPYG00000012756
nomascus_leucogenys ENSNLEG00000015805
macaca_fascicularis ENSMFAG00000034167
macaca_nemestrina ENSMNEG00000038348
macaca_mulatta ENSMMUG00000021287
papio_anubis ENSPANG00000018636
theropithecus_gelada ENSTGEG00000028919
cercocebus_atys ENSCATG00000033127
mandrillus_leucophaeus ENSMLEG00000030137
chlorocebus_sabaeus ENSCSAG00000016870
colobus_angolensis_palliatus ENSCANG00000027432
piliocolobus_tephrosceles ENSPTEG00000021450
rhinopithecus_roxellana ENSRROG00000038927
rhinopithecus_bieti ENSRBIG00000039507
cebus_capucinus ENSCCAG00000021284
cebus_capucinus ENSCCAG00000026482
saimiri_boliviensis_boliviensis ENSSBOG00000030158
callithrix_jacchus ENSCJAG00000010759
aotus_nancymaae ENSANAG00000030741
carlito_syrichta ENSTSYG00000000617
propithecus_coquereli ENSPCOG00000024772
prolemur_simus ENSPSMG00000002214
microcebus_murinus ENSMICG00000000105
otolemur_garnettii ENSOGAG00000016240
tupaia_belangeri ENSTBEG00000003417
procavia_capensis ENSPCAG00000013191
