poecilia_mexicana ENSPMEG00000002654
poecilia_formosa ENSPFOG00000017903
poecilia_latipinna ENSPLAG00000004681
xiphophorus_maculatus ENSXMAG00000021561
gambusia_affinis ENSGAFG00000002364
xiphophorus_couchianus ENSXCOG00000009373
poecilia_reticulata ENSPREG00000020782
fundulus_heteroclitus ENSFHEG00000006962
cyprinodon_variegatus ENSCVAG00000020200
kryptolebias_marmoratus ENSKMAG00000002668
oryzias_latipes ENSORLG00000000715
oryzias_latipes_asm223469v1 ENSORLG00015009775
oryzias_latipes ENSORLG00020020773
oryzias_melastigma ENSOMEG00000021153
astatotilapia_calliptera ENSACLG00000015488
haplochromis_burtoni ENSHBUG00000001612
maylandia_zebra ENSMZEG00005024576
pundamilia_nyererei ENSPNYG00000005569
neolamprologus_brichardi ENSNBRG00000006685
oreochromis_niloticus ENSONIG00000001370
mastacembelus_armatus ENSMAMG00000017303
hippocampus_comes ENSHCOG00000018697
takifugu_rubripes ENSTRUG00000019821
tetraodon_nigroviridis ENSTNIG00000006439
cynoglossus_semilaevis ENSCSEG00000006458
mola_mola ENSMMOG00000005187
gasterosteus_aculeatus ENSGACG00000013226
monopterus_albus ENSMALG00000013016
periophthalmus_magnuspinnatus ENSPMGG00000012758
acanthochromis_polyacanthus ENSAPOG00000015999
seriola_lalandi_dorsalis ENSSLDG00000007989
seriola_dumerili ENSSDUG00000003588
amphiprion_percula ENSAPEG00000017888
amphiprion_ocellaris ENSAOCG00000000914
stegastes_partitus ENSSPAG00000022265
anabas_testudineus ENSATEG00000004576
labrus_bergylta ENSLBEG00000009526
scophthalmus_maximus ENSSMAG00000019071
gadus_morhua ENSGMOG00000013250
esox_lucius ENSELUG00000015701
