chelonoidis_abingdonii ENSCABG00000003609
gopherus_agassizii ENSGAGG00000005934
chrysemys_picta_bellii ENSCPBG00000008752
pelodiscus_sinensis ENSPSIG00000005164
apteryx_owenii ENSAOWG00000006420
apteryx_haastii ENSAHAG00000008215
apteryx_rowi ENSARWG00000006330
dromaius_novaehollandiae ENSDNVG00000008630
pogona_vitticeps ENSPVIG00000000416
anolis_carolinensis ENSACAG00000002340
notechis_scutatus ENSNSUG00000008138
salvator_merianae ENSSMRG00000007610
sphenodon_punctatus ENSSPUG00000004168
taeniopygia_guttata ENSTGUG00000014073
lonchura_striata_domestica ENSLSDG00000005656
coturnix_japonica ENSCJPG00005000091
coturnix_japonica ENSCJPG00005005868
oryctolagus_cuniculus ENSOCUG00000026553
ochotona_princeps ENSOPRG00000009910
sorex_araneus ENSSARG00000012169
pan_troglodytes ENSPTRG00000010926
pan_troglodytes ENSPTRG00000044218
pan_paniscus ENSPPAG00000032738
gorilla_gorilla ENSGGOG00000004458
homo_sapiens ENSG00000099341
pongo_abelii ENSPPYG00000009931
nomascus_leucogenys ENSNLEG00000016876
piliocolobus_tephrosceles ENSPTEG00000003823
colobus_angolensis_palliatus ENSCANG00000035868
rhinopithecus_roxellana ENSRROG00000015820
rhinopithecus_bieti ENSRBIG00000032122
macaca_mulatta ENSMMUG00000038221
macaca_fascicularis ENSMFAG00000032204
macaca_nemestrina ENSMNEG00000031524
cercocebus_atys ENSCATG00000037726
mandrillus_leucophaeus ENSMLEG00000036495
papio_anubis ENSPANG00000003152
chlorocebus_sabaeus ENSCSAG00000004073
pan_troglodytes ENSPTRG00000047720
pan_paniscus ENSPPAG00000028410
gorilla_gorilla ENSGGOG00000024279
nomascus_leucogenys ENSNLEG00000029459
cercocebus_atys ENSCATG00000029642
papio_anubis ENSPANG00000029313
macaca_mulatta ENSMMUG00000040605
macaca_nemestrina ENSMNEG00000029467
mandrillus_leucophaeus ENSMLEG00000036710
rhinopithecus_bieti ENSRBIG00000030104
rhinopithecus_roxellana ENSRROG00000034176
colobus_angolensis_palliatus ENSCANG00000033681
saimiri_boliviensis_boliviensis ENSSBOG00000035840
callithrix_jacchus ENSCJAG00000013583
cebus_capucinus ENSCCAG00000031150
aotus_nancymaae ENSANAG00000035231
carlito_syrichta ENSTSYG00000030414
microcebus_murinus ENSMICG00000041917
prolemur_simus ENSPSMG00000018304
propithecus_coquereli ENSPCOG00000021828
otolemur_garnettii ENSOGAG00000004068
mus_spicilegus ENSMSIG00000020246
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030572
mus_musculus ENSMUSG00000030591
mus_pahari MGP_PahariEiJ_G0012710
rattus_norvegicus ENSRNOG00000037580
meriones_unguiculatus ENSMUGG00000021796
cricetulus_griseus_chok1gshd ENSCGRG00001000155
cricetulus_griseus_crigri-picr ENSCGRG00015026977
cricetulus_griseus_crigri ENSCGRG00000011236
peromyscus_maniculatus_bairdii ENSPEMG00000001149
microtus_ochrogaster ENSMOCG00000016263
nannospalax_galili ENSNGAG00000021956
jaculus_jaculus ENSJJAG00000019169
urocitellus_parryii ENSUPAG00010011246
ictidomys_tridecemlineatus ENSSTOG00000014464
spermophilus_dauricus ENSSDAG00000004573
marmota_marmota_marmota ENSMMMG00000003575
urocitellus_parryii ENSUPAG00010016475
spermophilus_dauricus ENSSDAG00000014036
marmota_marmota_marmota ENSMMMG00000005479
cavia_porcellus ENSCPOG00000011009
cavia_aperea ENSCAPG00000016316
octodon_degus ENSODEG00000015452
chinchilla_lanigera ENSCLAG00000010560
chinchilla_lanigera ENSCLAG00000013085
heterocephalus_glaber_female ENSHGLG00000014800
heterocephalus_glaber_male ENSHGLG00100018237
heterocephalus_glaber_female ENSHGLG00000010383
heterocephalus_glaber_male ENSHGLG00100011444
heterocephalus_glaber_male ENSHGLG00100000082
heterocephalus_glaber_female ENSHGLG00000006596
fukomys_damarensis ENSFDAG00000011448
dipodomys_ordii ENSDORG00000004910
dipodomys_ordii ENSDORG00000029655
castor_canadensis ENSCCNG00000026700
