homo_sapiens ENSG00000137968
gorilla_gorilla ENSGGOG00000007029
pan_troglodytes ENSPTRG00000000869
pan_paniscus ENSPPAG00000029429
pongo_abelii ENSPPYG00000001232
nomascus_leucogenys ENSNLEG00000009577
colobus_angolensis_palliatus ENSCANG00000035928
piliocolobus_tephrosceles ENSPTEG00000035283
rhinopithecus_roxellana ENSRROG00000043726
rhinopithecus_bieti ENSRBIG00000034211
papio_anubis ENSPANG00000022215
theropithecus_gelada ENSTGEG00000016634
macaca_mulatta ENSMMUG00000017907
macaca_nemestrina ENSMNEG00000002395
macaca_fascicularis ENSMFAG00000038111
cercocebus_atys ENSCATG00000042746
mandrillus_leucophaeus ENSMLEG00000038534
chlorocebus_sabaeus ENSCSAG00000001389
cebus_capucinus ENSCCAG00000023488
saimiri_boliviensis_boliviensis ENSSBOG00000025792
callithrix_jacchus ENSCJAG00000006591
aotus_nancymaae ENSANAG00000020348
carlito_syrichta ENSTSYG00000003851
propithecus_coquereli ENSPCOG00000014722
prolemur_simus ENSPSMG00000016379
microcebus_murinus ENSMICG00000012206
otolemur_garnettii ENSOGAG00000001251
tupaia_belangeri ENSTBEG00000003172
castor_canadensis ENSCCNG00000014629
dipodomys_ordii ENSDORG00000011833
mus_musculus ENSMUSG00000028360
mus_spicilegus ENSMSIG00000007438
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026706
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025753
mus_pahari MGP_PahariEiJ_G0027204
rattus_norvegicus ENSRNOG00000042332
meriones_unguiculatus ENSMUGG00000027185
cricetulus_griseus_crigri-picr ENSCGRG00015020640
cricetulus_griseus_crigri ENSCGRG00000007785
cricetulus_griseus_chok1gshd ENSCGRG00001011523
mesocricetus_auratus ENSMAUG00000001103
microtus_ochrogaster ENSMOCG00000020401
peromyscus_maniculatus_bairdii ENSPEMG00000018249
nannospalax_galili ENSNGAG00000015291
jaculus_jaculus ENSJJAG00000003214
heterocephalus_glaber_female ENSHGLG00000008408
heterocephalus_glaber_male ENSHGLG00100002565
fukomys_damarensis ENSFDAG00000020507
chinchilla_lanigera ENSCLAG00000010286
octodon_degus ENSODEG00000005408
cavia_porcellus ENSCPOG00000000895
cavia_aperea ENSCAPG00000002858
urocitellus_parryii ENSUPAG00010014841
spermophilus_dauricus ENSSDAG00000011661
ictidomys_tridecemlineatus ENSSTOG00000006287
marmota_marmota_marmota ENSMMMG00000000643
oryctolagus_cuniculus ENSOCUG00000005562
