caenorhabditis_elegans_strain_n2 WBGene00008081
drosophila_melanogaster FBgn0026582
castor_canadensis ENSCCNG00000012325
dipodomys_ordii ENSDORG00000009006
peromyscus_maniculatus_bairdii ENSPEMG00000013852
microtus_ochrogaster ENSMOCG00000022526
cricetulus_griseus_chok1gshd ENSCGRG00001016729
cricetulus_griseus_crigri-picr ENSCGRG00015000487
cricetulus_griseus_crigri ENSCGRG00000005940
mesocricetus_auratus ENSMAUG00000013751
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024659
mus_spicilegus ENSMSIG00000001851
mus_musculus ENSMUSG00000027067
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023739
mus_pahari MGP_PahariEiJ_G0025190
rattus_norvegicus ENSRNOG00000008825
meriones_unguiculatus ENSMUGG00000019191
nannospalax_galili ENSNGAG00000006228
jaculus_jaculus ENSJJAG00000012801
urocitellus_parryii ENSUPAG00010000217
ictidomys_tridecemlineatus ENSSTOG00000008508
spermophilus_dauricus ENSSDAG00000009807
marmota_marmota_marmota ENSMMMG00000017423
tupaia_belangeri ENSTBEG00000013560
homo_sapiens ENSG00000149136
gorilla_gorilla ENSGGOG00000012359
pan_paniscus ENSPPAG00000039088
pan_troglodytes ENSPTRG00000003653
pongo_abelii ENSPPYG00000003278
nomascus_leucogenys ENSNLEG00000012584
theropithecus_gelada ENSTGEG00000022941
papio_anubis ENSPANG00000001635
cercocebus_atys ENSCATG00000041377
mandrillus_leucophaeus ENSMLEG00000041800
macaca_mulatta ENSMMUG00000017810
macaca_nemestrina ENSMNEG00000029385
macaca_fascicularis ENSMFAG00000040630
chlorocebus_sabaeus ENSCSAG00000005943
piliocolobus_tephrosceles ENSPTEG00000028372
colobus_angolensis_palliatus ENSCANG00000030830
rhinopithecus_bieti ENSRBIG00000033951
rhinopithecus_roxellana ENSRROG00000034838
cebus_capucinus ENSCCAG00000029669
saimiri_boliviensis_boliviensis ENSSBOG00000033077
callithrix_jacchus ENSCJAG00000009013
aotus_nancymaae ENSANAG00000037729
carlito_syrichta ENSTSYG00000029227
propithecus_coquereli ENSPCOG00000023166
prolemur_simus ENSPSMG00000006582
microcebus_murinus ENSMICG00000004836
otolemur_garnettii ENSOGAG00000014738
equus_asinus_asinus ENSEASG00005003883
equus_caballus ENSECAG00000016612
pteropus_vampyrus ENSPVAG00000002404
myotis_lucifugus ENSMLUG00000007168
sus_scrofa ENSSSCG00000029059
vicugna_pacos ENSVPAG00000001635
ursus_americanus ENSUAMG00000011594
ursus_maritimus ENSUMAG00000018258
ailuropoda_melanoleuca ENSAMEG00000014342
mustela_putorius_furo ENSMPUG00000000239
neovison_vison ENSNVIG00000014957
canis_lupus_dingo ENSCAFG00020000476
canis_lupus_familiaris ENSCAFG00000007947
vulpes_vulpes ENSVVUG00000017277
panthera_pardus ENSPPRG00000014894
panthera_tigris_altaica ENSPTIG00000010648
felis_catus ENSFCAG00000011338
choloepus_hoffmanni ENSCHOG00000006460
dasypus_novemcinctus ENSDNOG00000003595
loxodonta_africana ENSLAFG00000004058
procavia_capensis ENSPCAG00000002259
heterocephalus_glaber_male ENSHGLG00100009627
heterocephalus_glaber_female ENSHGLG00000013620
ochotona_princeps ENSOPRG00000003782
echinops_telfairi ENSETEG00000019693
erinaceus_europaeus ENSEEUG00000015192
erinaceus_europaeus ENSEEUG00000004905
sorex_araneus ENSSARG00000000998
bos_mutus ENSBMUG00000016541
bos_taurus ENSBTAG00000000375
capra_hircus ENSCHIG00000011670
ovis_aries ENSOARG00000009018
ornithorhynchus_anatinus ENSOANG00000011895
bison_bison_bison ENSBBBG00000003955
chinchilla_lanigera ENSCLAG00000002884
octodon_degus ENSODEG00000011300
cavia_porcellus ENSCPOG00000000480
cavia_aperea ENSCAPG00000005474
heterocephalus_glaber_female ENSHGLG00000015336
heterocephalus_glaber_male ENSHGLG00100009674
fukomys_damarensis ENSFDAG00000001625
phascolarctos_cinereus ENSPCIG00000027198
notamacropus_eugenii ENSMEUG00000007760
monodelphis_domestica ENSMODG00000020088
sarcophilus_harrisii ENSSHAG00000014448
lepidothrix_coronata ENSLCOG00000002908
