amphiprion_percula ENSAPEG00000024165
amphilophus_citrinellus ENSACIG00000012065
seriola_dumerili ENSSDUG00000017942
oryzias_latipes ENSORLG00020002978
kryptolebias_marmoratus ENSKMAG00000001064
kryptolebias_marmoratus ENSKMAG00000003890
kryptolebias_marmoratus ENSKMAG00000010459
poecilia_latipinna ENSPLAG00000016788
kryptolebias_marmoratus ENSKMAG00000015348
pygocentrus_nattereri ENSPNAG00000001558
oryzias_latipes ENSORLG00000028293
paramormyrops_kingsleyae ENSPKIG00000013614
pygocentrus_nattereri ENSPNAG00000003263
pygocentrus_nattereri ENSPNAG00000014260
astyanax_mexicanus ENSAMXG00000038779
astyanax_mexicanus ENSAMXG00000041578
pygocentrus_nattereri ENSPNAG00000018026
pygocentrus_nattereri ENSPNAG00000011528
astyanax_mexicanus ENSAMXG00000038945
astyanax_mexicanus ENSAMXG00000043363
astyanax_mexicanus ENSAMXG00000029902
esox_lucius ENSELUG00000010290
acanthochromis_polyacanthus ENSAPOG00000021840
paramormyrops_kingsleyae ENSPKIG00000023082
labrus_bergylta ENSLBEG00000002261
astyanax_mexicanus ENSAMXG00000036401
maylandia_zebra ENSMZEG00005004956
