ursus_americanus ENSUAMG00000002362
pteropus_vampyrus ENSPVAG00000010979
piliocolobus_tephrosceles ENSPTEG00000023391
rhinopithecus_bieti ENSRBIG00000031398
cercocebus_atys ENSCATG00000043551
saimiri_boliviensis_boliviensis ENSSBOG00000035345
theropithecus_gelada ENSTGEG00000004981
prolemur_simus ENSPSMG00000011193
cricetulus_griseus_crigri-picr ENSCGRG00015023799
cricetulus_griseus_crigri-picr ENSCGRG00015015149
piliocolobus_tephrosceles ENSPTEG00000002766
nothoprocta_perdicaria ENSNPEG00000009321
coturnix_japonica ENSCJPG00005001025
