ursus_maritimus ENSUMAG00000012354
ursus_americanus ENSUAMG00000001191
ailuropoda_melanoleuca ENSAMEG00000000731
neovison_vison ENSNVIG00000023965
canis_lupus_dingo ENSCAFG00020026085
canis_lupus_familiaris ENSCAFG00000023689
vulpes_vulpes ENSVVUG00000001344
panthera_tigris_altaica ENSPTIG00000018227
panthera_pardus ENSPPRG00000013293
felis_catus ENSFCAG00000009942
sorex_araneus ENSSARG00000006907
pteropus_vampyrus ENSPVAG00000011324
ovis_aries ENSOARG00000014272
capra_hircus ENSCHIG00000012756
bos_mutus ENSBMUG00000009290
bos_taurus ENSBTAG00000038063
bison_bison_bison ENSBBBG00000012591
vicugna_pacos ENSVPAG00000006177
equus_asinus_asinus ENSEASG00005012370
equus_caballus ENSECAG00000014492
prolemur_simus ENSPSMG00000002864
microcebus_murinus ENSMICG00000014733
propithecus_coquereli ENSPCOG00000021051
otolemur_garnettii ENSOGAG00000015768
pan_troglodytes ENSPTRG00000029844
pan_paniscus ENSPPAG00000035538
homo_sapiens ENSG00000204022
gorilla_gorilla ENSGGOG00000011759
nomascus_leucogenys ENSNLEG00000012160
colobus_angolensis_palliatus ENSCANG00000028787
piliocolobus_tephrosceles ENSPTEG00000037587
rhinopithecus_bieti ENSRBIG00000043443
rhinopithecus_roxellana ENSRROG00000014905
macaca_fascicularis ENSMFAG00000037866
macaca_mulatta ENSMMUG00000014343
macaca_nemestrina ENSMNEG00000030144
theropithecus_gelada ENSTGEG00000006797
papio_anubis ENSPANG00000021890
cercocebus_atys ENSCATG00000044436
mandrillus_leucophaeus ENSMLEG00000033724
chlorocebus_sabaeus ENSCSAG00000006921
saimiri_boliviensis_boliviensis ENSSBOG00000031427
callithrix_jacchus ENSCJAG00000005354
cebus_capucinus ENSCCAG00000029638
aotus_nancymaae ENSANAG00000019172
chinchilla_lanigera ENSCLAG00000008996
octodon_degus ENSODEG00000004545
oryctolagus_cuniculus ENSOCUG00000029546
tupaia_belangeri ENSTBEG00000010677
loxodonta_africana ENSLAFG00000011174
procavia_capensis ENSPCAG00000002891
