ursus_americanus ENSUAMG00000002091
ursus_maritimus ENSUMAG00000000979
ailuropoda_melanoleuca ENSAMEG00000004210
mustela_putorius_furo ENSMPUG00000013052
neovison_vison ENSNVIG00000006679
canis_lupus_familiaris ENSCAFG00000017771
canis_lupus_dingo ENSCAFG00020007227
vulpes_vulpes ENSVVUG00000005398
panthera_pardus ENSPPRG00000002230
ovis_aries ENSOARG00000002068
equus_caballus ENSECAG00000020186
capra_hircus ENSCHIG00000011905
ovis_aries ENSOARG00000002121
bos_mutus ENSBMUG00000021328
bos_taurus ENSBTAG00000020522
sus_scrofa ENSSSCG00000038353
sus_scrofa ENSSSCG00000031196
equus_asinus_asinus ENSEASG00005008383
pteropus_vampyrus ENSPVAG00000002288
castor_canadensis ENSCCNG00000001811
dipodomys_ordii ENSDORG00000003788
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034575
mus_musculus ENSMUSG00000058252
mus_spicilegus ENSMSIG00000029828
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033406
mus_pahari MGP_PahariEiJ_G0031946
rattus_norvegicus ENSRNOG00000011034
meriones_unguiculatus ENSMUGG00000010503
peromyscus_maniculatus_bairdii ENSPEMG00000014704
microtus_ochrogaster ENSMOCG00000009665
cricetulus_griseus_chok1gshd ENSCGRG00001013268
cricetulus_griseus_crigri-picr ENSCGRG00015002377
cricetulus_griseus_crigri ENSCGRG00000007071
mesocricetus_auratus ENSMAUG00000020386
nannospalax_galili ENSNGAG00000012701
jaculus_jaculus ENSJJAG00000000494
ictidomys_tridecemlineatus ENSSTOG00000026284
marmota_marmota_marmota ENSMMMG00000015531
spermophilus_dauricus ENSSDAG00000018906
urocitellus_parryii ENSUPAG00010014771
oryctolagus_cuniculus ENSOCUG00000022212
ochotona_princeps ENSOPRG00000018587
homo_sapiens ENSG00000215029
pan_troglodytes ENSPTRG00000049368
gorilla_gorilla ENSGGOG00000016037
pongo_abelii ENSPPYG00000020935
rhinopithecus_roxellana ENSRROG00000029897
rhinopithecus_bieti ENSRBIG00000041991
piliocolobus_tephrosceles ENSPTEG00000021911
colobus_angolensis_palliatus ENSCANG00000035402
mandrillus_leucophaeus ENSMLEG00000030889
cercocebus_atys ENSCATG00000021788
macaca_fascicularis ENSMFAG00000034649
macaca_fascicularis ENSMFAG00000035995
macaca_nemestrina ENSMNEG00000032461
macaca_mulatta ENSMMUG00000047274
macaca_mulatta ENSMMUG00000046899
chlorocebus_sabaeus ENSCSAG00000009787
papio_anubis ENSPANG00000003872
papio_anubis ENSPANG00000023597
theropithecus_gelada ENSTGEG00000013429
homo_sapiens ENSG00000284800
pan_troglodytes ENSPTRG00000047704
pan_paniscus ENSPPAG00000037044
pan_troglodytes ENSPTRG00000022115
gorilla_gorilla ENSGGOG00000022939
nomascus_leucogenys ENSNLEG00000007565
macaca_nemestrina ENSMNEG00000040899
cebus_capucinus ENSCCAG00000025167
saimiri_boliviensis_boliviensis ENSSBOG00000028959
callithrix_jacchus ENSCJAG00000019717
aotus_nancymaae ENSANAG00000028940
carlito_syrichta ENSTSYG00000002630
prolemur_simus ENSPSMG00000009775
microcebus_murinus ENSMICG00000034898
propithecus_coquereli ENSPCOG00000013704
otolemur_garnettii ENSOGAG00000026385
otolemur_garnettii ENSOGAG00000027889
otolemur_garnettii ENSOGAG00000029329
otolemur_garnettii ENSOGAG00000033101
loxodonta_africana ENSLAFG00000020541
procavia_capensis ENSPCAG00000015166
piliocolobus_tephrosceles ENSPTEG00000017295
ornithorhynchus_anatinus ENSOANG00000032151
sarcophilus_harrisii ENSSHAG00000007929
phascolarctos_cinereus ENSPCIG00000006331
monodelphis_domestica ENSMODG00000013839
