salvator_merianae ENSSMRG00000016038
notechis_scutatus ENSNSUG00000019031
sphenodon_punctatus ENSSPUG00000016400
chrysemys_picta_bellii ENSCPBG00000011300
chelonoidis_abingdonii ENSCABG00000004339
pelodiscus_sinensis ENSPSIG00000013991
manacus_vitellinus ENSMVIG00005004991
lepidothrix_coronata ENSLCOG00000000825
junco_hyemalis ENSJHYG00000005227
zonotrichia_albicollis ENSZALG00000012615
serinus_canaria ENSSCAG00000015479
lonchura_striata_domestica ENSLSDG00000010260
taeniopygia_guttata ENSTGUG00000008999
ficedula_albicollis ENSFALG00000007161
parus_major ENSPMJG00000018626
cyanistes_caeruleus ENSCCEG00000009572
calidris_pygmaea ENSCPGG00000014519
calidris_pugnax ENSCPUG00000017212
anas_platyrhynchos_platyrhynchos ENSAPLG00000026440
anser_brachyrhynchus ENSABRG00000017099
gallus_gallus ENSGALG00000029789
coturnix_japonica ENSCJPG00005012475
meleagris_gallopavo ENSMGAG00000007020
numida_meleagris ENSNMEG00000013058
melopsittacus_undulatus ENSMUNG00000011074
apteryx_owenii ENSAOWG00000000859
apteryx_rowi ENSARWG00000006347
apteryx_haastii ENSAHAG00000016266
dromaius_novaehollandiae ENSDNVG00000016206
nothoprocta_perdicaria ENSNPEG00000004615
gopherus_agassizii ENSGAGG00000017550
gopherus_agassizii ENSGAGG00000017549
pogona_vitticeps ENSPVIG00000016841
anolis_carolinensis ENSACAG00000004294
crocodylus_porosus ENSCPRG00005013491
monodelphis_domestica ENSMODG00000019805
monodelphis_domestica ENSMODG00000004683
sarcophilus_harrisii ENSSHAG00000008628
phascolarctos_cinereus ENSPCIG00000021424
sarcophilus_harrisii ENSSHAG00000014983
phascolarctos_cinereus ENSPCIG00000013848
myotis_lucifugus ENSMLUG00000005895
sorex_araneus ENSSARG00000005082
neovison_vison ENSNVIG00000008083
sus_scrofa ENSSSCG00000039249
sus_scrofa ENSSSCG00000011830
tursiops_truncatus ENSTTRG00000015838
bos_taurus ENSBTAG00000006724
bos_mutus ENSBMUG00000021874
bison_bison_bison ENSBBBG00000010270
ovis_aries ENSOARG00000020389
capra_hircus ENSCHIG00000007316
vicugna_pacos ENSVPAG00000004577
equus_caballus ENSECAG00000018050
equus_asinus_asinus ENSEASG00005000700
erinaceus_europaeus ENSEEUG00000005282
erinaceus_europaeus ENSEEUG00000009515
pteropus_vampyrus ENSPVAG00000011638
myotis_lucifugus ENSMLUG00000028211
ursus_maritimus ENSUMAG00000003016
ursus_americanus ENSUAMG00000012467
ailuropoda_melanoleuca ENSAMEG00000009410
mustela_putorius_furo ENSMPUG00000003753
neovison_vison ENSNVIG00000008804
canis_lupus_familiaris ENSCAFG00000032648
canis_lupus_dingo ENSCAFG00020002869
vulpes_vulpes ENSVVUG00000008831
panthera_tigris_altaica ENSPTIG00000010684
panthera_pardus ENSPPRG00000015294
felis_catus ENSFCAG00000024749
capra_hircus ENSCHIG00000019174
prolemur_simus ENSPSMG00000004184
ictidomys_tridecemlineatus ENSSTOG00000034442
jaculus_jaculus ENSJJAG00000003650
castor_canadensis ENSCCNG00000007043
urocitellus_parryii ENSUPAG00010009087
ictidomys_tridecemlineatus ENSSTOG00000005616
spermophilus_dauricus ENSSDAG00000006664
marmota_marmota_marmota ENSMMMG00000017772
castor_canadensis ENSCCNG00000005488
castor_canadensis ENSCCNG00000012183
mus_spicilegus ENSMSIG00000014800
cebus_capucinus ENSCCAG00000025151
cebus_capucinus ENSCCAG00000028375
echinops_telfairi ENSETEG00000004854
prolemur_simus ENSPSMG00000009757
microcebus_murinus ENSMICG00000049310
propithecus_coquereli ENSPCOG00000020235
otolemur_garnettii ENSOGAG00000002597
cebus_capucinus ENSCCAG00000021056
saimiri_boliviensis_boliviensis ENSSBOG00000015311
callithrix_jacchus ENSCJAG00000013876
aotus_nancymaae ENSANAG00000024715
cebus_capucinus ENSCCAG00000037429
aotus_nancymaae ENSANAG00000020690
aotus_nancymaae ENSANAG00000029686
pan_troglodytes ENSPTRG00000046351
gorilla_gorilla ENSGGOG00000040281
pongo_abelii ENSPPYG00000005404
nomascus_leucogenys ENSNLEG00000018841
rhinopithecus_roxellana ENSRROG00000030662
rhinopithecus_bieti ENSRBIG00000028520
colobus_angolensis_palliatus ENSCANG00000031636
piliocolobus_tephrosceles ENSPTEG00000033388
mandrillus_leucophaeus ENSMLEG00000029961
cercocebus_atys ENSCATG00000036539
macaca_mulatta ENSMMUG00000047494
macaca_fascicularis ENSMFAG00000002148
macaca_nemestrina ENSMNEG00000027166
papio_anubis ENSPANG00000032530
pan_paniscus ENSPPAG00000033020
nomascus_leucogenys ENSNLEG00000032895
rhinopithecus_roxellana ENSRROG00000039344
rhinopithecus_bieti ENSRBIG00000032358
colobus_angolensis_palliatus ENSCANG00000018577
pan_paniscus ENSPPAG00000026041
gorilla_gorilla ENSGGOG00000039918
cercocebus_atys ENSCATG00000020311
mandrillus_leucophaeus ENSMLEG00000031769
macaca_nemestrina ENSMNEG00000022050
macaca_mulatta ENSMMUG00000001804
macaca_fascicularis ENSMFAG00000001686
colobus_angolensis_palliatus ENSCANG00000032292
piliocolobus_tephrosceles ENSPTEG00000032050
rhinopithecus_roxellana ENSRROG00000037700
rhinopithecus_bieti ENSRBIG00000043870
macaca_mulatta ENSMMUG00000011306
macaca_fascicularis ENSMFAG00000044035
macaca_nemestrina ENSMNEG00000035658
mandrillus_leucophaeus ENSMLEG00000033307
cercocebus_atys ENSCATG00000037243
theropithecus_gelada ENSTGEG00000029449
rhinopithecus_roxellana ENSRROG00000012955
rhinopithecus_bieti ENSRBIG00000031206
rhinopithecus_roxellana ENSRROG00000028569
piliocolobus_tephrosceles ENSPTEG00000004503
macaca_nemestrina ENSMNEG00000016584
macaca_mulatta ENSMMUG00000019396
chlorocebus_sabaeus ENSCSAG00000008760
papio_anubis ENSPANG00000012757
macaca_fascicularis ENSMFAG00000029793
rhinopithecus_bieti ENSRBIG00000030733
nomascus_leucogenys ENSNLEG00000003889
cercocebus_atys ENSCATG00000010196
mandrillus_leucophaeus ENSMLEG00000039563
theropithecus_gelada ENSTGEG00000026504
pan_troglodytes ENSPTRG00000043249
homo_sapiens ENSG00000231989
pongo_abelii ENSPPYG00000025928
pan_paniscus ENSPPAG00000043836
pan_troglodytes ENSPTRG00000043205
homo_sapiens ENSG00000184203
gorilla_gorilla ENSGGOG00000025908
pongo_abelii ENSPPYG00000014429
nomascus_leucogenys ENSNLEG00000008371
cebus_capucinus ENSCCAG00000010677
colobus_angolensis_palliatus ENSCANG00000028243
castor_canadensis ENSCCNG00000022689
castor_canadensis ENSCCNG00000029921
dipodomys_ordii ENSDORG00000025940
nannospalax_galili ENSNGAG00000011620
nannospalax_galili ENSNGAG00000003359
nannospalax_galili ENSNGAG00000004478
cricetulus_griseus_chok1gshd ENSCGRG00001021148
cricetulus_griseus_crigri-picr ENSCGRG00015022710
cricetulus_griseus_crigri ENSCGRG00000015413
mesocricetus_auratus ENSMAUG00000011754
microtus_ochrogaster ENSMOCG00000008065
peromyscus_maniculatus_bairdii ENSPEMG00000024579
mus_spicilegus ENSMSIG00000005752
mus_musculus ENSMUSG00000047714
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021548
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020652
mus_pahari MGP_PahariEiJ_G0016356
rattus_norvegicus ENSRNOG00000001733
meriones_unguiculatus ENSMUGG00000025369
meriones_unguiculatus ENSMUGG00000025041
meriones_unguiculatus ENSMUGG00000008604
meriones_unguiculatus ENSMUGG00000013226
cavia_porcellus ENSCPOG00000040784
cavia_aperea ENSCAPG00000010044
chinchilla_lanigera ENSCLAG00000012941
octodon_degus ENSODEG00000011385
octodon_degus ENSODEG00000018770
heterocephalus_glaber_male ENSHGLG00100000536
heterocephalus_glaber_male ENSHGLG00100000047
heterocephalus_glaber_male ENSHGLG00100017280
heterocephalus_glaber_female ENSHGLG00000011888
fukomys_damarensis ENSFDAG00000020327
spermophilus_dauricus ENSSDAG00000022920
spermophilus_dauricus ENSSDAG00000019276
marmota_marmota_marmota ENSMMMG00000011097
urocitellus_parryii ENSUPAG00010014625
tupaia_belangeri ENSTBEG00000000130
oryctolagus_cuniculus ENSOCUG00000014123
ochotona_princeps ENSOPRG00000015789
carlito_syrichta ENSTSYG00000000459
loxodonta_africana ENSLAFG00000012010
procavia_capensis ENSPCAG00000013614
dasypus_novemcinctus ENSDNOG00000039150
choloepus_hoffmanni ENSCHOG00000013210
ornithorhynchus_anatinus ENSOANG00000012749
xenopus_tropicalis ENSXETG00000033772
latimeria_chalumnae ENSLACG00000016155
scleropages_formosus ENSSFOG00015008470
paramormyrops_kingsleyae ENSPKIG00000002482
astyanax_mexicanus ENSAMXG00000033495
pygocentrus_nattereri ENSPNAG00000009967
ictalurus_punctatus ENSIPUG00000024467
danio_rerio ENSDARG00000054007
cynoglossus_semilaevis ENSCSEG00000015461
gasterosteus_aculeatus ENSGACG00000009192
haplochromis_burtoni ENSHBUG00000006262
astatotilapia_calliptera ENSACLG00000026606
pundamilia_nyererei ENSPNYG00000021389
maylandia_zebra ENSMZEG00005017644
neolamprologus_brichardi ENSNBRG00000020844
oreochromis_niloticus ENSONIG00000002582
amphilophus_citrinellus ENSACIG00000012971
fundulus_heteroclitus ENSFHEG00000003245
cyprinodon_variegatus ENSCVAG00000011698
seriola_dumerili ENSSDUG00000005331
seriola_lalandi_dorsalis ENSSLDG00000011872
labrus_bergylta ENSLBEG00000024890
monopterus_albus ENSMALG00000015710
oryzias_latipes_asm223469v1 ENSORLG00015012961
oryzias_latipes ENSORLG00000007387
oryzias_latipes ENSORLG00020017234
oryzias_melastigma ENSOMEG00000021587
anabas_testudineus ENSATEG00000012426
mastacembelus_armatus ENSMAMG00000001278
scophthalmus_maximus ENSSMAG00000001358
amphiprion_ocellaris ENSAOCG00000021749
amphiprion_percula ENSAPEG00000002051
acanthochromis_polyacanthus ENSAPOG00000011451
stegastes_partitus ENSSPAG00000012142
poecilia_formosa ENSPFOG00000024731
poecilia_latipinna ENSPLAG00000020089
poecilia_mexicana ENSPMEG00000018118
poecilia_reticulata ENSPREG00000006866
xiphophorus_maculatus ENSXMAG00000023883
xiphophorus_couchianus ENSXCOG00000003323
gambusia_affinis ENSGAFG00000015616
kryptolebias_marmoratus ENSKMAG00000008990
mola_mola ENSMMOG00000008904
periophthalmus_magnuspinnatus ENSPMGG00000004492
takifugu_rubripes ENSTRUG00000022991
tetraodon_nigroviridis ENSTNIG00000015564
hippocampus_comes ENSHCOG00000010772
gadus_morhua ENSGMOG00000005901
esox_lucius ENSELUG00000004994
lepisosteus_oculatus ENSLOCG00000004753
