anser_brachyrhynchus ENSABRG00000023064
anas_platyrhynchos ENSAPLG00000004912
gallus_gallus ENSGALG00000004455
coturnix_japonica ENSCJPG00005016046
numida_meleagris ENSNMEG00000011545
zonotrichia_albicollis ENSZALG00000009664
junco_hyemalis ENSJHYG00000002576
serinus_canaria ENSSCAG00000013613
ficedula_albicollis ENSFALG00000010997
lonchura_striata ENSLSDG00000008449
taeniopygia_guttata ENSTGUG00000006553
cyanistes_caeruleus ENSCCEG00000010797
lepidothrix_coronata ENSLCOG00000012553
manacus_vitellinus ENSMVIG00005006772
melopsittacus_undulatus ENSMUNG00000016613
calidris_pugnax ENSCPUG00000018039
calidris_pygmaea ENSCPGG00000016105
apteryx_haastii ENSAHAG00000003909
apteryx_owenii ENSAOWG00000014359
dromaius_novaehollandiae ENSDNVG00000013682
nothoprocta_perdicaria ENSNPEG00000009463
crocodylus_porosus ENSCPRG00005013436
gopherus_agassizii ENSGAGG00000011442
chelonoidis_abingdonii ENSCABG00000010503
chrysemys_picta ENSCPBG00000026178
pelodiscus_sinensis ENSPSIG00000014068
anolis_carolinensis ENSACAG00000002606
pogona_vitticeps ENSPVIG00000000324
notechis_scutatus ENSNSUG00000015689
salvator_merianae ENSSMRG00000014173
sphenodon_punctatus ENSSPUG00000007844
phascolarctos_cinereus ENSPCIG00000027791
vombatus_ursinus ENSVURG00010013652
notamacropus_eugenii ENSMEUG00000016045
sarcophilus_harrisii ENSSHAG00000012141
monodelphis_domestica ENSMODG00000002734
pan_troglodytes ENSPTRG00000011959
pan_paniscus ENSPPAG00000031846
homo_sapiens ENSG00000115464
gorilla_gorilla ENSGGOG00000014575
pongo_abelii ENSPPYG00000012384
nomascus_leucogenys ENSNLEG00000009598
macaca_mulatta ENSMMUG00000008098
macaca_fascicularis ENSMFAG00000043581
macaca_nemestrina ENSMNEG00000039067
cercocebus_atys ENSCATG00000042180
mandrillus_leucophaeus ENSMLEG00000040976
theropithecus_gelada ENSTGEG00000008561
papio_anubis ENSPANG00000025375
chlorocebus_sabaeus ENSCSAG00000014580
piliocolobus_tephrosceles ENSPTEG00000017456
colobus_angolensis ENSCANG00000009438
rhinopithecus_roxellana ENSRROG00000043473
rhinopithecus_bieti ENSRBIG00000025559
cebus_capucinus ENSCCAG00000025282
saimiri_boliviensis ENSSBOG00000034202
callithrix_jacchus ENSCJAG00000044195
aotus_nancymaae ENSANAG00000028238
carlito_syrichta ENSTSYG00000006659
microcebus_murinus ENSMICG00000007137
propithecus_coquereli ENSPCOG00000019384
prolemur_simus ENSPSMG00000014044
