junco_hyemalis ENSJHYG00000002580
zonotrichia_albicollis ENSZALG00000012134
calidris_pygmaea ENSCPGG00000006873
coturnix_japonica ENSCJPG00005001520
meriones_unguiculatus ENSMUGG00000017834
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019753
canis_lupus_dingo ENSCAFG00020002949
dasypus_novemcinctus ENSDNOG00000041405
phascolarctos_cinereus ENSPCIG00000025814
monodelphis_domestica ENSMODG00000005631
chrysemys_picta_bellii ENSCPBG00000026063
pelodiscus_sinensis ENSPSIG00000009474
crocodylus_porosus ENSCPRG00005005221
pogona_vitticeps ENSPVIG00000007034
salvator_merianae ENSSMRG00000021139
taeniopygia_guttata ENSTGUG00000012142
lonchura_striata_domestica ENSLSDG00000005546
ficedula_albicollis ENSFALG00000005932
parus_major ENSPMJG00000010206
cyanistes_caeruleus ENSCCEG00000002814
manacus_vitellinus ENSMVIG00005014572
melopsittacus_undulatus ENSMUNG00000004630
calidris_pugnax ENSCPUG00000006980
anas_platyrhynchos_platyrhynchos ENSAPLG00000019949
gallus_gallus ENSGALG00000051919
apteryx_rowi ENSARWG00000017942
apteryx_haastii ENSAHAG00000008760
apteryx_owenii ENSAOWG00000000489
dromaius_novaehollandiae ENSDNVG00000005293
numida_meleagris ENSNMEG00000004720
pteropus_vampyrus ENSPVAG00000001669
myotis_lucifugus ENSMLUG00000024773
equus_asinus_asinus ENSEASG00005001295
equus_caballus ENSECAG00000014494
erinaceus_europaeus ENSEEUG00000008236
bos_mutus ENSBMUG00000026051
bison_bison_bison ENSBBBG00000013635
bos_taurus ENSBTAG00000026242
capra_hircus ENSCHIG00000006946
ovis_aries ENSOARG00000016701
tursiops_truncatus ENSTTRG00000015780
sus_scrofa ENSSSCG00000006053
ursus_americanus ENSUAMG00000024869
ursus_maritimus ENSUMAG00000019788
neovison_vison ENSNVIG00000001290
canis_lupus_familiaris ENSCAFG00000032147
canis_lupus_dingo ENSCAFG00020002957
vulpes_vulpes ENSVVUG00000016817
panthera_pardus ENSPPRG00000003098
panthera_tigris_altaica ENSPTIG00000016700
felis_catus ENSFCAG00000040797
macaca_mulatta ENSMMUG00000019398
macaca_fascicularis ENSMFAG00000033705
papio_anubis ENSPANG00000004696
theropithecus_gelada ENSTGEG00000004209
chlorocebus_sabaeus ENSCSAG00000011912
cercocebus_atys ENSCATG00000040039
rhinopithecus_roxellana ENSRROG00000025897
rhinopithecus_bieti ENSRBIG00000036629
piliocolobus_tephrosceles ENSPTEG00000007806
mandrillus_leucophaeus ENSMLEG00000034503
macaca_nemestrina ENSMNEG00000045049
colobus_angolensis_palliatus ENSCANG00000029880
gorilla_gorilla ENSGGOG00000000468
homo_sapiens ENSG00000164929
pan_paniscus ENSPPAG00000030347
pan_troglodytes ENSPTRG00000020488
pongo_abelii ENSPPYG00000018804
nomascus_leucogenys ENSNLEG00000003730
cebus_capucinus ENSCCAG00000028012
callithrix_jacchus ENSCJAG00000043716
aotus_nancymaae ENSANAG00000028836
macaca_nemestrina ENSMNEG00000037553
carlito_syrichta ENSTSYG00000028810
prolemur_simus ENSPSMG00000013513
