procavia_capensis ENSPCAG00000004448
echinops_telfairi ENSETEG00000006620
loxodonta_africana ENSLAFG00000021526
dasypus_novemcinctus ENSDNOG00000005700
choloepus_hoffmanni ENSCHOG00000009250
heterocephalus_glaber ENSHGLG00100004456
heterocephalus_glaber ENSHGLG00000001063
fukomys_damarensis ENSFDAG00000021427
chinchilla_lanigera ENSCLAG00000004346
octodon_degus ENSODEG00000009516
cavia_porcellus ENSCPOG00000003838
cavia_aperea ENSCAPG00000006021
urocitellus_parryii ENSUPAG00010012624
ictidomys_tridecemlineatus ENSSTOG00000000943
spermophilus_dauricus ENSSDAG00000009932
marmota_marmota ENSMMMG00000012053
oryctolagus_cuniculus ENSOCUG00000009952
ochotona_princeps ENSOPRG00000001840
pan_troglodytes ENSPTRG00000016389
pan_paniscus ENSPPAG00000031007
homo_sapiens ENSG00000164100
gorilla_gorilla ENSGGOG00000034831
pongo_abelii ENSPPYG00000015018
nomascus_leucogenys ENSNLEG00000008847
macaca_fascicularis ENSMFAG00000034323
macaca_mulatta ENSMMUG00000015259
macaca_nemestrina ENSMNEG00000033435
mandrillus_leucophaeus ENSMLEG00000034414
cercocebus_atys ENSCATG00000041328
papio_anubis ENSPANG00000008114
theropithecus_gelada ENSTGEG00000005851
chlorocebus_sabaeus ENSCSAG00000003772
colobus_angolensis ENSCANG00000028613
piliocolobus_tephrosceles ENSPTEG00000029338
rhinopithecus_bieti ENSRBIG00000033546
rhinopithecus_roxellana ENSRROG00000035097
saimiri_boliviensis ENSSBOG00000021222
callithrix_jacchus ENSCJAG00000003390
cebus_capucinus ENSCCAG00000027057
aotus_nancymaae ENSANAG00000036048
carlito_syrichta ENSTSYG00000001408
propithecus_coquereli ENSPCOG00000014566
microcebus_murinus ENSMICG00000006831
prolemur_simus ENSPSMG00000012195
otolemur_garnettii ENSOGAG00000016904
tupaia_belangeri ENSTBEG00000001389
castor_canadensis ENSCCNG00000007594
dipodomys_ordii ENSDORG00000004309
cricetulus_griseus ENSCGRG00015002772
cricetulus_griseus ENSCGRG00000002115
cricetulus_griseus ENSCGRG00001018664
mesocricetus_auratus ENSMAUG00000010271
peromyscus_maniculatus ENSPEMG00000021875
microtus_ochrogaster ENSMOCG00000020696
mus_spicilegus ENSMSIG00000016807
mus_spretus MGP_SPRETEiJ_G0026557
mus_musculus ENSMUSG00000027977
mus_caroli MGP_CAROLIEiJ_G0025604
mus_pahari MGP_PahariEiJ_G0027051
rattus_norvegicus ENSRNOG00000015781
meriones_unguiculatus ENSMUGG00000014460
nannospalax_galili ENSNGAG00000002727
jaculus_jaculus ENSJJAG00000002218
capra_hircus ENSCHIG00000015901
ovis_aries ENSOARG00000017811
bos_indicus ENSBIXG00000028008
bos_taurus ENSBTAG00000007316
bos_indicus ENSBIXG00005027695
bos_mutus ENSBMUG00000009869
bison_bison ENSBBBG00000012976
sus_scrofa ENSSSCG00000009115
tursiops_truncatus ENSTTRG00000015140
vicugna_pacos ENSVPAG00000011046
ursus_maritimus ENSUMAG00000003516
ursus_americanus ENSUAMG00000023637
ailuropoda_melanoleuca ENSAMEG00000011533
neovison_vison ENSNVIG00000012542
mustela_putorius ENSMPUG00000017437
canis_lupus ENSCAFG00000012299
canis_lupus ENSCAFG00020017398
vulpes_vulpes ENSVVUG00000008085
panthera_tigris ENSPTIG00000012612
panthera_pardus ENSPPRG00000014924
felis_catus ENSFCAG00000005097
equus_asinus ENSEASG00005009682
equus_caballus ENSECAG00000022398
sorex_araneus ENSSARG00000010185
pteropus_vampyrus ENSPVAG00000017634
erinaceus_europaeus ENSEEUG00000008361
vombatus_ursinus ENSVURG00010006239
phascolarctos_cinereus ENSPCIG00000007095
notamacropus_eugenii ENSMEUG00000005597
monodelphis_domestica ENSMODG00000005100
ornithorhynchus_anatinus ENSOANG00000014942
ornithorhynchus_anatinus ENSOANG00000029699
parus_major ENSPMJG00000005910
taeniopygia_guttata ENSTGUG00000016866
chelonoidis_abingdonii ENSCABG00000005796
pogona_vitticeps ENSPVIG00000001286
anolis_carolinensis ENSACAG00000013822
notechis_scutatus ENSNSUG00000004830
salvator_merianae ENSSMRG00000015397
gopherus_agassizii ENSGAGG00000020870
chelonoidis_abingdonii ENSCABG00000014323
chrysemys_picta ENSCPBG00000024773
pelodiscus_sinensis ENSPSIG00000010606
sphenodon_punctatus ENSSPUG00000009322
lepidothrix_coronata ENSLCOG00000004046
manacus_vitellinus ENSMVIG00005006366
lonchura_striata ENSLSDG00000015117
taeniopygia_guttata ENSTGUG00000001856
serinus_canaria ENSSCAG00000001115
zonotrichia_albicollis ENSZALG00000009703
junco_hyemalis ENSJHYG00000007560
cyanistes_caeruleus ENSCCEG00000023693
ficedula_albicollis ENSFALG00000002104
melopsittacus_undulatus ENSMUNG00000015440
calidris_pygmaea ENSCPGG00000017034
calidris_pugnax ENSCPUG00000012576
anas_platyrhynchos ENSAPLG00000014790
anser_brachyrhynchus ENSABRG00000023146
coturnix_japonica ENSCJPG00005003762
gallus_gallus ENSGALG00000012010
meleagris_gallopavo ENSMGAG00000010843
numida_meleagris ENSNMEG00000001180
apteryx_owenii ENSAOWG00000006266
apteryx_haastii ENSAHAG00000007488
apteryx_rowi ENSARWG00000004875
dromaius_novaehollandiae ENSDNVG00000007704
nothoprocta_perdicaria ENSNPEG00000011352
crocodylus_porosus ENSCPRG00005004913
