gallus_gallus ENSGALG00000006755
meleagris_gallopavo ENSMGAG00000016773
coturnix_japonica ENSCJPG00005009300
numida_meleagris ENSNMEG00000012263
anas_platyrhynchos ENSAPLG00000030018
lonchura_striata ENSLSDG00000010675
taeniopygia_guttata ENSTGUG00000000390
junco_hyemalis ENSJHYG00000006503
cyanistes_caeruleus ENSCCEG00000007238
parus_major ENSPMJG00000008618
ficedula_albicollis ENSFALG00000006060
lepidothrix_coronata ENSLCOG00000004336
calidris_pugnax ENSCPUG00000014006
calidris_pygmaea ENSCPGG00000007564
nothoprocta_perdicaria ENSNPEG00000002885
crocodylus_porosus ENSCPRG00005003973
gopherus_agassizii ENSGAGG00000009211
chelonoidis_abingdonii ENSCABG00000009683
chrysemys_picta ENSCPBG00000007945
salvator_merianae ENSSMRG00000021915
anolis_carolinensis ENSACAG00000027046
loxodonta_africana ENSLAFG00000006018
procavia_capensis ENSPCAG00000009966
echinops_telfairi ENSETEG00000015045
cebus_capucinus ENSCCAG00000033760
saimiri_boliviensis ENSSBOG00000034295
aotus_nancymaae ENSANAG00000038057
pan_troglodytes ENSPTRG00000004384
pan_paniscus ENSPPAG00000027076
homo_sapiens ENSG00000036672
gorilla_gorilla ENSGGOG00000005083
pongo_abelii ENSPPYG00000003966
nomascus_leucogenys ENSNLEG00000007396
rhinopithecus_bieti ENSRBIG00000036286
piliocolobus_tephrosceles ENSPTEG00000015793
colobus_angolensis ENSCANG00000043702
rhinopithecus_roxellana ENSRROG00000041516
macaca_mulatta ENSMMUG00000008921
papio_anubis ENSPANG00000014344
theropithecus_gelada ENSTGEG00000025684
macaca_fascicularis ENSMFAG00000038340
macaca_nemestrina ENSMNEG00000036119
cercocebus_atys ENSCATG00000007781
chlorocebus_sabaeus ENSCSAG00000002490
mandrillus_leucophaeus ENSMLEG00000038440
carlito_syrichta ENSTSYG00000000715
propithecus_coquereli ENSPCOG00000021785
prolemur_simus ENSPSMG00000004757
microcebus_murinus ENSMICG00000006049
otolemur_garnettii ENSOGAG00000007337
heterocephalus_glaber ENSHGLG00000014829
heterocephalus_glaber ENSHGLG00100017152
fukomys_damarensis ENSFDAG00000013348
cavia_aperea ENSCAPG00000007628
cavia_porcellus ENSCPOG00000004520
chinchilla_lanigera ENSCLAG00000013003
cricetulus_griseus ENSCGRG00015014259
cricetulus_griseus ENSCGRG00001016286
cricetulus_griseus ENSCGRG00000016723
mesocricetus_auratus ENSMAUG00000021537
microtus_ochrogaster ENSMOCG00000011563
peromyscus_maniculatus ENSPEMG00000024068
mus_musculus ENSMUSG00000032010
mus_spretus MGP_SPRETEiJ_G0033235
mus_spicilegus ENSMSIG00000005680
mus_caroli MGP_CAROLIEiJ_G0032097
mus_pahari MGP_PahariEiJ_G0014966
rattus_norvegicus ENSRNOG00000006663
meriones_unguiculatus ENSMUGG00000011193
spermophilus_dauricus ENSSDAG00000016848
ictidomys_tridecemlineatus ENSSTOG00000005428
marmota_marmota ENSMMMG00000022252
urocitellus_parryii ENSUPAG00010018785
ursus_americanus ENSUAMG00000014220
ursus_maritimus ENSUMAG00000023555
ailuropoda_melanoleuca ENSAMEG00000007769
neovison_vison ENSNVIG00000002282
mustela_putorius ENSMPUG00000005475
canis_lupus ENSCAFG00000012042
canis_lupus ENSCAFG00020012545
vulpes_vulpes ENSVVUG00000022312
panthera_tigris ENSPTIG00000015669
panthera_pardus ENSPPRG00000013010
felis_catus ENSFCAG00000000980
pteropus_vampyrus ENSPVAG00000005619
equus_caballus ENSECAG00000019869
sus_scrofa ENSSSCG00000015120
vicugna_pacos ENSVPAG00000007100
ovis_aries ENSOARG00000015942
capra_hircus ENSCHIG00000002460
bos_indicus ENSBIXG00005028585
bos_indicus ENSBIXG00000009854
bos_taurus ENSBTAG00000009749
bos_mutus ENSBMUG00000009990
bison_bison ENSBBBG00000004970
tursiops_truncatus ENSTTRG00000005365
erinaceus_europaeus ENSEEUG00000004253
erinaceus_europaeus ENSEEUG00000009542
tupaia_belangeri ENSTBEG00000001142
dasypus_novemcinctus ENSDNOG00000049292
oryctolagus_cuniculus ENSOCUG00000007759
ochotona_princeps ENSOPRG00000016443
phascolarctos_cinereus ENSPCIG00000022496
vombatus_ursinus ENSVURG00010003460
notamacropus_eugenii ENSMEUG00000001248
sarcophilus_harrisii ENSSHAG00000006515
monodelphis_domestica ENSMODG00000013213
latimeria_chalumnae ENSLACG00000016056
clupea_harengus ENSCHAG00000007647
denticeps_clupeoides ENSDCDG00000027462
astyanax_mexicanus ENSAMXG00005019570
astyanax_mexicanus ENSAMXG00000043395
pygocentrus_nattereri ENSPNAG00000011362
electrophorus_electricus ENSEEEG00000024541
ictalurus_punctatus ENSIPUG00000008108
hucho_hucho ENSHHUG00000052270
hucho_hucho ENSHHUG00000043350
esox_lucius ENSELUG00000011139
poecilia_formosa ENSPFOG00000005925
poecilia_mexicana ENSPMEG00000018970
poecilia_latipinna ENSPLAG00000018948
poecilia_reticulata ENSPREG00000011319
xiphophorus_maculatus ENSXMAG00000006708
gambusia_affinis ENSGAFG00000020824
fundulus_heteroclitus ENSFHEG00000020853
oryzias_latipes ENSORLG00000009912
oryzias_latipes ENSORLG00020017360
oryzias_latipes ENSORLG00015023237
oryzias_melastigma ENSOMEG00000020848
cynoglossus_semilaevis ENSCSEG00000005061
labrus_bergylta ENSLBEG00000023531
larimichthys_crocea ENSLCRG00005000541
cottoperca_gobio ENSCGOG00000008983
anabas_testudineus ENSATEG00000019761
betta_splendens ENSBSLG00000025615
mastacembelus_armatus ENSMAMG00000005303
amphiprion_percula ENSAPEG00000003500
amphiprion_ocellaris ENSAOCG00000021952
acanthochromis_polyacanthus ENSAPOG00000003349
stegastes_partitus ENSSPAG00000008148
parambassis_ranga ENSPRNG00000019823
astatotilapia_calliptera ENSACLG00000016110
maylandia_zebra ENSMZEG00005004453
haplochromis_burtoni ENSHBUG00000008087
pundamilia_nyererei ENSPNYG00000009435
neolamprologus_brichardi ENSNBRG00000015145
kryptolebias_marmoratus ENSKMAG00000014687
seriola_dumerili ENSSDUG00000021630
seriola_lalandi ENSSLDG00000007464
lates_calcarifer ENSLCAG00010000213
gouania_willdenowi ENSGWIG00000013373
paramormyrops_kingsleyae ENSPKIG00000020984
amphilophus_citrinellus ENSACIG00000023530
cyprinodon_variegatus ENSCVAG00000013530
tetraodon_nigroviridis ENSTNIG00000014358
scophthalmus_maximus ENSSMAG00000017276
cottoperca_gobio ENSCGOG00000006705
mastacembelus_armatus ENSMAMG00000002185
betta_splendens ENSBSLG00000012236
hippocampus_comes ENSHCOG00000000312
danio_rerio ENSDARG00000020107
caenorhabditis_elegans WBGene00019259
