phascolarctos_cinereus ENSPCIG00000009391
notamacropus_eugenii ENSMEUG00000003758
sarcophilus_harrisii ENSSHAG00000011585
monodelphis_domestica ENSMODG00000016196
spermophilus_dauricus ENSSDAG00000003969
marmota_marmota_marmota ENSMMMG00000022283
marmota_marmota_marmota ENSMMMG00000005008
ictidomys_tridecemlineatus ENSSTOG00000019477
urocitellus_parryii ENSUPAG00010003301
chinchilla_lanigera ENSCLAG00000015384
octodon_degus ENSODEG00000015098
cavia_porcellus ENSCPOG00000030209
heterocephalus_glaber_female ENSHGLG00000007105
heterocephalus_glaber_male ENSHGLG00100010663
heterocephalus_glaber_male ENSHGLG00100007113
fukomys_damarensis ENSFDAG00000021519
castor_canadensis ENSCCNG00000022823
dipodomys_ordii ENSDORG00000001070
mus_musculus ENSMUSG00000018322
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025550
mus_spicilegus ENSMSIG00000028651
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024628
mus_pahari MGP_PahariEiJ_G0026072
rattus_norvegicus ENSRNOG00000029799
meriones_unguiculatus ENSMUGG00000020842
cricetulus_griseus_chok1gshd ENSCGRG00001023104
cricetulus_griseus_crigri-picr ENSCGRG00015022411
cricetulus_griseus_crigri ENSCGRG00000009737
mesocricetus_auratus ENSMAUG00000008732
peromyscus_maniculatus_bairdii ENSPEMG00000021489
microtus_ochrogaster ENSMOCG00000011729
nannospalax_galili ENSNGAG00000012227
jaculus_jaculus ENSJJAG00000011266
oryctolagus_cuniculus ENSOCUG00000003012
ochotona_princeps ENSOPRG00000011862
cebus_capucinus ENSCCAG00000030257
callithrix_jacchus ENSCJAG00000017607
saimiri_boliviensis_boliviensis ENSSBOG00000030705
aotus_nancymaae ENSANAG00000035543
pan_troglodytes ENSPTRG00000013532
pan_paniscus ENSPPAG00000043523
gorilla_gorilla ENSGGOG00000003560
homo_sapiens ENSG00000025772
pongo_abelii ENSPPYG00000011044
nomascus_leucogenys ENSNLEG00000006657
colobus_angolensis_palliatus ENSCANG00000016702
piliocolobus_tephrosceles ENSPTEG00000022672
rhinopithecus_bieti ENSRBIG00000024161
rhinopithecus_roxellana ENSRROG00000033038
theropithecus_gelada ENSTGEG00000021097
papio_anubis ENSPANG00000024779
chlorocebus_sabaeus ENSCSAG00000014257
cercocebus_atys ENSCATG00000029810
mandrillus_leucophaeus ENSMLEG00000033571
macaca_fascicularis ENSMFAG00000042107
macaca_mulatta ENSMMUG00000013211
macaca_nemestrina ENSMNEG00000007455
carlito_syrichta ENSTSYG00000003961
propithecus_coquereli ENSPCOG00000026632
microcebus_murinus ENSMICG00000032653
prolemur_simus ENSPSMG00000017871
otolemur_garnettii ENSOGAG00000008911
tupaia_belangeri ENSTBEG00000003503
pteropus_vampyrus ENSPVAG00000012664
myotis_lucifugus ENSMLUG00000006338
ursus_americanus ENSUAMG00000017683
ursus_maritimus ENSUMAG00000025434
ailuropoda_melanoleuca ENSAMEG00000004125
neovison_vison ENSNVIG00000010955
mustela_putorius_furo ENSMPUG00000017645
canis_lupus_dingo ENSCAFG00020013833
canis_lupus_familiaris ENSCAFG00000009591
vulpes_vulpes ENSVVUG00000018918
panthera_pardus ENSPPRG00000021071
panthera_tigris_altaica ENSPTIG00000013642
felis_catus ENSFCAG00000010096
felis_catus ENSFCAG00000043475
capra_hircus ENSCHIG00000017546
ovis_aries ENSOARG00000004587
bos_taurus ENSBTAG00000003256
bos_mutus ENSBMUG00000002001
bison_bison_bison ENSBBBG00000010344
tursiops_truncatus ENSTTRG00000007619
sus_scrofa ENSSSCG00000007383
vicugna_pacos ENSVPAG00000005024
equus_asinus_asinus ENSEASG00005023405
equus_caballus ENSECAG00000020421
erinaceus_europaeus ENSEEUG00000003317
loxodonta_africana ENSLAFG00000003560
procavia_capensis ENSPCAG00000009525
echinops_telfairi ENSETEG00000009972
dasypus_novemcinctus ENSDNOG00000039897
choloepus_hoffmanni ENSCHOG00000006552
zonotrichia_albicollis ENSZALG00000014031
serinus_canaria ENSSCAG00000012640
taeniopygia_guttata ENSTGUG00000005104
ficedula_albicollis ENSFALG00000005382
manacus_vitellinus ENSMVIG00005007626
meleagris_gallopavo ENSMGAG00000003654
melopsittacus_undulatus ENSMUNG00000006245
calidris_pugnax ENSCPUG00000009684
apteryx_haastii ENSAHAG00000000402
apteryx_owenii ENSAOWG00000004592
apteryx_rowi ENSARWG00000014592
dromaius_novaehollandiae ENSDNVG00000001000
anolis_carolinensis ENSACAG00000012037
cyprinodon_variegatus ENSCVAG00000007075
acanthochromis_polyacanthus ENSAPOG00000012119
oreochromis_niloticus ENSONIG00000012542
oreochromis_niloticus ENSONIG00000000360
takifugu_rubripes ENSTRUG00000015199
