xiphophorus_maculatus ENSXMAG00000007011
xiphophorus_couchianus ENSXCOG00000019982
poecilia_formosa ENSPFOG00000001554
fundulus_heteroclitus ENSFHEG00000008255
astatotilapia_calliptera ENSACLG00000023770
maylandia_zebra ENSMZEG00005020383
haplochromis_burtoni ENSHBUG00000011399
pundamilia_nyererei ENSPNYG00000016262
monopterus_albus ENSMALG00000011121
oryzias_melastigma ENSOMEG00000020719
mastacembelus_armatus ENSMAMG00000015583
anabas_testudineus ENSATEG00000014586
seriola_lalandi_dorsalis ENSSLDG00000002056
amphilophus_citrinellus ENSACIG00000007931
amphiprion_ocellaris ENSAOCG00000008305
ictalurus_punctatus ENSIPUG00000013312
lepisosteus_oculatus ENSLOCG00000012698
apteryx_owenii ENSAOWG00000013306
apteryx_rowi ENSARWG00000011879
apteryx_haastii ENSAHAG00000002112
nothoprocta_perdicaria ENSNPEG00000007472
manacus_vitellinus ENSMVIG00005012097
lepidothrix_coronata ENSLCOG00000014211
ficedula_albicollis ENSFALG00000002598
zonotrichia_albicollis ENSZALG00000014554
taeniopygia_guttata ENSTGUG00000012544
lonchura_striata_domestica ENSLSDG00000000903
serinus_canaria ENSSCAG00000007989
junco_hyemalis ENSJHYG00000013593
parus_major ENSPMJG00000011755
cyanistes_caeruleus ENSCCEG00000010171
melopsittacus_undulatus ENSMUNG00000016693
gallus_gallus ENSGALG00000039224
meleagris_gallopavo ENSMGAG00000012827
coturnix_japonica ENSCJPG00005008230
numida_meleagris ENSNMEG00000008756
anser_brachyrhynchus ENSABRG00000003912
anas_platyrhynchos_platyrhynchos ENSAPLG00000004380
crocodylus_porosus ENSCPRG00005011256
chrysemys_picta_bellii ENSCPBG00000020408
pelodiscus_sinensis ENSPSIG00000006442
gopherus_agassizii ENSGAGG00000019763
salvator_merianae ENSSMRG00000002573
anolis_carolinensis ENSACAG00000010807
sarcophilus_harrisii ENSSHAG00000006599
monodelphis_domestica ENSMODG00000029720
monodelphis_domestica ENSMODG00000028841
urocitellus_parryii ENSUPAG00010006905
spermophilus_dauricus ENSSDAG00000024457
ictidomys_tridecemlineatus ENSSTOG00000011122
marmota_marmota_marmota ENSMMMG00000003755
chinchilla_lanigera ENSCLAG00000001503
octodon_degus ENSODEG00000000496
cavia_aperea ENSCAPG00000009277
heterocephalus_glaber_male ENSHGLG00100003458
heterocephalus_glaber_female ENSHGLG00000014927
cricetulus_griseus_chok1gshd ENSCGRG00001000905
cricetulus_griseus_crigri-picr ENSCGRG00015001882
mesocricetus_auratus ENSMAUG00000000046
microtus_ochrogaster ENSMOCG00000012232
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020742
mus_spicilegus ENSMSIG00000011782
mus_musculus ENSMUSG00000072511
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019844
mus_pahari MGP_PahariEiJ_G0019849
rattus_norvegicus ENSRNOG00000054588
peromyscus_maniculatus_bairdii ENSPEMG00000002102
meriones_unguiculatus ENSMUGG00000022807
nannospalax_galili ENSNGAG00000015288
jaculus_jaculus ENSJJAG00000010797
dipodomys_ordii ENSDORG00000027098
oryctolagus_cuniculus ENSOCUG00000021145
homo_sapiens ENSG00000132297
pan_troglodytes ENSPTRG00000051216
pan_paniscus ENSPPAG00000039282
gorilla_gorilla ENSGGOG00000036405
nomascus_leucogenys ENSNLEG00000034486
theropithecus_gelada ENSTGEG00000011908
papio_anubis ENSPANG00000008812
cercocebus_atys ENSCATG00000040547
mandrillus_leucophaeus ENSMLEG00000040780
macaca_fascicularis ENSMFAG00000003855
macaca_nemestrina ENSMNEG00000043652
chlorocebus_sabaeus ENSCSAG00000010004
piliocolobus_tephrosceles ENSPTEG00000030016
colobus_angolensis_palliatus ENSCANG00000035764
rhinopithecus_bieti ENSRBIG00000044974
rhinopithecus_roxellana ENSRROG00000027586
callithrix_jacchus ENSCJAG00000036496
cebus_capucinus ENSCCAG00000036215
saimiri_boliviensis_boliviensis ENSSBOG00000025546
aotus_nancymaae ENSANAG00000037286
carlito_syrichta ENSTSYG00000027392
propithecus_coquereli ENSPCOG00000001046
prolemur_simus ENSPSMG00000003990
microcebus_murinus ENSMICG00000003609
otolemur_garnettii ENSOGAG00000012848
neovison_vison ENSNVIG00000008252
mustela_putorius_furo ENSMPUG00000001421
ailuropoda_melanoleuca ENSAMEG00000012977
canis_lupus_familiaris ENSCAFG00000025196
panthera_pardus ENSPPRG00000022713
panthera_tigris_altaica ENSPTIG00000017768
felis_catus ENSFCAG00000024254
myotis_lucifugus ENSMLUG00000015380
ovis_aries ENSOARG00000006812
capra_hircus ENSCHIG00000009769
bos_mutus ENSBMUG00000022640
bos_taurus ENSBTAG00000034196
bison_bison_bison ENSBBBG00000006875
sus_scrofa ENSSSCG00000022257
equus_caballus ENSECAG00000015921
equus_asinus_asinus ENSEASG00005022159
loxodonta_africana ENSLAFG00000027750
sorex_araneus ENSSARG00000008472
erinaceus_europaeus ENSEEUG00000008152
tupaia_belangeri ENSTBEG00000013887
echinops_telfairi ENSETEG00000020022
latimeria_chalumnae ENSLACG00000010330
