xiphophorus_maculatus ENSXMAG00000006361
gambusia_affinis ENSGAFG00000000963
neolamprologus_brichardi ENSNBRG00000006588
scophthalmus_maximus ENSSMAG00000006867
hippocampus_comes ENSHCOG00000011453
seriola_lalandi ENSSLDG00000003533
mastacembelus_armatus ENSMAMG00000012212
amphiprion_ocellaris ENSAOCG00000009059
amphiprion_percula ENSAPEG00000012543
stegastes_partitus ENSSPAG00000008366
periophthalmus_magnuspinnatus ENSPMGG00000021239
esox_lucius ENSELUG00000007886
danio_rerio ENSDARG00000023217
astyanax_mexicanus ENSAMXG00000012403
scleropages_formosus ENSSFOG00015005318
paramormyrops_kingsleyae ENSPKIG00000011506
pygocentrus_nattereri ENSPNAG00000022390
astyanax_mexicanus ENSAMXG00000042232
astatotilapia_calliptera ENSACLG00000012159
haplochromis_burtoni ENSHBUG00000001623
maylandia_zebra ENSMZEG00005017146
pundamilia_nyererei ENSPNYG00000006761
oreochromis_niloticus ENSONIG00000003656
neolamprologus_brichardi ENSNBRG00000013004
amphilophus_citrinellus ENSACIG00000024247
amphiprion_percula ENSAPEG00000005979
amphiprion_ocellaris ENSAOCG00000016636
acanthochromis_polyacanthus ENSAPOG00000019426
stegastes_partitus ENSSPAG00000015530
seriola_lalandi ENSSLDG00000007463
seriola_dumerili ENSSDUG00000004401
hippocampus_comes ENSHCOG00000020207
gadus_morhua ENSGMOG00000017705
paramormyrops_kingsleyae ENSPKIG00000010888
ictalurus_punctatus ENSIPUG00000011558
esox_lucius ENSELUG00000003582
lepisosteus_oculatus ENSLOCG00000000580
nothoprocta_perdicaria ENSNPEG00000004652
nothoprocta_perdicaria ENSNPEG00000004648
chelonoidis_abingdonii ENSCABG00000022952
pelodiscus_sinensis ENSPSIG00000015762
apteryx_owenii ENSAOWG00000001951
apteryx_rowi ENSARWG00000000283
apteryx_haastii ENSAHAG00000014039
dromaius_novaehollandiae ENSDNVG00000004907
calidris_pygmaea ENSCPGG00000005421
calidris_pugnax ENSCPUG00000019241
melopsittacus_undulatus ENSMUNG00000006971
lonchura_striata ENSLSDG00000001649
junco_hyemalis ENSJHYG00000007305
parus_major ENSPMJG00000005641
numida_meleagris ENSNMEG00000008655
meleagris_gallopavo ENSMGAG00000005858
anser_brachyrhynchus ENSABRG00000000405
anas_platyrhynchos ENSAPLG00000013843
gallus_gallus ENSGALG00000007082
coturnix_japonica ENSCJPG00005003332
zonotrichia_albicollis ENSZALG00000016882
serinus_canaria ENSSCAG00000008465
lepidothrix_coronata ENSLCOG00000010492
