clupea_harengus ENSCHAG00000006172
denticeps_clupeoides ENSDCDG00000025602
astyanax_mexicanus ENSAMXG00000034330
pygocentrus_nattereri ENSPNAG00000010081
ictalurus_punctatus ENSIPUG00000004105
danio_rerio ENSDARG00000005576
oryzias_latipes ENSORLG00020009613
oryzias_latipes ENSORLG00015012788
labrus_bergylta ENSLBEG00000014725
seriola_lalandi ENSSLDG00000019415
cynoglossus_semilaevis ENSCSEG00000008860
astatotilapia_calliptera ENSACLG00000018073
neolamprologus_brichardi ENSNBRG00000011858
oreochromis_niloticus ENSONIG00000015738
amphiprion_ocellaris ENSAOCG00000018347
scophthalmus_maximus ENSSMAG00000007570
cottoperca_gobio ENSCGOG00000013539
gasterosteus_aculeatus ENSGACG00000001360
tetraodon_nigroviridis ENSTNIG00000015678
xiphophorus_couchianus ENSXCOG00000018314
gambusia_affinis ENSGAFG00000004292
poecilia_mexicana ENSPMEG00000022523
poecilia_formosa ENSPFOG00000006395
poecilia_latipinna ENSPLAG00000006267
poecilia_reticulata ENSPREG00000001220
monopterus_albus ENSMALG00000017319
amphilophus_citrinellus ENSACIG00000005891
gouania_willdenowi ENSGWIG00000009230
acanthochromis_polyacanthus ENSAPOG00000016043
lates_calcarifer ENSLCAG00010012635
mola_mola ENSMMOG00000019484
anabas_testudineus ENSATEG00000002020
periophthalmus_magnuspinnatus ENSPMGG00000001155
gadus_morhua ENSGMOG00000015669
hucho_hucho ENSHHUG00000047968
hucho_hucho ENSHHUG00000026099
scleropages_formosus ENSSFOG00015001477
paramormyrops_kingsleyae ENSPKIG00000003488
chrysemys_picta ENSCPBG00000020877
chelonoidis_abingdonii ENSCABG00000016502
pelodiscus_sinensis ENSPSIG00000005148
crocodylus_porosus ENSCPRG00005013214
pogona_vitticeps ENSPVIG00000001014
anolis_carolinensis ENSACAG00000001907
notechis_scutatus ENSNSUG00000013467
salvator_merianae ENSSMRG00000015113
sphenodon_punctatus ENSSPUG00000008562
calidris_pygmaea ENSCPGG00000003504
calidris_pugnax ENSCPUG00000014749
melopsittacus_undulatus ENSMUNG00000003655
apteryx_haastii ENSAHAG00000007268
apteryx_owenii ENSAOWG00000015361
apteryx_rowi ENSARWG00000013542
junco_hyemalis ENSJHYG00000005418
zonotrichia_albicollis ENSZALG00000011975
serinus_canaria ENSSCAG00000005216
lonchura_striata ENSLSDG00000007789
lonchura_striata ENSLSDG00000007792
taeniopygia_guttata ENSTGUG00000011292
taeniopygia_guttata ENSTGUG00000011293
ficedula_albicollis ENSFALG00000008755
parus_major ENSPMJG00000017632
cyanistes_caeruleus ENSCCEG00000023866
lepidothrix_coronata ENSLCOG00000005975
manacus_vitellinus ENSMVIG00005013233
anser_brachyrhynchus ENSABRG00000017207
anas_platyrhynchos ENSAPLG00000018803
gallus_gallus ENSGALG00000017145
coturnix_japonica ENSCJPG00005001488
meleagris_gallopavo ENSMGAG00000015135
numida_meleagris ENSNMEG00000019465
nothoprocta_perdicaria ENSNPEG00000006759
chinchilla_lanigera ENSCLAG00000005140
jaculus_jaculus ENSJJAG00000017955
tursiops_truncatus ENSTTRG00000003336
loxodonta_africana ENSLAFG00000030270
loxodonta_africana ENSLAFG00000006719
procavia_capensis ENSPCAG00000013008
mus_spicilegus ENSMSIG00000004972
mus_musculus ENSMUSG00000079184
mus_spretus MGP_SPRETEiJ_G0020231
mus_caroli MGP_CAROLIEiJ_G0019340
mus_pahari MGP_PahariEiJ_G0030358
rattus_norvegicus ENSRNOG00000051238
rattus_norvegicus ENSRNOG00000061152
meriones_unguiculatus ENSMUGG00000025079
microtus_ochrogaster ENSMOCG00000009441
peromyscus_maniculatus ENSPEMG00000015110
cricetulus_griseus ENSCGRG00015013250
cricetulus_griseus ENSCGRG00000010054
cricetulus_griseus ENSCGRG00001000268
mesocricetus_auratus ENSMAUG00000016609
nannospalax_galili ENSNGAG00000012934
castor_canadensis ENSCCNG00000008732
urocitellus_parryii ENSUPAG00010018779
ictidomys_tridecemlineatus ENSSTOG00000028371
spermophilus_dauricus ENSSDAG00000002317
marmota_marmota ENSMMMG00000008877
heterocephalus_glaber ENSHGLG00000000098
heterocephalus_glaber ENSHGLG00000006845
heterocephalus_glaber ENSHGLG00100018813
fukomys_damarensis ENSFDAG00000010060
cavia_porcellus ENSCPOG00000002864
cavia_aperea ENSCAPG00000015892
octodon_degus ENSODEG00000004571
ochotona_princeps ENSOPRG00000006083
propithecus_coquereli ENSPCOG00000020055
microcebus_murinus ENSMICG00000014677
prolemur_simus ENSPSMG00000000132
otolemur_garnettii ENSOGAG00000012635
carlito_syrichta ENSTSYG00000028309
tupaia_belangeri ENSTBEG00000000967
ursus_americanus ENSUAMG00000004691
pan_troglodytes ENSPTRG00000024080
pan_paniscus ENSPPAG00000027281
homo_sapiens ENSG00000196199
gorilla_gorilla ENSGGOG00000005909
pongo_abelii ENSPPYG00000005184
nomascus_leucogenys ENSNLEG00000001235
cercocebus_atys ENSCATG00000034719
papio_anubis ENSPANG00000018684
mandrillus_leucophaeus ENSMLEG00000043586
theropithecus_gelada ENSTGEG00000017646
macaca_mulatta ENSMMUG00000016475
macaca_fascicularis ENSMFAG00000033341
macaca_nemestrina ENSMNEG00000029396
chlorocebus_sabaeus ENSCSAG00000018093
colobus_angolensis ENSCANG00000042640
piliocolobus_tephrosceles ENSPTEG00000013340
