chrysemys_picta_bellii ENSCPBG00000004217
gopherus_agassizii ENSGAGG00000000004
pelodiscus_sinensis ENSPSIG00000015830
sphenodon_punctatus ENSSPUG00000015641
notechis_scutatus ENSNSUG00000007466
salvator_merianae ENSSMRG00000002889
cyanistes_caeruleus ENSCCEG00000007980
parus_major ENSPMJG00000016142
numida_meleagris ENSNMEG00000008380
apteryx_owenii ENSAOWG00000006443
apteryx_haastii ENSAHAG00000007227
phascolarctos_cinereus ENSPCIG00000014906
sarcophilus_harrisii ENSSHAG00000018090
monodelphis_domestica ENSMODG00000019736
chinchilla_lanigera ENSCLAG00000011647
octodon_degus ENSODEG00000001674
cavia_porcellus ENSCPOG00000009888
heterocephalus_glaber_female ENSHGLG00000003908
heterocephalus_glaber_male ENSHGLG00100004499
fukomys_damarensis ENSFDAG00000000158
ictidomys_tridecemlineatus ENSSTOG00000007544
spermophilus_dauricus ENSSDAG00000023890
urocitellus_parryii ENSUPAG00010013666
cricetulus_griseus_chok1gshd ENSCGRG00001022392
cricetulus_griseus_crigri ENSCGRG00000007114
cricetulus_griseus_crigri-picr ENSCGRG00015012090
mesocricetus_auratus ENSMAUG00000007760
microtus_ochrogaster ENSMOCG00000019228
mus_musculus ENSMUSG00000021685
mus_spicilegus ENSMSIG00000011481
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019674
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018791
mus_pahari MGP_PahariEiJ_G0015868
rattus_norvegicus ENSRNOG00000010560
nannospalax_galili ENSNGAG00000016224
jaculus_jaculus ENSJJAG00000018309
castor_canadensis ENSCCNG00000028023
dipodomys_ordii ENSDORG00000014140
meriones_unguiculatus ENSMUGG00000026163
echinops_telfairi ENSETEG00000010175
pan_paniscus ENSPPAG00000042915
pan_troglodytes ENSPTRG00000017012
homo_sapiens ENSG00000171540
gorilla_gorilla ENSGGOG00000015687
pongo_abelii ENSPPYG00000015578
nomascus_leucogenys ENSNLEG00000012728
macaca_fascicularis ENSMFAG00000046341
macaca_mulatta ENSMMUG00000039760
macaca_nemestrina ENSMNEG00000033198
mandrillus_leucophaeus ENSMLEG00000035311
cercocebus_atys ENSCATG00000032638
theropithecus_gelada ENSTGEG00000023991
papio_anubis ENSPANG00000009550
chlorocebus_sabaeus ENSCSAG00000015302
piliocolobus_tephrosceles ENSPTEG00000034906
colobus_angolensis_palliatus ENSCANG00000032270
rhinopithecus_roxellana ENSRROG00000020103
rhinopithecus_bieti ENSRBIG00000039044
saimiri_boliviensis_boliviensis ENSSBOG00000035833
cebus_capucinus ENSCCAG00000028580
callithrix_jacchus ENSCJAG00000019850
aotus_nancymaae ENSANAG00000029433
propithecus_coquereli ENSPCOG00000028773
prolemur_simus ENSPSMG00000022216
microcebus_murinus ENSMICG00000030234
otolemur_garnettii ENSOGAG00000010197
oryctolagus_cuniculus ENSOCUG00000021727
pteropus_vampyrus ENSPVAG00000011630
myotis_lucifugus ENSMLUG00000028781
ailuropoda_melanoleuca ENSAMEG00000005910
ursus_americanus ENSUAMG00000019294
neovison_vison ENSNVIG00000002637
mustela_putorius_furo ENSMPUG00000005191
panthera_tigris_altaica ENSPTIG00000011169
panthera_pardus ENSPPRG00000015334
felis_catus ENSFCAG00000032267
canis_lupus_dingo ENSCAFG00020026185
canis_lupus_familiaris ENSCAFG00000009215
vulpes_vulpes ENSVVUG00000025094
capra_hircus ENSCHIG00000018904
ovis_aries ENSOARG00000017074
bos_mutus ENSBMUG00000010682
bos_taurus ENSBTAG00000009249
tursiops_truncatus ENSTTRG00000002622
sus_scrofa ENSSSCG00000014099
equus_caballus ENSECAG00000009423
equus_asinus_asinus ENSEASG00005001863
dasypus_novemcinctus ENSDNOG00000042520
loxodonta_africana ENSLAFG00000007704
dromaius_novaehollandiae ENSDNVG00000013644
apteryx_rowi ENSARWG00000009067
nothoprocta_perdicaria ENSNPEG00000016011
gallus_gallus ENSGALG00000026744
coturnix_japonica ENSCJPG00005007969
lepidothrix_coronata ENSLCOG00000000670
calidris_pygmaea ENSCPGG00000005732
anser_brachyrhynchus ENSABRG00000001662
anas_platyrhynchos_platyrhynchos ENSAPLG00000024835
lonchura_striata_domestica ENSLSDG00000014400
calidris_pygmaea ENSCPGG00000004148
ficedula_albicollis ENSFALG00000010008
calidris_pugnax ENSCPUG00000014591
melopsittacus_undulatus ENSMUNG00000016536
crocodylus_porosus ENSCPRG00005017395
chelonoidis_abingdonii ENSCABG00000006489
pogona_vitticeps ENSPVIG00000011747
notamacropus_eugenii ENSMEUG00000009207
xenopus_tropicalis ENSXETG00000017073
scleropages_formosus ENSSFOG00015016563
scleropages_formosus ENSSFOG00015023483
pygocentrus_nattereri ENSPNAG00000028823
astyanax_mexicanus ENSAMXG00000032072
ictalurus_punctatus ENSIPUG00000019087
danio_rerio ENSDARG00000058379
amphiprion_ocellaris ENSAOCG00000017211
amphiprion_percula ENSAPEG00000018531
acanthochromis_polyacanthus ENSAPOG00000003078
labrus_bergylta ENSLBEG00000013958
gasterosteus_aculeatus ENSGACG00000006004
fundulus_heteroclitus ENSFHEG00000021353
cyprinodon_variegatus ENSCVAG00000012046
xiphophorus_couchianus ENSXCOG00000009292
xiphophorus_maculatus ENSXMAG00000016614
poecilia_latipinna ENSPLAG00000016667
poecilia_mexicana ENSPMEG00000016057
poecilia_formosa ENSPFOG00000001352
gambusia_affinis ENSGAFG00000001993
kryptolebias_marmoratus ENSKMAG00000001897
oryzias_latipes_asm223469v1 ENSORLG00015013987
oryzias_latipes ENSORLG00000025542
oryzias_latipes ENSORLG00020004177
oryzias_melastigma ENSOMEG00000000708
cynoglossus_semilaevis ENSCSEG00000018724
monopterus_albus ENSMALG00000019214
pundamilia_nyererei ENSPNYG00000017891
astatotilapia_calliptera ENSACLG00000012425
haplochromis_burtoni ENSHBUG00000002023
maylandia_zebra ENSMZEG00005009113
neolamprologus_brichardi ENSNBRG00000017402
oreochromis_niloticus ENSONIG00000014459
amphilophus_citrinellus ENSACIG00000005567
stegastes_partitus ENSSPAG00000021082
seriola_lalandi_dorsalis ENSSLDG00000023870
seriola_dumerili ENSSDUG00000003569
scophthalmus_maximus ENSSMAG00000005414
tetraodon_nigroviridis ENSTNIG00000015382
takifugu_rubripes ENSTRUG00000013760
mola_mola ENSMMOG00000012950
anabas_testudineus ENSATEG00000019427
mastacembelus_armatus ENSMAMG00000015369
periophthalmus_magnuspinnatus ENSPMGG00000016408
hippocampus_comes ENSHCOG00000004816
gadus_morhua ENSGMOG00000007184
esox_lucius ENSELUG00000024238
paramormyrops_kingsleyae ENSPKIG00000011167
fundulus_heteroclitus ENSFHEG00000000677
cyprinodon_variegatus ENSCVAG00000013245
poecilia_mexicana ENSPMEG00000013082
poecilia_latipinna ENSPLAG00000012052
poecilia_reticulata ENSPREG00000018848
gambusia_affinis ENSGAFG00000002819
xiphophorus_maculatus ENSXMAG00000029861
xiphophorus_couchianus ENSXCOG00000017670
kryptolebias_marmoratus ENSKMAG00000009760
oryzias_latipes ENSORLG00000022528
oryzias_latipes_asm223469v1 ENSORLG00015021364
oryzias_latipes ENSORLG00020013542
oryzias_melastigma ENSOMEG00000017048
gasterosteus_aculeatus ENSGACG00000015770
tetraodon_nigroviridis ENSTNIG00000013477
takifugu_rubripes ENSTRUG00000018317
labrus_bergylta ENSLBEG00000027017
scophthalmus_maximus ENSSMAG00000010474
cynoglossus_semilaevis ENSCSEG00000013434
mastacembelus_armatus ENSMAMG00000004156
anabas_testudineus ENSATEG00000008473
monopterus_albus ENSMALG00000000367
mola_mola ENSMMOG00000008516
amphiprion_ocellaris ENSAOCG00000001634
amphiprion_percula ENSAPEG00000003913
acanthochromis_polyacanthus ENSAPOG00000017726
stegastes_partitus ENSSPAG00000018963
maylandia_zebra ENSMZEG00005006314
pundamilia_nyererei ENSPNYG00000006080
astatotilapia_calliptera ENSACLG00000026112
haplochromis_burtoni ENSHBUG00000006237
neolamprologus_brichardi ENSNBRG00000000509
oreochromis_niloticus ENSONIG00000015466
amphilophus_citrinellus ENSACIG00000016644
seriola_dumerili ENSSDUG00000009537
seriola_lalandi_dorsalis ENSSLDG00000014245
periophthalmus_magnuspinnatus ENSPMGG00000017118
gadus_morhua ENSGMOG00000008398
esox_lucius ENSELUG00000006749
astyanax_mexicanus ENSAMXG00000005573
ictalurus_punctatus ENSIPUG00000021492
paramormyrops_kingsleyae ENSPKIG00000018024
danio_rerio ENSDARG00000014201
lepisosteus_oculatus ENSLOCG00000005761
hippocampus_comes ENSHCOG00000004603
latimeria_chalumnae ENSLACG00000015564
eptatretus_burgeri ENSEBUG00000011126
anolis_carolinensis ENSACAG00000007695
eptatretus_burgeri ENSEBUG00000006477
ciona_intestinalis ENSCING00000004120
