monodelphis_domestica ENSMODG00000009708
phascolarctos_cinereus ENSPCIG00000028021
notamacropus_eugenii ENSMEUG00000007938
propithecus_coquereli ENSPCOG00000018558
prolemur_simus ENSPSMG00000023900
microcebus_murinus ENSMICG00000033499
otolemur_garnettii ENSOGAG00000025120
cebus_capucinus ENSCCAG00000029914
callithrix_jacchus ENSCJAG00000021069
aotus_nancymaae ENSANAG00000022954
pan_paniscus ENSPPAG00000034240
pan_troglodytes ENSPTRG00000017411
homo_sapiens ENSG00000113722
pongo_abelii ENSPPYG00000015944
nomascus_leucogenys ENSNLEG00000010259
piliocolobus_tephrosceles ENSPTEG00000019386
colobus_angolensis_palliatus ENSCANG00000038356
cercocebus_atys ENSCATG00000040987
papio_anubis ENSPANG00000007091
macaca_fascicularis ENSMFAG00000028943
macaca_nemestrina ENSMNEG00000030411
theropithecus_gelada ENSTGEG00000002383
chlorocebus_sabaeus ENSCSAG00000011659
rhinopithecus_roxellana ENSRROG00000027370
rhinopithecus_bieti ENSRBIG00000026089
macaca_mulatta ENSMMUG00000037930
mandrillus_leucophaeus ENSMLEG00000036186
saimiri_boliviensis_boliviensis ENSSBOG00000034555
saimiri_boliviensis_boliviensis ENSSBOG00000030617
tupaia_belangeri ENSTBEG00000001197
cricetulus_griseus_chok1gshd ENSCGRG00001016843
cricetulus_griseus_crigri-picr ENSCGRG00015021215
mesocricetus_auratus ENSMAUG00000013537
microtus_ochrogaster ENSMOCG00000005003
peromyscus_maniculatus_bairdii ENSPEMG00000029534
mus_musculus ENSMUSG00000024619
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022317
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023229
mus_spicilegus ENSMSIG00000002080
mus_pahari MGP_PahariEiJ_G0019047
rattus_norvegicus ENSRNOG00000060334
meriones_unguiculatus ENSMUGG00000000973
nannospalax_galili ENSNGAG00000010930
jaculus_jaculus ENSJJAG00000019049
chinchilla_lanigera ENSCLAG00000009492
octodon_degus ENSODEG00000005756
heterocephalus_glaber_female ENSHGLG00000004687
castor_canadensis ENSCCNG00000031137
dipodomys_ordii ENSDORG00000029630
urocitellus_parryii ENSUPAG00010012466
ictidomys_tridecemlineatus ENSSTOG00000020585
ochotona_princeps ENSOPRG00000008285
ochotona_princeps ENSOPRG00000008290
oryctolagus_cuniculus ENSOCUG00000012479
marmota_marmota_marmota ENSMMMG00000019448
spermophilus_dauricus ENSSDAG00000001845
carlito_syrichta ENSTSYG00000030948
vulpes_vulpes ENSVVUG00000007438
panthera_tigris_altaica ENSPTIG00000010717
myotis_lucifugus ENSMLUG00000008453
cavia_aperea ENSCAPG00000013158
cavia_porcellus ENSCPOG00000020353
loxodonta_africana ENSLAFG00000025906
procavia_capensis ENSPCAG00000008426
echinops_telfairi ENSETEG00000008022
dasypus_novemcinctus ENSDNOG00000033702
ursus_americanus ENSUAMG00000024658
ailuropoda_melanoleuca ENSAMEG00000004954
neovison_vison ENSNVIG00000001149
mustela_putorius_furo ENSMPUG00000013978
canis_lupus_dingo ENSCAFG00020023603
canis_lupus_familiaris ENSCAFG00000018210
felis_catus ENSFCAG00000022723
panthera_pardus ENSPPRG00000012982
equus_asinus_asinus ENSEASG00005002759
equus_caballus ENSECAG00000024772
tursiops_truncatus ENSTTRG00000014646
sus_scrofa ENSSSCG00000014445
ovis_aries ENSOARG00000006690
capra_hircus ENSCHIG00000022811
bos_mutus ENSBMUG00000012200
bos_taurus ENSBTAG00000012014
bison_bison_bison ENSBBBG00000023991
pteropus_vampyrus ENSPVAG00000001315
ornithorhynchus_anatinus ENSOANG00000002295
anolis_carolinensis ENSACAG00000015334
crocodylus_porosus ENSCPRG00005012394
