gasterosteus_aculeatus ENSGACG00000001039
gadus_morhua ENSGMOG00000006634
fundulus_heteroclitus ENSFHEG00000015676
acanthochromis_polyacanthus ENSAPOG00000004661
neolamprologus_brichardi ENSNBRG00000024349
pundamilia_nyererei ENSPNYG00000008548
labrus_bergylta ENSLBEG00000015560
hippocampus_comes ENSHCOG00000000657
danio_rerio ENSDARG00000068288
notechis_scutatus ENSNSUG00000014467
notechis_scutatus ENSNSUG00000014468
sphenodon_punctatus ENSSPUG00000001521
sphenodon_punctatus ENSSPUG00000001540
sphenodon_punctatus ENSSPUG00000001553
sphenodon_punctatus ENSSPUG00000001545
notechis_scutatus ENSNSUG00000014466
gopherus_agassizii ENSGAGG00000024402
chelonoidis_abingdonii ENSCABG00000018962
salvator_merianae ENSSMRG00000012357
dasypus_novemcinctus ENSDNOG00000015569
erinaceus_europaeus ENSEEUG00000012729
latimeria_chalumnae ENSLACG00000006588
amphiprion_ocellaris ENSAOCG00000013175
acanthochromis_polyacanthus ENSAPOG00000001541
neolamprologus_brichardi ENSNBRG00000024347
pundamilia_nyererei ENSPNYG00000008376
amphilophus_citrinellus ENSACIG00000016361
oryzias_melastigma ENSOMEG00000002467
oryzias_latipes ENSORLG00000022689
cyprinodon_variegatus ENSCVAG00000011834
seriola_dumerili ENSSDUG00000017489
mola_mola ENSMMOG00000001254
cynoglossus_semilaevis ENSCSEG00000014823
gadus_morhua ENSGMOG00000004990
esox_lucius ENSELUG00000010369
scleropages_formosus ENSSFOG00015017042
paramormyrops_kingsleyae ENSPKIG00000007171
lepisosteus_oculatus ENSLOCG00000002064
petromyzon_marinus ENSPMAG00000006061
nothoprocta_perdicaria ENSNPEG00000015272
nothoprocta_perdicaria ENSNPEG00000015273
nothoprocta_perdicaria ENSNPEG00000015274
apteryx_owenii ENSAOWG00000016931
apteryx_owenii ENSAOWG00000016941
apteryx_rowi ENSARWG00000001428
apteryx_rowi ENSARWG00000001427
apteryx_haastii ENSAHAG00000015639
dromaius_novaehollandiae ENSDNVG00000014502
calidris_pugnax ENSCPUG00000010190
calidris_pugnax ENSCPUG00000010290
calidris_pygmaea ENSCPGG00000000989
zonotrichia_albicollis ENSZALG00000014878
junco_hyemalis ENSJHYG00000016053
serinus_canaria ENSSCAG00000011261
taeniopygia_guttata ENSTGUG00000003982
taeniopygia_guttata ENSTGUG00000003985
taeniopygia_guttata ENSTGUG00000015697
lonchura_striata ENSLSDG00000010235
ficedula_albicollis ENSFALG00000003001
parus_major ENSPMJG00000019219
cyanistes_caeruleus ENSCCEG00000020517
lepidothrix_coronata ENSLCOG00000000238
manacus_vitellinus ENSMVIG00005002388
melopsittacus_undulatus ENSMUNG00000013764
anas_platyrhynchos ENSAPLG00000003279
anser_brachyrhynchus ENSABRG00000012939
gallus_gallus ENSGALG00000004620
meleagris_gallopavo ENSMGAG00000001723
coturnix_japonica ENSCJPG00005021318
numida_meleagris ENSNMEG00000017232
crocodylus_porosus ENSCPRG00005013900
chelonoidis_abingdonii ENSCABG00000018973
gopherus_agassizii ENSGAGG00000007966
chrysemys_picta ENSCPBG00000015752
pelodiscus_sinensis ENSPSIG00000013528
chrysemys_picta ENSCPBG00000003446
anolis_carolinensis ENSACAG00000005133
pogona_vitticeps ENSPVIG00000008037
salvator_merianae ENSSMRG00000012354
homo_sapiens ENSG00000135862
gorilla_gorilla ENSGGOG00000002378
pan_paniscus ENSPPAG00000034036
pan_troglodytes ENSPTRG00000001761
pongo_abelii ENSPPYG00000029882
nomascus_leucogenys ENSNLEG00000018016
macaca_nemestrina ENSMNEG00000043245
macaca_fascicularis ENSMFAG00000033997
mandrillus_leucophaeus ENSMLEG00000040392
papio_anubis ENSPANG00000018535
theropithecus_gelada ENSTGEG00000026150
chlorocebus_sabaeus ENSCSAG00000012606
rhinopithecus_roxellana ENSRROG00000026913
rhinopithecus_bieti ENSRBIG00000038986
piliocolobus_tephrosceles ENSPTEG00000002539
macaca_mulatta ENSMMUG00000015084
cercocebus_atys ENSCATG00000042504
colobus_angolensis ENSCANG00000040539
cebus_capucinus ENSCCAG00000029953
callithrix_jacchus ENSCJAG00000004998
saimiri_boliviensis ENSSBOG00000024139
aotus_nancymaae ENSANAG00000035362
carlito_syrichta ENSTSYG00000006650
propithecus_coquereli ENSPCOG00000015094
prolemur_simus ENSPSMG00000012661
microcebus_murinus ENSMICG00000007087
otolemur_garnettii ENSOGAG00000013185
tupaia_belangeri ENSTBEG00000007463
chinchilla_lanigera ENSCLAG00000013998
octodon_degus ENSODEG00000009881
cavia_porcellus ENSCPOG00000008195
cavia_aperea ENSCAPG00000000382
heterocephalus_glaber ENSHGLG00000017483
heterocephalus_glaber ENSHGLG00100007660
fukomys_damarensis ENSFDAG00000005802
urocitellus_parryii ENSUPAG00010005318
spermophilus_dauricus ENSSDAG00000003836
ictidomys_tridecemlineatus ENSSTOG00000008911
marmota_marmota ENSMMMG00000015171
castor_canadensis ENSCCNG00000013644
dipodomys_ordii ENSDORG00000002195
microtus_ochrogaster ENSMOCG00000009799
peromyscus_maniculatus ENSPEMG00000001790
cricetulus_griseus ENSCGRG00001012726
cricetulus_griseus ENSCGRG00000013246
cricetulus_griseus ENSCGRG00015017280
mesocricetus_auratus ENSMAUG00000014238
mus_spicilegus ENSMSIG00000006781
mus_musculus ENSMUSG00000026478
mus_spretus MGP_SPRETEiJ_G0015514
mus_caroli MGP_CAROLIEiJ_G0014707
mus_pahari MGP_PahariEiJ_G0027943
rattus_norvegicus ENSRNOG00000002680
meriones_unguiculatus ENSMUGG00000003471
nannospalax_galili ENSNGAG00000001333
jaculus_jaculus ENSJJAG00000000735
ursus_maritimus ENSUMAG00000016457
ursus_americanus ENSUAMG00000011257
ailuropoda_melanoleuca ENSAMEG00000002289
mustela_putorius ENSMPUG00000011567
neovison_vison ENSNVIG00000012735
canis_lupus ENSCAFG00000013234
canis_lupus ENSCAFG00020014930
vulpes_vulpes ENSVVUG00000008946
panthera_tigris ENSPTIG00000021845
panthera_pardus ENSPPRG00000006424
felis_catus ENSFCAG00000024895
equus_asinus ENSEASG00005006584
equus_caballus ENSECAG00000023141
pteropus_vampyrus ENSPVAG00000000844
myotis_lucifugus ENSMLUG00000007336
ovis_aries ENSOARG00000019180
capra_hircus ENSCHIG00000014471
bos_mutus ENSBMUG00000020805
bos_taurus ENSBTAG00000011966
bison_bison ENSBBBG00000008530
vicugna_pacos ENSVPAG00000008390
sus_scrofa ENSSSCG00000015555
tursiops_truncatus ENSTTRG00000007683
choloepus_hoffmanni ENSCHOG00000004236
dasypus_novemcinctus ENSDNOG00000015562
loxodonta_africana ENSLAFG00000016547
oryctolagus_cuniculus ENSOCUG00000013047
ochotona_princeps ENSOPRG00000001131
echinops_telfairi ENSETEG00000008019
erinaceus_europaeus ENSEEUG00000014335
phascolarctos_cinereus ENSPCIG00000003736
notamacropus_eugenii ENSMEUG00000003083
sarcophilus_harrisii ENSSHAG00000010160
monodelphis_domestica ENSMODG00000007005
ornithorhynchus_anatinus ENSOANG00000000991
xenopus_tropicalis ENSXETG00000012525
latimeria_chalumnae ENSLACG00000002631
petromyzon_marinus ENSPMAG00000004198
eptatretus_burgeri ENSEBUG00000010791
eptatretus_burgeri ENSEBUG00000010578
petromyzon_marinus ENSPMAG00000008750
