calidris_pugnax ENSCPUG00000017798
calidris_pygmaea ENSCPGG00000011475
manacus_vitellinus ENSMVIG00005001176
lepidothrix_coronata ENSLCOG00000013970
anser_brachyrhynchus ENSABRG00000018134
apteryx_rowi ENSARWG00000006591
apteryx_haastii ENSAHAG00000015908
apteryx_owenii ENSAOWG00000006010
dromaius_novaehollandiae ENSDNVG00000010348
crocodylus_porosus ENSCPRG00005007732
chelonoidis_abingdonii ENSCABG00000008912
gopherus_agassizii ENSGAGG00000004373
chrysemys_picta_bellii ENSCPBG00000028023
pelodiscus_sinensis ENSPSIG00000003966
anolis_carolinensis ENSACAG00000004666
notechis_scutatus ENSNSUG00000011706
salvator_merianae ENSSMRG00000002909
equus_caballus ENSECAG00000010612
equus_asinus_asinus ENSEASG00005013368
myotis_lucifugus ENSMLUG00000024777
capra_hircus ENSCHIG00000024039
ovis_aries ENSOARG00000014295
bos_taurus ENSBTAG00000027126
bos_mutus ENSBMUG00000024170
bison_bison_bison ENSBBBG00000013011
tursiops_truncatus ENSTTRG00000006453
sus_scrofa ENSSSCG00000013340
vicugna_pacos ENSVPAG00000005189
neovison_vison ENSNVIG00000016799
mustela_putorius_furo ENSMPUG00000011095
ailuropoda_melanoleuca ENSAMEG00000004515
ursus_maritimus ENSUMAG00000019851
canis_lupus_familiaris ENSCAFG00000010162
canis_lupus_dingo ENSCAFG00020019492
vulpes_vulpes ENSVVUG00000000743
panthera_tigris_altaica ENSPTIG00000018981
panthera_pardus ENSPPRG00000010802
felis_catus ENSFCAG00000013823
erinaceus_europaeus ENSEEUG00000004674
sorex_araneus ENSSARG00000006247
mandrillus_leucophaeus ENSMLEG00000030726
cercocebus_atys ENSCATG00000035032
theropithecus_gelada ENSTGEG00000007404
papio_anubis ENSPANG00000025794
chlorocebus_sabaeus ENSCSAG00000005182
macaca_fascicularis ENSMFAG00000037974
macaca_nemestrina ENSMNEG00000027816
macaca_mulatta ENSMMUG00000012926
colobus_angolensis_palliatus ENSCANG00000040376
piliocolobus_tephrosceles ENSPTEG00000022114
rhinopithecus_roxellana ENSRROG00000041088
rhinopithecus_bieti ENSRBIG00000041074
pan_paniscus ENSPPAG00000036903
pan_troglodytes ENSPTRG00000003450
gorilla_gorilla ENSGGOG00000021946
homo_sapiens ENSG00000169550
pongo_abelii ENSPPYG00000003412
pongo_abelii ENSPPYG00000004119
nomascus_leucogenys ENSNLEG00000017844
saimiri_boliviensis_boliviensis ENSSBOG00000022062
cebus_capucinus ENSCCAG00000022698
callithrix_jacchus ENSCJAG00000006359
aotus_nancymaae ENSANAG00000020945
carlito_syrichta ENSTSYG00000012328
microcebus_murinus ENSMICG00000033939
prolemur_simus ENSPSMG00000005907
otolemur_garnettii ENSOGAG00000012265
castor_canadensis ENSCCNG00000012166
dipodomys_ordii ENSDORG00000023623
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024968
mus_musculus ENSMUSG00000050808
mus_spicilegus ENSMSIG00000018297
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024055
mus_pahari MGP_PahariEiJ_G0025493
rattus_norvegicus ENSRNOG00000004703
meriones_unguiculatus ENSMUGG00000024601
cricetulus_griseus_chok1gshd ENSCGRG00001002313
cricetulus_griseus_crigri ENSCGRG00000005868
cricetulus_griseus_crigri-picr ENSCGRG00015008017
mesocricetus_auratus ENSMAUG00000003135
peromyscus_maniculatus_bairdii ENSPEMG00000019285
microtus_ochrogaster ENSMOCG00000015142
nannospalax_galili ENSNGAG00000019922
jaculus_jaculus ENSJJAG00000024050
cavia_aperea ENSCAPG00000006414
cavia_porcellus ENSCPOG00000005582
octodon_degus ENSODEG00000002264
chinchilla_lanigera ENSCLAG00000002945
heterocephalus_glaber_female ENSHGLG00000004980
heterocephalus_glaber_male ENSHGLG00100013714
fukomys_damarensis ENSFDAG00000015878
spermophilus_dauricus ENSSDAG00000020515
ictidomys_tridecemlineatus ENSSTOG00000012593
urocitellus_parryii ENSUPAG00010003693
marmota_marmota_marmota ENSMMMG00000006760
oryctolagus_cuniculus ENSOCUG00000021120
ochotona_princeps ENSOPRG00000006530
tupaia_belangeri ENSTBEG00000006157
choloepus_hoffmanni ENSCHOG00000007680
dasypus_novemcinctus ENSDNOG00000016295
loxodonta_africana ENSLAFG00000002262
ornithorhynchus_anatinus ENSOANG00000013132
