apteryx_owenii ENSAOWG00000004511
apteryx_haastii ENSAHAG00000001300
apteryx_rowi ENSARWG00000012699
dromaius_novaehollandiae ENSDNVG00000006094
nothoprocta_perdicaria ENSNPEG00000015193
calidris_pygmaea ENSCPGG00000005323
calidris_pugnax ENSCPUG00000018374
melopsittacus_undulatus ENSMUNG00000001165
lepidothrix_coronata ENSLCOG00000015751
manacus_vitellinus ENSMVIG00005016044
ficedula_albicollis ENSFALG00000011538
lonchura_striata_domestica ENSLSDG00000017076
taeniopygia_guttata ENSTGUG00000014251
serinus_canaria ENSSCAG00000005118
zonotrichia_albicollis ENSZALG00000009762
junco_hyemalis ENSJHYG00000009431
parus_major ENSPMJG00000018515
cyanistes_caeruleus ENSCCEG00000012796
gallus_gallus ENSGALG00000038032
meleagris_gallopavo ENSMGAG00000006960
coturnix_japonica ENSCJPG00005019817
numida_meleagris ENSNMEG00000022851
anser_brachyrhynchus ENSABRG00000007333
anas_platyrhynchos_platyrhynchos ENSAPLG00000007662
crocodylus_porosus ENSCPRG00005014065
chelonoidis_abingdonii ENSCABG00000019748
gopherus_agassizii ENSGAGG00000015261
chrysemys_picta_bellii ENSCPBG00000024775
anolis_carolinensis ENSACAG00000005059
pogona_vitticeps ENSPVIG00000024878
notechis_scutatus ENSNSUG00000019574
salvator_merianae ENSSMRG00000022350
sphenodon_punctatus ENSSPUG00000011878
pelodiscus_sinensis ENSPSIG00000015285
sphenodon_punctatus ENSSPUG00000013127
myotis_lucifugus ENSMLUG00000006842
felis_catus ENSFCAG00000029866
pan_paniscus ENSPPAG00000029777
pan_troglodytes ENSPTRG00000007044
gorilla_gorilla ENSGGOG00000005658
homo_sapiens ENSG00000128951
pongo_abelii ENSPPYG00000006454
nomascus_leucogenys ENSNLEG00000005996
microcebus_murinus ENSMICG00000013050
microcebus_murinus ENSMICG00000037025
propithecus_coquereli ENSPCOG00000018855
propithecus_coquereli ENSPCOG00000020321
propithecus_coquereli ENSPCOG00000016903
prolemur_simus ENSPSMG00000021615
otolemur_garnettii ENSOGAG00000028847
saimiri_boliviensis_boliviensis ENSSBOG00000034018
cebus_capucinus ENSCCAG00000028726
aotus_nancymaae ENSANAG00000021483
aotus_nancymaae ENSANAG00000023631
saimiri_boliviensis_boliviensis ENSSBOG00000021925
macaca_nemestrina ENSMNEG00000009103
fukomys_damarensis ENSFDAG00000003648
fukomys_damarensis ENSFDAG00000017755
heterocephalus_glaber_male ENSHGLG00100013037
cavia_aperea ENSCAPG00000009179
dipodomys_ordii ENSDORG00000030116
rattus_norvegicus ENSRNOG00000017412
macaca_fascicularis ENSMFAG00000037325
macaca_nemestrina ENSMNEG00000041908
macaca_mulatta ENSMMUG00000047531
macaca_mulatta ENSMMUG00000038507
macaca_mulatta ENSMMUG00000042212
mandrillus_leucophaeus ENSMLEG00000032201
papio_anubis ENSPANG00000017747
theropithecus_gelada ENSTGEG00000011475
papio_anubis ENSPANG00000005473
macaca_fascicularis ENSMFAG00000001351
macaca_mulatta ENSMMUG00000048236
macaca_fascicularis ENSMFAG00000040614
macaca_nemestrina ENSMNEG00000028830
macaca_mulatta ENSMMUG00000029151
papio_anubis ENSPANG00000013746
mandrillus_leucophaeus ENSMLEG00000000615
cercocebus_atys ENSCATG00000035911
cercocebus_atys ENSCATG00000038736
chlorocebus_sabaeus ENSCSAG00000010486
rhinopithecus_bieti ENSRBIG00000022908
rhinopithecus_roxellana ENSRROG00000041843
colobus_angolensis_palliatus ENSCANG00000038399
piliocolobus_tephrosceles ENSPTEG00000023901
nomascus_leucogenys ENSNLEG00000034961
callithrix_jacchus ENSCJAG00000001813
aotus_nancymaae ENSANAG00000023396
carlito_syrichta ENSTSYG00000012669
carlito_syrichta ENSTSYG00000029042
rhinopithecus_bieti ENSRBIG00000044872
rhinopithecus_roxellana ENSRROG00000027718
piliocolobus_tephrosceles ENSPTEG00000035963
piliocolobus_tephrosceles ENSPTEG00000005021
carlito_syrichta ENSTSYG00000035562
macaca_mulatta ENSMMUG00000038665
macaca_mulatta ENSMMUG00000016898
callithrix_jacchus ENSCJAG00000038019
saimiri_boliviensis_boliviensis ENSSBOG00000021124
prolemur_simus ENSPSMG00000003388
dipodomys_ordii ENSDORG00000024082
octodon_degus ENSODEG00000013970
bos_mutus ENSBMUG00000010990
bison_bison_bison ENSBBBG00000003888
