drosophila_melanogaster FBgn0036671
caenorhabditis_elegans_strain_n2 WBGene00019959
gopherus_agassizii ENSGAGG00000024099
chrysemys_picta_bellii ENSCPBG00000008220
apteryx_owenii ENSAOWG00000009096
apteryx_haastii ENSAHAG00000016024
anolis_carolinensis ENSACAG00000013447
pogona_vitticeps ENSPVIG00000018285
notechis_scutatus ENSNSUG00000014880
salvator_merianae ENSSMRG00000015640
sphenodon_punctatus ENSSPUG00000008806
pteropus_vampyrus ENSPVAG00000011783
myotis_lucifugus ENSMLUG00000009356
erinaceus_europaeus ENSEEUG00000011494
ailuropoda_melanoleuca ENSAMEG00000012144
ursus_americanus ENSUAMG00000022316
neovison_vison ENSNVIG00000008019
mustela_putorius_furo ENSMPUG00000014046
ailuropoda_melanoleuca ENSAMEG00000019204
ursus_maritimus ENSUMAG00000009014
canis_lupus_dingo ENSCAFG00020020178
canis_lupus_familiaris ENSCAFG00000015922
vulpes_vulpes ENSVVUG00000017958
panthera_pardus ENSPPRG00000006893
panthera_tigris_altaica ENSPTIG00000016551
felis_catus ENSFCAG00000023696
equus_caballus ENSECAG00000010680
equus_asinus_asinus ENSEASG00005019830
tursiops_truncatus ENSTTRG00000016972
sus_scrofa ENSSSCG00000012297
capra_hircus ENSCHIG00000005594
ovis_aries ENSOARG00000010428
bos_mutus ENSBMUG00000004239
bos_taurus ENSBTAG00000013277
bison_bison_bison ENSBBBG00000005225
dipodomys_ordii ENSDORG00000000867
castor_canadensis ENSCCNG00000018867
mus_musculus ENSMUSG00000031143
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034034
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032886
mus_spicilegus ENSMSIG00000006364
mus_pahari MGP_PahariEiJ_G0031434
rattus_norvegicus ENSRNOG00000010846
meriones_unguiculatus ENSMUGG00000008537
cricetulus_griseus_chok1gshd ENSCGRG00001023162
cricetulus_griseus_crigri ENSCGRG00000009361
cricetulus_griseus_crigri-picr ENSCGRG00015008347
mesocricetus_auratus ENSMAUG00000019029
microtus_ochrogaster ENSMOCG00000012776
peromyscus_maniculatus_bairdii ENSPEMG00000015959
nannospalax_galili ENSNGAG00000014841
jaculus_jaculus ENSJJAG00000022101
chinchilla_lanigera ENSCLAG00000003978
octodon_degus ENSODEG00000001642
cavia_porcellus ENSCPOG00000024536
cavia_aperea ENSCAPG00000012402
heterocephalus_glaber_male ENSHGLG00100009144
heterocephalus_glaber_female ENSHGLG00000003047
fukomys_damarensis ENSFDAG00000014215
urocitellus_parryii ENSUPAG00010004020
ictidomys_tridecemlineatus ENSSTOG00000004377
spermophilus_dauricus ENSSDAG00000008189
marmota_marmota_marmota ENSMMMG00000011289
ochotona_princeps ENSOPRG00000005231
oryctolagus_cuniculus ENSOCUG00000027728
pan_troglodytes ENSPTRG00000021889
pan_paniscus ENSPPAG00000039638
homo_sapiens ENSG00000101997
gorilla_gorilla ENSGGOG00000000912
pongo_abelii ENSPPYG00000020340
nomascus_leucogenys ENSNLEG00000008043
colobus_angolensis_palliatus ENSCANG00000031126
piliocolobus_tephrosceles ENSPTEG00000004818
rhinopithecus_roxellana ENSRROG00000002384
rhinopithecus_bieti ENSRBIG00000043124
macaca_mulatta ENSMMUG00000008623
macaca_nemestrina ENSMNEG00000039746
macaca_fascicularis ENSMFAG00000003539
mandrillus_leucophaeus ENSMLEG00000033689
theropithecus_gelada ENSTGEG00000001914
papio_anubis ENSPANG00000010966
cercocebus_atys ENSCATG00000017721
chlorocebus_sabaeus ENSCSAG00000012858
cebus_capucinus ENSCCAG00000034034
callithrix_jacchus ENSCJAG00000002771
saimiri_boliviensis_boliviensis ENSSBOG00000020858
aotus_nancymaae ENSANAG00000028058
carlito_syrichta ENSTSYG00000037031
prolemur_simus ENSPSMG00000013064
propithecus_coquereli ENSPCOG00000023399
microcebus_murinus ENSMICG00000006380
otolemur_garnettii ENSOGAG00000030116
tupaia_belangeri ENSTBEG00000000018
loxodonta_africana ENSLAFG00000003501
procavia_capensis ENSPCAG00000012437
echinops_telfairi ENSETEG00000020352
echinops_telfairi ENSETEG00000011862
dasypus_novemcinctus ENSDNOG00000044674
sorex_araneus ENSSARG00000014558
phascolarctos_cinereus ENSPCIG00000014475
notamacropus_eugenii ENSMEUG00000008915
monodelphis_domestica ENSMODG00000009860
sarcophilus_harrisii ENSSHAG00000002462
ornithorhynchus_anatinus ENSOANG00000013583
xenopus_tropicalis ENSXETG00000007193
latimeria_chalumnae ENSLACG00000004517
fundulus_heteroclitus ENSFHEG00000018140
cyprinodon_variegatus ENSCVAG00000013355
xiphophorus_maculatus ENSXMAG00000012774
xiphophorus_couchianus ENSXCOG00000002663
gambusia_affinis ENSGAFG00000013245
poecilia_formosa ENSPFOG00000017660
poecilia_latipinna ENSPLAG00000006333
poecilia_mexicana ENSPMEG00000021650
poecilia_reticulata ENSPREG00000009104
kryptolebias_marmoratus ENSKMAG00000013268
oryzias_latipes ENSORLG00000019256
oryzias_latipes_asm223469v1 ENSORLG00015015368
oryzias_melastigma ENSOMEG00000022919
takifugu_rubripes ENSTRUG00000001754
tetraodon_nigroviridis ENSTNIG00000003276
haplochromis_burtoni ENSHBUG00000019648
pundamilia_nyererei ENSPNYG00000000949
maylandia_zebra ENSMZEG00005007309
astatotilapia_calliptera ENSACLG00000003274
neolamprologus_brichardi ENSNBRG00000005375
amphilophus_citrinellus ENSACIG00000007240
amphiprion_ocellaris ENSAOCG00000018779
amphiprion_percula ENSAPEG00000006218
acanthochromis_polyacanthus ENSAPOG00000013104
stegastes_partitus ENSSPAG00000002914
labrus_bergylta ENSLBEG00000015028
gasterosteus_aculeatus ENSGACG00000013344
mola_mola ENSMMOG00000019552
seriola_dumerili ENSSDUG00000001976
seriola_lalandi_dorsalis ENSSLDG00000016478
scophthalmus_maximus ENSSMAG00000003864
cynoglossus_semilaevis ENSCSEG00000004843
hippocampus_comes ENSHCOG00000013831
monopterus_albus ENSMALG00000016520
mastacembelus_armatus ENSMAMG00000014499
anabas_testudineus ENSATEG00000021950
periophthalmus_magnuspinnatus ENSPMGG00000008825
gadus_morhua ENSGMOG00000014963
esox_lucius ENSELUG00000006724
pygocentrus_nattereri ENSPNAG00000017699
astyanax_mexicanus ENSAMXG00000007656
ictalurus_punctatus ENSIPUG00000000650
danio_rerio ENSDARG00000052379
scleropages_formosus ENSSFOG00015019957
paramormyrops_kingsleyae ENSPKIG00000011235
lepisosteus_oculatus ENSLOCG00000014464
eptatretus_burgeri ENSEBUG00000012374
ciona_intestinalis ENSCING00000007382
ciona_savignyi ENSCSAVG00000007829
