scophthalmus_maximus ENSSMAG00000004039
mola_mola ENSMMOG00000007625
poecilia_formosa ENSPFOG00000023300
poecilia_latipinna ENSPLAG00000020676
poecilia_reticulata ENSPREG00000000743
poecilia_mexicana ENSPMEG00000002213
xiphophorus_maculatus ENSXMAG00000004878
xiphophorus_couchianus ENSXCOG00000003567
gambusia_affinis ENSGAFG00000014740
fundulus_heteroclitus ENSFHEG00000010315
kryptolebias_marmoratus ENSKMAG00000005168
cyprinodon_variegatus ENSCVAG00000019667
amphiprion_ocellaris ENSAOCG00000023213
amphiprion_percula ENSAPEG00000013154
acanthochromis_polyacanthus ENSAPOG00000000578
oryzias_latipes ENSORLG00020014835
oryzias_latipes_asm223469v1 ENSORLG00015020241
oryzias_latipes ENSORLG00000003721
oryzias_melastigma ENSOMEG00000014083
gasterosteus_aculeatus ENSGACG00000011051
astatotilapia_calliptera ENSACLG00000001426
pundamilia_nyererei ENSPNYG00000001011
maylandia_zebra ENSMZEG00005003485
haplochromis_burtoni ENSHBUG00000004878
neolamprologus_brichardi ENSNBRG00000000433
oreochromis_niloticus ENSONIG00000015483
amphilophus_citrinellus ENSACIG00000011765
stegastes_partitus ENSSPAG00000016862
monopterus_albus ENSMALG00000010613
mastacembelus_armatus ENSMAMG00000022596
anabas_testudineus ENSATEG00000018898
seriola_lalandi_dorsalis ENSSLDG00000009575
seriola_dumerili ENSSDUG00000005188
labrus_bergylta ENSLBEG00000002360
tetraodon_nigroviridis ENSTNIG00000006113
takifugu_rubripes ENSTRUG00000002926
cynoglossus_semilaevis ENSCSEG00000004250
hippocampus_comes ENSHCOG00000018765
periophthalmus_magnuspinnatus ENSPMGG00000006595
gadus_morhua ENSGMOG00000017594
esox_lucius ENSELUG00000012471
pygocentrus_nattereri ENSPNAG00000011073
astyanax_mexicanus ENSAMXG00000009046
ictalurus_punctatus ENSIPUG00000017675
danio_rerio ENSDARG00000071007
pygocentrus_nattereri ENSPNAG00000014964
astyanax_mexicanus ENSAMXG00000043388
ictalurus_punctatus ENSIPUG00000003929
danio_rerio ENSDARG00000052388
esox_lucius ENSELUG00000003772
paramormyrops_kingsleyae ENSPKIG00000006443
scleropages_formosus ENSSFOG00015012556
lepisosteus_oculatus ENSLOCG00000000040
pogona_vitticeps ENSPVIG00000015498
anolis_carolinensis ENSACAG00000007900
notechis_scutatus ENSNSUG00000013641
salvator_merianae ENSSMRG00000013420
sphenodon_punctatus ENSSPUG00000000770
apteryx_rowi ENSARWG00000015594
apteryx_owenii ENSAOWG00000005983
apteryx_haastii ENSAHAG00000004293
dromaius_novaehollandiae ENSDNVG00000005801
nothoprocta_perdicaria ENSNPEG00000013419
manacus_vitellinus ENSMVIG00005017342
lepidothrix_coronata ENSLCOG00000006632
zonotrichia_albicollis ENSZALG00000012863
junco_hyemalis ENSJHYG00000018153
serinus_canaria ENSSCAG00000017052
ficedula_albicollis ENSFALG00000007736
taeniopygia_guttata ENSTGUG00000008446
lonchura_striata_domestica ENSLSDG00000016802
cyanistes_caeruleus ENSCCEG00000017747
gallus_gallus ENSGALG00000006502
meleagris_gallopavo ENSMGAG00000008508
coturnix_japonica ENSCJPG00005018963
numida_meleagris ENSNMEG00000015851
melopsittacus_undulatus ENSMUNG00000006593
taeniopygia_guttata ENSTGUG00000013829
parus_major ENSPMJG00000000534
anas_platyrhynchos_platyrhynchos ENSAPLG00000010307
anser_brachyrhynchus ENSABRG00000011791
