calidris_pugnax ENSCPUG00000004020
junco_hyemalis ENSJHYG00000011535
coturnix_japonica ENSCJPG00005020704
nothoprocta_perdicaria ENSNPEG00000014352
apteryx_owenii ENSAOWG00000011503
apteryx_haastii ENSAHAG00000005419
apteryx_rowi ENSARWG00000005781
dromaius_novaehollandiae ENSDNVG00000012415
anas_platyrhynchos_platyrhynchos ENSAPLG00000028126
anser_brachyrhynchus ENSABRG00000018960
calidris_pygmaea ENSCPGG00000009905
chrysemys_picta_bellii ENSCPBG00000027992
chelonoidis_abingdonii ENSCABG00000008602
