pygocentrus_nattereri ENSPNAG00000002741
astyanax_mexicanus ENSAMXG00000037959
seriola_dumerili ENSSDUG00000019747
seriola_lalandi_dorsalis ENSSLDG00000019198
scophthalmus_maximus ENSSMAG00000000973
labrus_bergylta ENSLBEG00000023658
xiphophorus_couchianus ENSXCOG00000011562
xiphophorus_maculatus ENSXMAG00000030017
gambusia_affinis ENSGAFG00000000899
poecilia_reticulata ENSPREG00000002118
poecilia_mexicana ENSPMEG00000013558
poecilia_latipinna ENSPLAG00000003376
oryzias_melastigma ENSOMEG00000002752
haplochromis_burtoni ENSHBUG00000015678
maylandia_zebra ENSMZEG00005012795
astatotilapia_calliptera ENSACLG00000005272
pundamilia_nyererei ENSPNYG00000015947
neolamprologus_brichardi ENSNBRG00000008615
amphilophus_citrinellus ENSACIG00000004092
amphiprion_ocellaris ENSAOCG00000002564
amphiprion_percula ENSAPEG00000015058
acanthochromis_polyacanthus ENSAPOG00000017422
monopterus_albus ENSMALG00000001618
cynoglossus_semilaevis ENSCSEG00000007218
hippocampus_comes ENSHCOG00000004925
paramormyrops_kingsleyae ENSPKIG00000014399
