procavia_capensis ENSPCAG00000000926
dasypus_novemcinctus ENSDNOG00000041315
mandrillus_leucophaeus ENSMLEG00000037274
rhinopithecus_roxellana ENSRROG00000037017
prolemur_simus ENSPSMG00000019273
cricetulus_griseus_crigri ENSCGRG00000007837
cricetulus_griseus_crigri-picr ENSCGRG00015011812
rattus_norvegicus ENSRNOG00000007390
nannospalax_galili ENSNGAG00000009289
cavia_aperea ENSCAPG00000012271
meriones_unguiculatus ENSMUGG00000003119
jaculus_jaculus ENSJJAG00000002334
spermophilus_dauricus ENSSDAG00000011830
marmota_marmota_marmota ENSMMMG00000006428
dipodomys_ordii ENSDORG00000012862
carlito_syrichta ENSTSYG00000004113
tupaia_belangeri ENSTBEG00000011901
vulpes_vulpes ENSVVUG00000020008
canis_lupus_dingo ENSCAFG00020023383
ursus_maritimus ENSUMAG00000011219
panthera_tigris_altaica ENSPTIG00000000080
erinaceus_europaeus ENSEEUG00000005726
bos_mutus ENSBMUG00000003297
myotis_lucifugus ENSMLUG00000004519
vicugna_pacos ENSVPAG00000010437
sorex_araneus ENSSARG00000011448
phascolarctos_cinereus ENSPCIG00000016166
sarcophilus_harrisii ENSSHAG00000003046
monodelphis_domestica ENSMODG00000012801
ornithorhynchus_anatinus ENSOANG00000007290
ornithorhynchus_anatinus ENSOANG00000031212
gopherus_agassizii ENSGAGG00000020711
chelonoidis_abingdonii ENSCABG00000021755
chrysemys_picta_bellii ENSCPBG00000009924
pelodiscus_sinensis ENSPSIG00000009399
taeniopygia_guttata ENSTGUG00000011983
lonchura_striata_domestica ENSLSDG00000002453
serinus_canaria ENSSCAG00000010447
junco_hyemalis ENSJHYG00000010434
zonotrichia_albicollis ENSZALG00000002607
ficedula_albicollis ENSFALG00000006032
parus_major ENSPMJG00000016665
cyanistes_caeruleus ENSCCEG00000019545
lepidothrix_coronata ENSLCOG00000015788
manacus_vitellinus ENSMVIG00005002393
calidris_pugnax ENSCPUG00000002335
melopsittacus_undulatus ENSMUNG00000011672
anas_platyrhynchos_platyrhynchos ENSAPLG00000011028
anser_brachyrhynchus ENSABRG00000015676
meleagris_gallopavo ENSMGAG00000012505
coturnix_japonica ENSCJPG00005017706
gallus_gallus ENSGALG00000027864
numida_meleagris ENSNMEG00000022318
apteryx_haastii ENSAHAG00000014791
apteryx_owenii ENSAOWG00000005384
apteryx_rowi ENSARWG00000011052
dromaius_novaehollandiae ENSDNVG00000011163
nothoprocta_perdicaria ENSNPEG00000006615
calidris_pygmaea ENSCPGG00000005396
crocodylus_porosus ENSCPRG00005003675
pogona_vitticeps ENSPVIG00000000664
anolis_carolinensis ENSACAG00000001848
notechis_scutatus ENSNSUG00000003555
salvator_merianae ENSSMRG00000012781
sphenodon_punctatus ENSSPUG00000013027
xenopus_tropicalis ENSXETG00000017950
latimeria_chalumnae ENSLACG00000017693
paramormyrops_kingsleyae ENSPKIG00000022769
scleropages_formosus ENSSFOG00015004247
amphiprion_ocellaris ENSAOCG00000013154
amphiprion_percula ENSAPEG00000015610
acanthochromis_polyacanthus ENSAPOG00000006438
stegastes_partitus ENSSPAG00000006414
pundamilia_nyererei ENSPNYG00000022024
haplochromis_burtoni ENSHBUG00000012958
astatotilapia_calliptera ENSACLG00000023715
maylandia_zebra ENSMZEG00005006104
neolamprologus_brichardi ENSNBRG00000018452
neolamprologus_brichardi ENSNBRG00000007432
oreochromis_niloticus ENSONIG00000001178
amphilophus_citrinellus ENSACIG00000012962
fundulus_heteroclitus ENSFHEG00000004815
cyprinodon_variegatus ENSCVAG00000011754
poecilia_formosa ENSPFOG00000011973
poecilia_mexicana ENSPMEG00000006658
poecilia_latipinna ENSPLAG00000012937
poecilia_reticulata ENSPREG00000018584
xiphophorus_maculatus ENSXMAG00000011763
xiphophorus_couchianus ENSXCOG00000008452
gambusia_affinis ENSGAFG00000009285
kryptolebias_marmoratus ENSKMAG00000003738
oryzias_latipes ENSORLG00000015861
oryzias_latipes ENSORLG00020006260
oryzias_latipes_asm223469v1 ENSORLG00015001549
oryzias_melastigma ENSOMEG00000014232
takifugu_rubripes ENSTRUG00000023986
tetraodon_nigroviridis ENSTNIG00000009708
mola_mola ENSMMOG00000000889
gasterosteus_aculeatus ENSGACG00000005065
scophthalmus_maximus ENSSMAG00000004355
cynoglossus_semilaevis ENSCSEG00000019116
mastacembelus_armatus ENSMAMG00000007959
monopterus_albus ENSMALG00000017647
anabas_testudineus ENSATEG00000017239
seriola_dumerili ENSSDUG00000006864
seriola_lalandi_dorsalis ENSSLDG00000003952
hippocampus_comes ENSHCOG00000017682
hippocampus_comes ENSHCOG00000019736
labrus_bergylta ENSLBEG00000005421
periophthalmus_magnuspinnatus ENSPMGG00000020589
