chinchilla_lanigera ENSCLAG00000004004
octodon_degus ENSODEG00000002864
cavia_aperea ENSCAPG00000014515
cavia_porcellus ENSCPOG00000014944
heterocephalus_glaber_male ENSHGLG00100004626
heterocephalus_glaber_female ENSHGLG00000015413
fukomys_damarensis ENSFDAG00000008375
urocitellus_parryii ENSUPAG00010011985
spermophilus_dauricus ENSSDAG00000019519
ictidomys_tridecemlineatus ENSSTOG00000001512
marmota_marmota_marmota ENSMMMG00000008561
castor_canadensis ENSCCNG00000013258
dipodomys_ordii ENSDORG00000009200
cricetulus_griseus_chok1gshd ENSCGRG00001014297
cricetulus_griseus_crigri-picr ENSCGRG00015012373
cricetulus_griseus_crigri ENSCGRG00000000358
mesocricetus_auratus ENSMAUG00000020634
microtus_ochrogaster ENSMOCG00000021161
peromyscus_maniculatus_bairdii ENSPEMG00000021862
mus_spicilegus ENSMSIG00000001987
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026662
mus_musculus ENSMUSG00000036960
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025710
mus_pahari MGP_PahariEiJ_G0027160
rattus_norvegicus ENSRNOG00000013771
meriones_unguiculatus ENSMUGG00000021062
nannospalax_galili ENSNGAG00000017320
jaculus_jaculus ENSJJAG00000012700
oryctolagus_cuniculus ENSOCUG00000004727
ochotona_princeps ENSOPRG00000013534
pan_troglodytes ENSPTRG00000000921
pan_paniscus ENSPPAG00000037646
gorilla_gorilla ENSGGOG00000003746
homo_sapiens ENSG00000137975
pongo_abelii ENSPPYG00000001188
nomascus_leucogenys ENSNLEG00000010136
papio_anubis ENSPANG00000030570
theropithecus_gelada ENSTGEG00000021338
cercocebus_atys ENSCATG00000039534
mandrillus_leucophaeus ENSMLEG00000043718
macaca_mulatta ENSMMUG00000001381
macaca_fascicularis ENSMFAG00000001996
macaca_nemestrina ENSMNEG00000019614
chlorocebus_sabaeus ENSCSAG00000001433
rhinopithecus_roxellana ENSRROG00000032712
rhinopithecus_bieti ENSRBIG00000031853
piliocolobus_tephrosceles ENSPTEG00000030112
colobus_angolensis_palliatus ENSCANG00000000037
saimiri_boliviensis_boliviensis ENSSBOG00000034114
cebus_capucinus ENSCCAG00000022983
callithrix_jacchus ENSCJAG00000007251
aotus_nancymaae ENSANAG00000021792
carlito_syrichta ENSTSYG00000010230
prolemur_simus ENSPSMG00000021729
propithecus_coquereli ENSPCOG00000025009
otolemur_garnettii ENSOGAG00000014147
tupaia_belangeri ENSTBEG00000004402
sorex_araneus ENSSARG00000006283
erinaceus_europaeus ENSEEUG00000001354
ursus_maritimus ENSUMAG00000002415
ursus_americanus ENSUAMG00000011967
ailuropoda_melanoleuca ENSAMEG00000017197
neovison_vison ENSNVIG00000009915
canis_lupus_dingo ENSCAFG00020013957
canis_lupus_familiaris ENSCAFG00000020249
vulpes_vulpes ENSVVUG00000030122
panthera_tigris_altaica ENSPTIG00000012779
panthera_pardus ENSPPRG00000016194
felis_catus ENSFCAG00000008210
bos_mutus ENSBMUG00000017843
bos_taurus ENSBTAG00000038215
bison_bison_bison ENSBBBG00000023667
ovis_aries ENSOARG00000014621
capra_hircus ENSCHIG00000027130
tursiops_truncatus ENSTTRG00000000004
vicugna_pacos ENSVPAG00000011768
sus_scrofa ENSSSCG00000006935
myotis_lucifugus ENSMLUG00000015062
equus_asinus_asinus ENSEASG00005014061
equus_caballus ENSECAG00000020901
pteropus_vampyrus ENSPVAG00000012282
choloepus_hoffmanni ENSCHOG00000003193
dasypus_novemcinctus ENSDNOG00000001152
loxodonta_africana ENSLAFG00000006916
procavia_capensis ENSPCAG00000002342
echinops_telfairi ENSETEG00000003272
phascolarctos_cinereus ENSPCIG00000014520
notamacropus_eugenii ENSMEUG00000004800
sarcophilus_harrisii ENSSHAG00000007009
monodelphis_domestica ENSMODG00000000026
ornithorhynchus_anatinus ENSOANG00000013527
salvator_merianae ENSSMRG00000017375
pogona_vitticeps ENSPVIG00000019095
sphenodon_punctatus ENSSPUG00000015791
apteryx_rowi ENSARWG00000015400
apteryx_owenii ENSAOWG00000014505
apteryx_haastii ENSAHAG00000001714
dromaius_novaehollandiae ENSDNVG00000013190
nothoprocta_perdicaria ENSNPEG00000001770
anser_brachyrhynchus ENSABRG00000018718
anas_platyrhynchos_platyrhynchos ENSAPLG00000004603
meleagris_gallopavo ENSMGAG00000017045
coturnix_japonica ENSCJPG00005008282
gallus_gallus ENSGALG00000050155
numida_meleagris ENSNMEG00000021036
crocodylus_porosus ENSCPRG00005016929
chrysemys_picta_bellii ENSCPBG00000025872
gopherus_agassizii ENSGAGG00000012020
lepisosteus_oculatus ENSLOCG00000005218
