pan_paniscus ENSPPAG00000031699
pan_troglodytes ENSPTRG00000042916
homo_sapiens ENSG00000120471
gorilla_gorilla ENSGGOG00000015993
pongo_abelii ENSPPYG00000004056
nomascus_leucogenys ENSNLEG00000027410
macaca_fascicularis ENSMFAG00000031216
macaca_mulatta ENSMMUG00000045939
macaca_nemestrina ENSMNEG00000031008
mandrillus_leucophaeus ENSMLEG00000028516
cercocebus_atys ENSCATG00000040432
papio_anubis ENSPANG00000006472
theropithecus_gelada ENSTGEG00000028533
chlorocebus_sabaeus ENSCSAG00000002233
rhinopithecus_roxellana ENSRROG00000029671
rhinopithecus_bieti ENSRBIG00000040176
colobus_angolensis_palliatus ENSCANG00000033663
aotus_nancymaae ENSANAG00000023283
callithrix_jacchus ENSCJAG00000043438
