xiphophorus_maculatus ENSXMAG00000004554
xiphophorus_couchianus ENSXCOG00000002338
gambusia_affinis ENSGAFG00000012175
poecilia_latipinna ENSPLAG00000013139
poecilia_mexicana ENSPMEG00000019866
poecilia_formosa ENSPFOG00000005262
poecilia_reticulata ENSPREG00000019315
fundulus_heteroclitus ENSFHEG00000003982
cyprinodon_variegatus ENSCVAG00000016081
kryptolebias_marmoratus ENSKMAG00000013601
oryzias_latipes_asm223469v1 ENSORLG00015010346
oryzias_latipes ENSORLG00020004289
oryzias_melastigma ENSOMEG00000006303
cynoglossus_semilaevis ENSCSEG00000018706
astatotilapia_calliptera ENSACLG00000003096
maylandia_zebra ENSMZEG00005020345
haplochromis_burtoni ENSHBUG00000005701
pundamilia_nyererei ENSPNYG00000006816
neolamprologus_brichardi ENSNBRG00000010180
oreochromis_niloticus ENSONIG00000007644
amphilophus_citrinellus ENSACIG00000020772
amphiprion_percula ENSAPEG00000018290
amphiprion_ocellaris ENSAOCG00000019765
acanthochromis_polyacanthus ENSAPOG00000023411
stegastes_partitus ENSSPAG00000014743
mastacembelus_armatus ENSMAMG00000015681
monopterus_albus ENSMALG00000001711
anabas_testudineus ENSATEG00000015811
seriola_lalandi_dorsalis ENSSLDG00000007157
seriola_dumerili ENSSDUG00000017358
scophthalmus_maximus ENSSMAG00000006936
labrus_bergylta ENSLBEG00000016535
gasterosteus_aculeatus ENSGACG00000016369
takifugu_rubripes ENSTRUG00000013494
tetraodon_nigroviridis ENSTNIG00000007534
mola_mola ENSMMOG00000001636
hippocampus_comes ENSHCOG00000020457
gadus_morhua ENSGMOG00000002646
esox_lucius ENSELUG00000001699
pygocentrus_nattereri ENSPNAG00000024716
ictalurus_punctatus ENSIPUG00000015428
danio_rerio ENSDARG00000105117
astyanax_mexicanus ENSAMXG00000015491
periophthalmus_magnuspinnatus ENSPMGG00000000337
scleropages_formosus ENSSFOG00015021925
paramormyrops_kingsleyae ENSPKIG00000007518
lepisosteus_oculatus ENSLOCG00000004170
phascolarctos_cinereus ENSPCIG00000014434
notamacropus_eugenii ENSMEUG00000008681
sarcophilus_harrisii ENSSHAG00000002745
monodelphis_domestica ENSMODG00000019219
otolemur_garnettii ENSOGAG00000011621
otolemur_garnettii ENSOGAG00000027326
carlito_syrichta ENSTSYG00000000634
mus_spicilegus ENSMSIG00000019448
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028410
mus_musculus ENSMUSG00000029415
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027413
mus_pahari MGP_PahariEiJ_G0017191
rattus_norvegicus ENSRNOG00000022229
meriones_unguiculatus ENSMUGG00000021198
microtus_ochrogaster ENSMOCG00000021440
peromyscus_maniculatus_bairdii ENSPEMG00000017309
cricetulus_griseus_crigri ENSCGRG00000017958
cricetulus_griseus_crigri-picr ENSCGRG00015011250
cricetulus_griseus_chok1gshd ENSCGRG00001018455
mesocricetus_auratus ENSMAUG00000017651
nannospalax_galili ENSNGAG00000000677
castor_canadensis ENSCCNG00000000311
propithecus_coquereli ENSPCOG00000017368
theropithecus_gelada ENSTGEG00000002358
heterocephalus_glaber_female ENSHGLG00000009525
heterocephalus_glaber_male ENSHGLG00100004325
cavia_aperea ENSCAPG00000014149
ictidomys_tridecemlineatus ENSSTOG00000033807
castor_canadensis ENSCCNG00000013131
rhinopithecus_bieti ENSRBIG00000031494
rhinopithecus_roxellana ENSRROG00000038154
colobus_angolensis_palliatus ENSCANG00000032021
macaca_nemestrina ENSMNEG00000039270
cercocebus_atys ENSCATG00000045185
saimiri_boliviensis_boliviensis ENSSBOG00000036234
heterocephalus_glaber_female ENSHGLG00000016573
heterocephalus_glaber_male ENSHGLG00100004504
heterocephalus_glaber_female ENSHGLG00000013623
heterocephalus_glaber_male ENSHGLG00100003577
heterocephalus_glaber_male ENSHGLG00100012707
heterocephalus_glaber_female ENSHGLG00000001336
fukomys_damarensis ENSFDAG00000016168
cavia_porcellus ENSCPOG00000008524
cavia_porcellus ENSCPOG00000039704
chinchilla_lanigera ENSCLAG00000008123
octodon_degus ENSODEG00000001445
heterocephalus_glaber_male ENSHGLG00100010241
heterocephalus_glaber_female ENSHGLG00000003532
octodon_degus ENSODEG00000005107
cavia_aperea ENSCAPG00000009103
dipodomys_ordii ENSDORG00000014094
aotus_nancymaae ENSANAG00000019675
saimiri_boliviensis_boliviensis ENSSBOG00000030198
cebus_capucinus ENSCCAG00000034914
macaca_fascicularis ENSMFAG00000038595
macaca_fascicularis ENSMFAG00000003255
macaca_fascicularis ENSMFAG00000037123
cercocebus_atys ENSCATG00000036492
rhinopithecus_roxellana ENSRROG00000039926
rhinopithecus_bieti ENSRBIG00000038285
pan_troglodytes ENSPTRG00000048319
pan_paniscus ENSPPAG00000029682
pan_paniscus ENSPPAG00000039003
pan_troglodytes ENSPTRG00000024399
homo_sapiens ENSG00000198301
gorilla_gorilla ENSGGOG00000006441
pongo_abelii ENSPPYG00000014852
nomascus_leucogenys ENSNLEG00000027034
macaca_nemestrina ENSMNEG00000037492
macaca_mulatta ENSMMUG00000017503
macaca_fascicularis ENSMFAG00000038793
papio_anubis ENSPANG00000016516
theropithecus_gelada ENSTGEG00000013391
mandrillus_leucophaeus ENSMLEG00000003306
cercocebus_atys ENSCATG00000029455
rhinopithecus_bieti ENSRBIG00000009408
rhinopithecus_roxellana ENSRROG00000035580
colobus_angolensis_palliatus ENSCANG00000036695
piliocolobus_tephrosceles ENSPTEG00000025677
pan_paniscus ENSPPAG00000033286
pan_troglodytes ENSPTRG00000047485
gorilla_gorilla ENSGGOG00000027436
mandrillus_leucophaeus ENSMLEG00000037027
papio_anubis ENSPANG00000031146
macaca_mulatta ENSMMUG00000023645
saimiri_boliviensis_boliviensis ENSSBOG00000030348
callithrix_jacchus ENSCJAG00000014396
cebus_capucinus ENSCCAG00000033903
aotus_nancymaae ENSANAG00000037473
ursus_americanus ENSUAMG00000024888
canis_lupus_dingo ENSCAFG00020016041
panthera_pardus ENSPPRG00000006418
ursus_americanus ENSUAMG00000024129
marmota_marmota_marmota ENSMMMG00000006613
urocitellus_parryii ENSUPAG00010009272
spermophilus_dauricus ENSSDAG00000008066
prolemur_simus ENSPSMG00000012385
oryctolagus_cuniculus ENSOCUG00000026953
ochotona_princeps ENSOPRG00000016118
spermophilus_dauricus ENSSDAG00000008111
microcebus_murinus ENSMICG00000006682
tupaia_belangeri ENSTBEG00000005270
panthera_tigris_altaica ENSPTIG00000011066
panthera_pardus ENSPPRG00000013741
felis_catus ENSFCAG00000008363
ailuropoda_melanoleuca ENSAMEG00000004254
pteropus_vampyrus ENSPVAG00000015379
myotis_lucifugus ENSMLUG00000006925
sus_scrofa ENSSSCG00000040960
erinaceus_europaeus ENSEEUG00000013414
equus_caballus ENSECAG00000016212
equus_asinus_asinus ENSEASG00005016487
ailuropoda_melanoleuca ENSAMEG00000011674
ursus_maritimus ENSUMAG00000006926
mustela_putorius_furo ENSMPUG00000008703
neovison_vison ENSNVIG00000014207
canis_lupus_dingo ENSCAFG00020011582
canis_lupus_familiaris ENSCAFG00000008521
vulpes_vulpes ENSVVUG00000023531
vulpes_vulpes ENSVVUG00000020203
ovis_aries ENSOARG00000016216
capra_hircus ENSCHIG00000006867
bos_mutus ENSBMUG00000016860
bos_taurus ENSBTAG00000007639
bison_bison_bison ENSBBBG00000017820
tursiops_truncatus ENSTTRG00000012438
sus_scrofa ENSSSCG00000008974
vicugna_pacos ENSVPAG00000011248
choloepus_hoffmanni ENSCHOG00000002977
dasypus_novemcinctus ENSDNOG00000006304
loxodonta_africana ENSLAFG00000012217
loxodonta_africana ENSLAFG00000026461
procavia_capensis ENSPCAG00000000426
echinops_telfairi ENSETEG00000004811
ornithorhynchus_anatinus ENSOANG00000006925
