chrysemys_picta_bellii ENSCPBG00000014236
gopherus_agassizii ENSGAGG00000024597
chelonoidis_abingdonii ENSCABG00000021320
pelodiscus_sinensis ENSPSIG00000012253
crocodylus_porosus ENSCPRG00005013378
pogona_vitticeps ENSPVIG00000024379
anolis_carolinensis ENSACAG00000004744
salvator_merianae ENSSMRG00000000011
meleagris_gallopavo ENSMGAG00000007116
coturnix_japonica ENSCJPG00005001904
gallus_gallus ENSGALG00000035406
numida_meleagris ENSNMEG00000012919
anas_platyrhynchos_platyrhynchos ENSAPLG00000012996
anser_brachyrhynchus ENSABRG00000003114
lepidothrix_coronata ENSLCOG00000009692
manacus_vitellinus ENSMVIG00005007203
serinus_canaria ENSSCAG00000007349
apteryx_owenii ENSAOWG00000016881
apteryx_haastii ENSAHAG00000008814
apteryx_rowi ENSARWG00000011910
dromaius_novaehollandiae ENSDNVG00000002436
sphenodon_punctatus ENSSPUG00000007244
myotis_lucifugus ENSMLUG00000003792
pteropus_vampyrus ENSPVAG00000010764
vicugna_pacos ENSVPAG00000003601
sus_scrofa ENSSSCG00000007323
capra_hircus ENSCHIG00000025762
ovis_aries ENSOARG00000016174
bos_mutus ENSBMUG00000001047
bos_taurus ENSBTAG00000013915
bison_bison_bison ENSBBBG00000001409
tursiops_truncatus ENSTTRG00000006147
equus_asinus_asinus ENSEASG00005003355
erinaceus_europaeus ENSEEUG00000000380
sorex_araneus ENSSARG00000002386
ursus_americanus ENSUAMG00000007752
ursus_maritimus ENSUMAG00000004137
ailuropoda_melanoleuca ENSAMEG00000012524
mustela_putorius_furo ENSMPUG00000017773
neovison_vison ENSNVIG00000013824
canis_lupus_dingo ENSCAFG00020005917
canis_lupus_familiaris ENSCAFG00000008618
vulpes_vulpes ENSVVUG00000029334
panthera_tigris_altaica ENSPTIG00000015374
panthera_pardus ENSPPRG00000013160
felis_catus ENSFCAG00000024031
castor_canadensis ENSCCNG00000030837
dipodomys_ordii ENSDORG00000006365
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025489
mus_spicilegus ENSMSIG00000001523
mus_musculus ENSMUSG00000027635
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024567
mus_pahari MGP_PahariEiJ_G0026011
rattus_norvegicus ENSRNOG00000006236
meriones_unguiculatus ENSMUGG00000000517
cricetulus_griseus_crigri ENSCGRG00000015341
cricetulus_griseus_chok1gshd ENSCGRG00001018329
cricetulus_griseus_crigri-picr ENSCGRG00015025077
mesocricetus_auratus ENSMAUG00000000860
microtus_ochrogaster ENSMOCG00000006818
peromyscus_maniculatus_bairdii ENSPEMG00000015774
nannospalax_galili ENSNGAG00000009451
jaculus_jaculus ENSJJAG00000020893
ictidomys_tridecemlineatus ENSSTOG00000012462
urocitellus_parryii ENSUPAG00010003205
spermophilus_dauricus ENSSDAG00000009426
marmota_marmota_marmota ENSMMMG00000022749
octodon_degus ENSODEG00000013421
cavia_porcellus ENSCPOG00000011447
chinchilla_lanigera ENSCLAG00000016204
chinchilla_lanigera ENSCLAG00000002606
heterocephalus_glaber_male ENSHGLG00100019358
heterocephalus_glaber_female ENSHGLG00000010464
fukomys_damarensis ENSFDAG00000013352
oryctolagus_cuniculus ENSOCUG00000004421
ochotona_princeps ENSOPRG00000012275
tupaia_belangeri ENSTBEG00000002396
pan_troglodytes ENSPTRG00000013464
pan_paniscus ENSPPAG00000004791
homo_sapiens ENSG00000149636
gorilla_gorilla ENSGGOG00000014314
pongo_abelii ENSPPYG00000010975
nomascus_leucogenys ENSNLEG00000028237
rhinopithecus_roxellana ENSRROG00000018592
rhinopithecus_bieti ENSRBIG00000035700
colobus_angolensis_palliatus ENSCANG00000040007
piliocolobus_tephrosceles ENSPTEG00000016084
macaca_fascicularis ENSMFAG00000003771
macaca_mulatta ENSMMUG00000005576
macaca_nemestrina ENSMNEG00000037784
cercocebus_atys ENSCATG00000034573
chlorocebus_sabaeus ENSCSAG00000009992
mandrillus_leucophaeus ENSMLEG00000017128
papio_anubis ENSPANG00000020363
theropithecus_gelada ENSTGEG00000001965
saimiri_boliviensis_boliviensis ENSSBOG00000021657
callithrix_jacchus ENSCJAG00000001308
cebus_capucinus ENSCCAG00000026538
aotus_nancymaae ENSANAG00000025445
carlito_syrichta ENSTSYG00000010071
propithecus_coquereli ENSPCOG00000022667
microcebus_murinus ENSMICG00000002432
prolemur_simus ENSPSMG00000018712
otolemur_garnettii ENSOGAG00000000896
loxodonta_africana ENSLAFG00000006383
procavia_capensis ENSPCAG00000015144
echinops_telfairi ENSETEG00000002253
dasypus_novemcinctus ENSDNOG00000048016
notamacropus_eugenii ENSMEUG00000002061
phascolarctos_cinereus ENSPCIG00000014627
monodelphis_domestica ENSMODG00000001313
sarcophilus_harrisii ENSSHAG00000010069
xenopus_tropicalis ENSXETG00000026399
latimeria_chalumnae ENSLACG00000016228
poecilia_formosa ENSPFOG00000007029
poecilia_mexicana ENSPMEG00000012798
poecilia_latipinna ENSPLAG00000023622
gambusia_affinis ENSGAFG00000014438
xiphophorus_maculatus ENSXMAG00000021055
kryptolebias_marmoratus ENSKMAG00000014272
oryzias_latipes ENSORLG00000006532
oryzias_latipes_asm223469v1 ENSORLG00015014119
oryzias_latipes ENSORLG00020001920
oryzias_melastigma ENSOMEG00000005621
anabas_testudineus ENSATEG00000023718
monopterus_albus ENSMALG00000002388
mastacembelus_armatus ENSMAMG00000020400
labrus_bergylta ENSLBEG00000022500
scophthalmus_maximus ENSSMAG00000002826
seriola_dumerili ENSSDUG00000015684
acanthochromis_polyacanthus ENSAPOG00000023107
amphiprion_ocellaris ENSAOCG00000004452
stegastes_partitus ENSSPAG00000017453
maylandia_zebra ENSMZEG00005014034
astatotilapia_calliptera ENSACLG00000021306
hippocampus_comes ENSHCOG00000014446
esox_lucius ENSELUG00000011619
pygocentrus_nattereri ENSPNAG00000015823
astyanax_mexicanus ENSAMXG00000017564
ictalurus_punctatus ENSIPUG00000006198
danio_rerio ENSDARG00000089922
paramormyrops_kingsleyae ENSPKIG00000014444
scleropages_formosus ENSSFOG00015023870
