mastacembelus_armatus ENSMAMG00000013557
hippocampus_comes ENSHCOG00000004111
xiphophorus_couchianus ENSXCOG00000019052
fundulus_heteroclitus ENSFHEG00000021078
oryzias_latipes_asm223469v1 ENSORLG00015011661
amphilophus_citrinellus ENSACIG00000018013
neolamprologus_brichardi ENSNBRG00000008618
seriola_lalandi_dorsalis ENSSLDG00000000727
periophthalmus_magnuspinnatus ENSPMGG00000005081
takifugu_rubripes ENSTRUG00000008819
scleropages_formosus ENSSFOG00015023447
cyanistes_caeruleus ENSCCEG00000006814
nothoprocta_perdicaria ENSNPEG00000011496
notechis_scutatus ENSNSUG00000008228
macaca_fascicularis ENSMFAG00000037719
macaca_nemestrina ENSMNEG00000042623
papio_anubis ENSPANG00000035275
theropithecus_gelada ENSTGEG00000008203
mandrillus_leucophaeus ENSMLEG00000040878
colobus_angolensis_palliatus ENSCANG00000034771
rhinopithecus_roxellana ENSRROG00000039919
pan_paniscus ENSPPAG00000032480
gorilla_gorilla ENSGGOG00000041963
saimiri_boliviensis_boliviensis ENSSBOG00000022018
callithrix_jacchus ENSCJAG00000047930
prolemur_simus ENSPSMG00000013078
prolemur_simus ENSPSMG00000012952
propithecus_coquereli ENSPCOG00000012682
jaculus_jaculus ENSJJAG00000007183
dipodomys_ordii ENSDORG00000028676
octodon_degus ENSODEG00000004086
neovison_vison ENSNVIG00000019851
dasypus_novemcinctus ENSDNOG00000034139
