seriola_dumerili ENSSDUG00000003041
seriola_lalandi_dorsalis ENSSLDG00000014197
scophthalmus_maximus ENSSMAG00000008594
monopterus_albus ENSMALG00000011776
mastacembelus_armatus ENSMAMG00000016764
anabas_testudineus ENSATEG00000020023
labrus_bergylta ENSLBEG00000023521
gasterosteus_aculeatus ENSGACG00000010497
tetraodon_nigroviridis ENSTNIG00000016175
mola_mola ENSMMOG00000014020
cynoglossus_semilaevis ENSCSEG00000014340
kryptolebias_marmoratus ENSKMAG00000014151
haplochromis_burtoni ENSHBUG00000003741
astatotilapia_calliptera ENSACLG00000009497
maylandia_zebra ENSMZEG00005005019
pundamilia_nyererei ENSPNYG00000014759
neolamprologus_brichardi ENSNBRG00000022405
oreochromis_niloticus ENSONIG00000011149
amphilophus_citrinellus ENSACIG00000007463
amphiprion_percula ENSAPEG00000007021
amphiprion_ocellaris ENSAOCG00000001466
acanthochromis_polyacanthus ENSAPOG00000007145
stegastes_partitus ENSSPAG00000014716
monopterus_albus ENSMALG00000011803
takifugu_rubripes ENSTRUG00000020315
xiphophorus_maculatus ENSXMAG00000001725
xiphophorus_couchianus ENSXCOG00000010635
gambusia_affinis ENSGAFG00000013665
poecilia_formosa ENSPFOG00000008517
poecilia_mexicana ENSPMEG00000006121
poecilia_latipinna ENSPLAG00000016117
poecilia_reticulata ENSPREG00000011488
fundulus_heteroclitus ENSFHEG00000005241
cyprinodon_variegatus ENSCVAG00000007893
kryptolebias_marmoratus ENSKMAG00000020072
oryzias_latipes_asm223469v1 ENSORLG00015012401
oryzias_latipes ENSORLG00000005336
oryzias_latipes ENSORLG00020007800
oryzias_melastigma ENSOMEG00000005977
takifugu_rubripes ENSTRUG00000021962
hippocampus_comes ENSHCOG00000002372
periophthalmus_magnuspinnatus ENSPMGG00000011209
gadus_morhua ENSGMOG00000010324
esox_lucius ENSELUG00000020088
pygocentrus_nattereri ENSPNAG00000002429
astyanax_mexicanus ENSAMXG00000003017
ictalurus_punctatus ENSIPUG00000014031
danio_rerio ENSDARG00000075436
