pan_troglodytes ENSPTRG00000050974
pan_paniscus ENSPPAG00000041085
gorilla_gorilla ENSGGOG00000039757
nomascus_leucogenys ENSNLEG00000032510
rhinopithecus_bieti ENSRBIG00000031334
rhinopithecus_roxellana ENSRROG00000040252
colobus_angolensis_palliatus ENSCANG00000032971
mandrillus_leucophaeus ENSMLEG00000034393
cercocebus_atys ENSCATG00000035813
macaca_fascicularis ENSMFAG00000038985
macaca_nemestrina ENSMNEG00000040664
theropithecus_gelada ENSTGEG00000028120
papio_anubis ENSPANG00000035114
aotus_nancymaae ENSANAG00000031640
aotus_nancymaae ENSANAG00000022326
cebus_capucinus ENSCCAG00000031164
