ursus_americanus ENSUAMG00000019491
ursus_maritimus ENSUMAG00000003985
ailuropoda_melanoleuca ENSAMEG00000007371
vulpes_vulpes ENSVVUG00000002183
canis_lupus_familiaris ENSCAFG00000002392
neovison_vison ENSNVIG00000013512
mustela_putorius_furo ENSMPUG00000008385
panthera_pardus ENSPPRG00000003641
sorex_araneus ENSSARG00000004472
equus_caballus ENSECAG00000007425
tursiops_truncatus ENSTTRG00000013072
ictidomys_tridecemlineatus ENSSTOG00000027115
urocitellus_parryii ENSUPAG00010006377
marmota_marmota_marmota ENSMMMG00000024716
spermophilus_dauricus ENSSDAG00000011676
fukomys_damarensis ENSFDAG00000018257
mus_musculus ENSMUSG00000070822
mus_spicilegus ENSMSIG00000015310
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030263
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029187
mus_pahari MGP_PahariEiJ_G0021049
rattus_norvegicus ENSRNOG00000026861
meriones_unguiculatus ENSMUGG00000002785
meriones_unguiculatus ENSMUGG00000003053
cricetulus_griseus_chok1gshd ENSCGRG00001012789
cricetulus_griseus_crigri ENSCGRG00000006696
cricetulus_griseus_crigri-picr ENSCGRG00015014733
mesocricetus_auratus ENSMAUG00000009174
peromyscus_maniculatus_bairdii ENSPEMG00000015293
nannospalax_galili ENSNGAG00000019779
castor_canadensis ENSCCNG00000023626
oryctolagus_cuniculus ENSOCUG00000003567
ochotona_princeps ENSOPRG00000007353
microcebus_murinus ENSMICG00000017853
propithecus_coquereli ENSPCOG00000019587
otolemur_garnettii ENSOGAG00000005630
pan_troglodytes ENSPTRG00000011581
pan_paniscus ENSPPAG00000031461
homo_sapiens ENSG00000121413
gorilla_gorilla ENSGGOG00000012952
pongo_abelii ENSPPYG00000010491
nomascus_leucogenys ENSNLEG00000034225
rhinopithecus_roxellana ENSRROG00000029525
rhinopithecus_bieti ENSRBIG00000043152
piliocolobus_tephrosceles ENSPTEG00000004681
colobus_angolensis_palliatus ENSCANG00000018496
macaca_mulatta ENSMMUG00000020503
macaca_fascicularis ENSMFAG00000045581
macaca_nemestrina ENSMNEG00000034084
cercocebus_atys ENSCATG00000039343
papio_anubis ENSPANG00000012093
theropithecus_gelada ENSTGEG00000015747
mandrillus_leucophaeus ENSMLEG00000028185
chlorocebus_sabaeus ENSCSAG00000001608
chlorocebus_sabaeus ENSCSAG00000001606
cebus_capucinus ENSCCAG00000026921
saimiri_boliviensis_boliviensis ENSSBOG00000017985
callithrix_jacchus ENSCJAG00000000348
aotus_nancymaae ENSANAG00000033507
carlito_syrichta ENSTSYG00000026905
tupaia_belangeri ENSTBEG00000014730
procavia_capensis ENSPCAG00000000569
loxodonta_africana ENSLAFG00000009314
echinops_telfairi ENSETEG00000011082
