capra_hircus ENSCHIG00000019255
bos_taurus ENSBTAG00000052762
panthera_pardus ENSPPRG00000000227
equus_asinus_asinus ENSEASG00005013465
equus_caballus ENSECAG00000033892
erinaceus_europaeus ENSEEUG00000009159
piliocolobus_tephrosceles ENSPTEG00000024665
rhinopithecus_bieti ENSRBIG00000013072
papio_anubis ENSPANG00000031209
theropithecus_gelada ENSTGEG00000005047
macaca_mulatta ENSMMUG00000043127
pan_troglodytes ENSPTRG00000050578
gorilla_gorilla ENSGGOG00000025051
rhinopithecus_roxellana ENSRROG00000031511
pan_troglodytes ENSPTRG00000044135
pan_paniscus ENSPPAG00000016372
pongo_abelii ENSPPYG00000003384
nomascus_leucogenys ENSNLEG00000012919
theropithecus_gelada ENSTGEG00000018908
piliocolobus_tephrosceles ENSPTEG00000017729
macaca_nemestrina ENSMNEG00000036921
macaca_fascicularis ENSMFAG00000044003
cercocebus_atys ENSCATG00000032474
propithecus_coquereli ENSPCOG00000015851
dipodomys_ordii ENSDORG00000025302
vulpes_vulpes ENSVVUG00000016460
canis_lupus_dingo ENSCAFG00020002338
neovison_vison ENSNVIG00000004817
nannospalax_galili ENSNGAG00000014814
echinops_telfairi ENSETEG00000017362
