bos_mutus ENSBMUG00000023057
bison_bison_bison ENSBBBG00000010855
ovis_aries ENSOARG00000000636
capra_hircus ENSCHIG00000025262
tursiops_truncatus ENSTTRG00000013731
vicugna_pacos ENSVPAG00000001860
equus_asinus_asinus ENSEASG00005018237
myotis_lucifugus ENSMLUG00000001822
pteropus_vampyrus ENSPVAG00000015642
ursus_americanus ENSUAMG00000028356
ursus_maritimus ENSUMAG00000011950
ailuropoda_melanoleuca ENSAMEG00000010486
mustela_putorius_furo ENSMPUG00000008293
neovison_vison ENSNVIG00000012229
canis_lupus_dingo ENSCAFG00020020478
canis_lupus_familiaris ENSCAFG00000006149
vulpes_vulpes ENSVVUG00000017639
panthera_pardus ENSPPRG00000008640
felis_catus ENSFCAG00000031011
panthera_tigris_altaica ENSPTIG00000003602
pan_troglodytes ENSPTRG00000045831
gorilla_gorilla ENSGGOG00000002660
homo_sapiens ENSG00000131504
pongo_abelii ENSPPYG00000015888
rhinopithecus_roxellana ENSRROG00000036504
rhinopithecus_bieti ENSRBIG00000041077
colobus_angolensis_palliatus ENSCANG00000032404
piliocolobus_tephrosceles ENSPTEG00000026987
mandrillus_leucophaeus ENSMLEG00000037607
cercocebus_atys ENSCATG00000035236
macaca_mulatta ENSMMUG00000021964
macaca_fascicularis ENSMFAG00000042488
macaca_nemestrina ENSMNEG00000034458
theropithecus_gelada ENSTGEG00000027081
papio_anubis ENSPANG00000014874
chlorocebus_sabaeus ENSCSAG00000012491
nomascus_leucogenys ENSNLEG00000009546
saimiri_boliviensis_boliviensis ENSSBOG00000026188
callithrix_jacchus ENSCJAG00000017973
cebus_capucinus ENSCCAG00000023411
aotus_nancymaae ENSANAG00000033220
carlito_syrichta ENSTSYG00000002613
propithecus_coquereli ENSPCOG00000020269
prolemur_simus ENSPSMG00000021307
microcebus_murinus ENSMICG00000011482
oryctolagus_cuniculus ENSOCUG00000004973
ochotona_princeps ENSOPRG00000016916
jaculus_jaculus ENSJJAG00000015427
mus_spicilegus ENSMSIG00000025662
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023111
mus_musculus ENSMUSG00000024456
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022202
mus_pahari MGP_PahariEiJ_G0018935
rattus_norvegicus ENSRNOG00000019688
meriones_unguiculatus ENSMUGG00000008892
cricetulus_griseus_crigri-picr ENSCGRG00015026308
cricetulus_griseus_crigri ENSCGRG00000005002
cricetulus_griseus_chok1gshd ENSCGRG00001022620
