notechis_scutatus ENSNSUG00000016816
anolis_carolinensis ENSACAG00000013003
salvator_merianae ENSSMRG00000006169
sphenodon_punctatus ENSSPUG00000006640
chelonoidis_abingdonii ENSCABG00000022863
gopherus_agassizii ENSGAGG00000024643
pelodiscus_sinensis ENSPSIG00000014293
lepidothrix_coronata ENSLCOG00000010341
manacus_vitellinus ENSMVIG00005001255
taeniopygia_guttata ENSTGUG00000013249
ficedula_albicollis ENSFALG00000001493
junco_hyemalis ENSJHYG00000005186
serinus_canaria ENSSCAG00000014170
anser_brachyrhynchus ENSABRG00000003191
melopsittacus_undulatus ENSMUNG00000010589
meleagris_gallopavo ENSMGAG00000014267
numida_meleagris ENSNMEG00000008561
calidris_pugnax ENSCPUG00000010260
apteryx_haastii ENSAHAG00000007585
apteryx_rowi ENSARWG00000013239
nothoprocta_perdicaria ENSNPEG00000012654
gallus_gallus ENSGALG00000040276
coturnix_japonica ENSCJPG00005002743
vombatus_ursinus ENSVURG00010004510
phascolarctos_cinereus ENSPCIG00000024761
sarcophilus_harrisii ENSSHAG00000009950
monodelphis_domestica ENSMODG00000018912
ornithorhynchus_anatinus ENSOANG00000008265
heterocephalus_glaber ENSHGLG00000011154
heterocephalus_glaber ENSHGLG00100010505
fukomys_damarensis ENSFDAG00000007350
chinchilla_lanigera ENSCLAG00000010695
octodon_degus ENSODEG00000015699
cavia_porcellus ENSCPOG00000005277
cavia_aperea ENSCAPG00000005178
dipodomys_ordii ENSDORG00000007645
urocitellus_parryii ENSUPAG00010004197
ictidomys_tridecemlineatus ENSSTOG00000010163
spermophilus_dauricus ENSSDAG00000001818
mus_caroli MGP_CAROLIEiJ_G0021639
mus_spretus MGP_SPRETEiJ_G0022551
mus_musculus ENSMUSG00000039153
mus_pahari MGP_PahariEiJ_G0020631
rattus_norvegicus ENSRNOG00000020193
meriones_unguiculatus ENSMUGG00000006780
cricetulus_griseus ENSCGRG00001008399
mesocricetus_auratus ENSMAUG00000015728
peromyscus_maniculatus ENSPEMG00000024867
microtus_ochrogaster ENSMOCG00000008760
nannospalax_galili ENSNGAG00000023853
jaculus_jaculus ENSJJAG00000020578
ochotona_princeps ENSOPRG00000002943
bos_taurus ENSBTAG00000004104
capra_hircus ENSCHIG00000016080
tursiops_truncatus ENSTTRG00000006943
vicugna_pacos ENSVPAG00000003613
sus_scrofa ENSSSCG00000001710
vulpes_vulpes ENSVVUG00000029252
mustela_putorius ENSMPUG00000012508
panthera_tigris ENSPTIG00000019957
ailuropoda_melanoleuca ENSAMEG00000009223
ovis_aries ENSOARG00000010358
myotis_lucifugus ENSMLUG00000000514
tupaia_belangeri ENSTBEG00000000948
cricetulus_griseus ENSCGRG00000006109
pteropus_vampyrus ENSPVAG00000001720
erinaceus_europaeus ENSEEUG00000009243
homo_sapiens ENSG00000124813
pongo_abelii ENSPPYG00000016664
pan_troglodytes ENSPTRG00000018228
pan_paniscus ENSPPAG00000036423
cercocebus_atys ENSCATG00000037036
macaca_fascicularis ENSMFAG00000036650
chlorocebus_sabaeus ENSCSAG00000012528
aotus_nancymaae ENSANAG00000034292
saimiri_boliviensis ENSSBOG00000032519
microcebus_murinus ENSMICG00000012251
otolemur_garnettii ENSOGAG00000003900
choloepus_hoffmanni ENSCHOG00000005639
neovison_vison ENSNVIG00000009164
canis_lupus ENSCAFG00020012573
carlito_syrichta ENSTSYG00000032071
dasypus_novemcinctus ENSDNOG00000034361
procavia_capensis ENSPCAG00000005288
oryctolagus_cuniculus ENSOCUG00000011739
canis_lupus ENSCAFG00000002008
echinops_telfairi ENSETEG00000004708
sorex_araneus ENSSARG00000001376
loxodonta_africana ENSLAFG00000005054
notamacropus_eugenii ENSMEUG00000015951
equus_caballus ENSECAG00000020875
equus_asinus ENSEASG00005003762
bos_indicus ENSBIXG00005028546
bos_mutus ENSBMUG00000011236
bos_indicus ENSBIXG00000007626
bison_bison ENSBBBG00000005249
panthera_pardus ENSPPRG00000013352
prolemur_simus ENSPSMG00000019192
propithecus_coquereli ENSPCOG00000010909
