latimeria_chalumnae ENSLACG00000013552
xenopus_tropicalis ENSXETG00000004775
scleropages_formosus ENSSFOG00015008758
paramormyrops_kingsleyae ENSPKIG00000023405
pygocentrus_nattereri ENSPNAG00000006924
astyanax_mexicanus ENSAMXG00000042342
ictalurus_punctatus ENSIPUG00000021309
danio_rerio ENSDARG00000089490
scophthalmus_maximus ENSSMAG00000009872
cynoglossus_semilaevis ENSCSEG00000017158
gasterosteus_aculeatus ENSGACG00000004872
mastacembelus_armatus ENSMAMG00000012339
monopterus_albus ENSMALG00000015290
anabas_testudineus ENSATEG00000015023
amphiprion_percula ENSAPEG00000013703
amphiprion_ocellaris ENSAOCG00000003594
acanthochromis_polyacanthus ENSAPOG00000021087
stegastes_partitus ENSSPAG00000000822
fundulus_heteroclitus ENSFHEG00000000825
cyprinodon_variegatus ENSCVAG00000007920
xiphophorus_maculatus ENSXMAG00000003184
xiphophorus_couchianus ENSXCOG00000020129
gambusia_affinis ENSGAFG00000015413
poecilia_mexicana ENSPMEG00000005665
poecilia_formosa ENSPFOG00000009977
poecilia_reticulata ENSPREG00000005859
kryptolebias_marmoratus ENSKMAG00000004704
oryzias_latipes ENSORLG00020020730
oryzias_latipes_asm223469v1 ENSORLG00015012585
oryzias_latipes ENSORLG00000012041
oryzias_melastigma ENSOMEG00000010348
astatotilapia_calliptera ENSACLG00000018427
maylandia_zebra ENSMZEG00005005425
haplochromis_burtoni ENSHBUG00000004142
neolamprologus_brichardi ENSNBRG00000011392
pundamilia_nyererei ENSPNYG00000010332
oreochromis_niloticus ENSONIG00000002385
amphilophus_citrinellus ENSACIG00000019926
seriola_lalandi_dorsalis ENSSLDG00000010705
seriola_dumerili ENSSDUG00000009542
takifugu_rubripes ENSTRUG00000014313
tetraodon_nigroviridis ENSTNIG00000003182
mola_mola ENSMMOG00000019379
labrus_bergylta ENSLBEG00000002107
periophthalmus_magnuspinnatus ENSPMGG00000001927
hippocampus_comes ENSHCOG00000013175
gadus_morhua ENSGMOG00000000124
esox_lucius ENSELUG00000006759
lepisosteus_oculatus ENSLOCG00000001349
anolis_carolinensis ENSACAG00000012490
pogona_vitticeps ENSPVIG00000007960
salvator_merianae ENSSMRG00000011833
notechis_scutatus ENSNSUG00000011860
sphenodon_punctatus ENSSPUG00000016437
gopherus_agassizii ENSGAGG00000012449
chelonoidis_abingdonii ENSCABG00000008644
pelodiscus_sinensis ENSPSIG00000011393
serinus_canaria ENSSCAG00000015686
cyanistes_caeruleus ENSCCEG00000018761
ficedula_albicollis ENSFALG00000000657
junco_hyemalis ENSJHYG00000006702
lepidothrix_coronata ENSLCOG00000009169
anser_brachyrhynchus ENSABRG00000020506
anas_platyrhynchos_platyrhynchos ENSAPLG00000002396
gallus_gallus ENSGALG00000038708
coturnix_japonica ENSCJPG00005017277
