pan_troglodytes ENSPTRG00000046420
homo_sapiens ENSG00000262543
gorilla_gorilla ENSGGOG00000040623
nomascus_leucogenys ENSNLEG00000030167
macaca_nemestrina ENSMNEG00000043460
macaca_fascicularis ENSMFAG00000045439
chlorocebus_sabaeus ENSCSAG00000017006
theropithecus_gelada ENSTGEG00000016827
cercocebus_atys ENSCATG00000044781
mandrillus_leucophaeus ENSMLEG00000030662
papio_anubis ENSPANG00000021828
rhinopithecus_bieti ENSRBIG00000036199
rhinopithecus_roxellana ENSRROG00000031229
piliocolobus_tephrosceles ENSPTEG00000025554
colobus_angolensis ENSCANG00000029556
saimiri_boliviensis ENSSBOG00000032965
cebus_capucinus ENSCCAG00000022535
callithrix_jacchus ENSCJAG00000048106
aotus_nancymaae ENSANAG00000033494
carlito_syrichta ENSTSYG00000033070
propithecus_coquereli ENSPCOG00000014173
prolemur_simus ENSPSMG00000001529
microcebus_murinus ENSMICG00000046075
bison_bison ENSBBBG00000011538
bos_mutus ENSBMUG00000009847
ovis_aries ENSOARG00000000748
panthera_pardus ENSPPRG00000010627
panthera_tigris ENSPTIG00000018314
felis_catus ENSFCAG00000046377
dasypus_novemcinctus ENSDNOG00000042483
phascolarctos_cinereus ENSPCIG00000036563
