calidris_pugnax ENSCPUG00000012938
melopsittacus_undulatus ENSMUNG00000014430
gallus_gallus ENSGALG00000046262
coturnix_japonica ENSCJPG00005014546
meleagris_gallopavo ENSMGAG00000009046
dromaius_novaehollandiae ENSDNVG00000007267
crocodylus_porosus ENSCPRG00005006379
chrysemys_picta_bellii ENSCPBG00000012648
gopherus_agassizii ENSGAGG00000017216
chelonoidis_abingdonii ENSCABG00000021409
pelodiscus_sinensis ENSPSIG00000017704
pogona_vitticeps ENSPVIG00000019729
anolis_carolinensis ENSACAG00000004090
notechis_scutatus ENSNSUG00000020089
notamacropus_eugenii ENSMEUG00000015578
phascolarctos_cinereus ENSPCIG00000006966
sarcophilus_harrisii ENSSHAG00000017724
monodelphis_domestica ENSMODG00000015274
neovison_vison ENSNVIG00000013588
mustela_putorius_furo ENSMPUG00000002946
ursus_americanus ENSUAMG00000013739
ursus_maritimus ENSUMAG00000009473
ailuropoda_melanoleuca ENSAMEG00000016055
vulpes_vulpes ENSVVUG00000013352
canis_lupus_dingo ENSCAFG00020018680
canis_lupus_familiaris ENSCAFG00000009962
panthera_pardus ENSPPRG00000002920
panthera_tigris_altaica ENSPTIG00000004302
felis_catus ENSFCAG00000010538
bos_mutus ENSBMUG00000021695
bos_taurus ENSBTAG00000004693
bison_bison_bison ENSBBBG00000015575
ovis_aries ENSOARG00000001707
capra_hircus ENSCHIG00000014462
tursiops_truncatus ENSTTRG00000001491
sus_scrofa ENSSSCG00000009842
vicugna_pacos ENSVPAG00000008308
erinaceus_europaeus ENSEEUG00000013024
pteropus_vampyrus ENSPVAG00000017491
myotis_lucifugus ENSMLUG00000010585
equus_caballus ENSECAG00000018470
equus_asinus_asinus ENSEASG00005008751
saimiri_boliviensis_boliviensis ENSSBOG00000027014
cebus_capucinus ENSCCAG00000029947
callithrix_jacchus ENSCJAG00000009133
aotus_nancymaae ENSANAG00000038100
pan_paniscus ENSPPAG00000035713
pan_troglodytes ENSPTRG00000005519
gorilla_gorilla ENSGGOG00000000123
homo_sapiens ENSG00000183273
pongo_abelii ENSPPYG00000005017
nomascus_leucogenys ENSNLEG00000000226
macaca_fascicularis ENSMFAG00000003228
macaca_mulatta ENSMMUG00000010087
macaca_nemestrina ENSMNEG00000031360
theropithecus_gelada ENSTGEG00000022285
papio_anubis ENSPANG00000008729
mandrillus_leucophaeus ENSMLEG00000029843
cercocebus_atys ENSCATG00000033116
chlorocebus_sabaeus ENSCSAG00000002295
rhinopithecus_roxellana ENSRROG00000037609
rhinopithecus_bieti ENSRBIG00000041028
piliocolobus_tephrosceles ENSPTEG00000003203
colobus_angolensis_palliatus ENSCANG00000029896
carlito_syrichta ENSTSYG00000011158
prolemur_simus ENSPSMG00000000100
microcebus_murinus ENSMICG00000012404
otolemur_garnettii ENSOGAG00000010820
tupaia_belangeri ENSTBEG00000005126
cavia_porcellus ENSCPOG00000015551
cavia_aperea ENSCAPG00000014255
chinchilla_lanigera ENSCLAG00000013673
octodon_degus ENSODEG00000005468
heterocephalus_glaber_male ENSHGLG00100011923
heterocephalus_glaber_female ENSHGLG00000010014
fukomys_damarensis ENSFDAG00000000627
marmota_marmota_marmota ENSMMMG00000021368
urocitellus_parryii ENSUPAG00010017462
spermophilus_dauricus ENSSDAG00000021999
cricetulus_griseus_crigri-picr ENSCGRG00015002961
cricetulus_griseus_crigri ENSCGRG00000015962
cricetulus_griseus_chok1gshd ENSCGRG00001021437
mesocricetus_auratus ENSMAUG00000000676
microtus_ochrogaster ENSMOCG00000011345
peromyscus_maniculatus_bairdii ENSPEMG00000018944
mus_musculus ENSMUSG00000043913
mus_spicilegus ENSMSIG00000012141
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028635
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027636
mus_pahari MGP_PahariEiJ_G0024217
rattus_norvegicus ENSRNOG00000032684
meriones_unguiculatus ENSMUGG00000024520
nannospalax_galili ENSNGAG00000015336
jaculus_jaculus ENSJJAG00000016522
castor_canadensis ENSCCNG00000019625
ochotona_princeps ENSOPRG00000016996
oryctolagus_cuniculus ENSOCUG00000009665
choloepus_hoffmanni ENSCHOG00000013306
dasypus_novemcinctus ENSDNOG00000039130
procavia_capensis ENSPCAG00000000790
echinops_telfairi ENSETEG00000000967
loxodonta_africana ENSLAFG00000005420
xenopus_tropicalis ENSXETG00000025254
latimeria_chalumnae ENSLACG00000013862
esox_lucius ENSELUG00000005061
seriola_dumerili ENSSDUG00000017756
lepisosteus_oculatus ENSLOCG00000003175
