pan_troglodytes ENSPTRG00000051355
pan_paniscus ENSPPAG00000035726
gorilla_gorilla ENSGGOG00000023226
pongo_abelii ENSPPYG00000007802
piliocolobus_tephrosceles ENSPTEG00000008169
colobus_angolensis_palliatus ENSCANG00000026362
rhinopithecus_roxellana ENSRROG00000028967
mandrillus_leucophaeus ENSMLEG00000004833
cercocebus_atys ENSCATG00000044081
papio_anubis ENSPANG00000017361
theropithecus_gelada ENSTGEG00000016028
macaca_fascicularis ENSMFAG00000028403
macaca_mulatta ENSMMUG00000012824
macaca_nemestrina ENSMNEG00000044850
carlito_syrichta ENSTSYG00000026925
propithecus_coquereli ENSPCOG00000005130
microcebus_murinus ENSMICG00000026805
prolemur_simus ENSPSMG00000000034
otolemur_garnettii ENSOGAG00000034219
tupaia_belangeri ENSTBEG00000006892
tupaia_belangeri ENSTBEG00000006963
chinchilla_lanigera ENSCLAG00000017867
octodon_degus ENSODEG00000016011
cavia_porcellus ENSCPOG00000002084
heterocephalus_glaber_male ENSHGLG00100021172
heterocephalus_glaber_female ENSHGLG00000011959
marmota_marmota_marmota ENSMMMG00000024089
spermophilus_dauricus ENSSDAG00000014417
castor_canadensis ENSCCNG00000007676
castor_canadensis ENSCCNG00000007231
cricetulus_griseus_crigri-picr ENSCGRG00015021188
cricetulus_griseus_chok1gshd ENSCGRG00001011011
cricetulus_griseus_chok1gshd ENSCGRG00001010606
cricetulus_griseus_crigri-picr ENSCGRG00015021210
cricetulus_griseus_crigri ENSCGRG00000018984
mesocricetus_auratus ENSMAUG00000021086
microtus_ochrogaster ENSMOCG00000015381
peromyscus_maniculatus_bairdii ENSPEMG00000025847
peromyscus_maniculatus_bairdii ENSPEMG00000025420
mus_musculus ENSMUSG00000070375
mus_spicilegus ENSMSIG00000022912
mus_spicilegus ENSMSIG00000022928
mus_pahari MGP_PahariEiJ_G0017853
mus_pahari MGP_PahariEiJ_G0017852
mus_pahari MGP_PahariEiJ_G0008421
mus_musculus ENSMUSG00000070374
mus_spicilegus ENSMSIG00000022920
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017558
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0009408
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017559
mus_spicilegus ENSMSIG00000022907
mus_musculus ENSMUSG00000083188
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0008947
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016716
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016715
mus_pahari MGP_PahariEiJ_G0008420
mus_musculus ENSMUSG00000083886
rattus_norvegicus ENSRNOG00000048690
rattus_norvegicus ENSRNOG00000047153
rattus_norvegicus ENSRNOG00000048395
oryctolagus_cuniculus ENSOCUG00000012973
ochotona_princeps ENSOPRG00000014684
procavia_capensis ENSPCAG00000008017
homo_sapiens ENSG00000262085
echinops_telfairi ENSETEG00000010396
procavia_capensis ENSPCAG00000003762
canis_lupus_familiaris ENSCAFG00000019314
canis_lupus_dingo ENSCAFG00020008617
vulpes_vulpes ENSVVUG00000021936
neovison_vison ENSNVIG00000004590
ursus_americanus ENSUAMG00000001508
ursus_americanus ENSUAMG00000004764
ursus_maritimus ENSUMAG00000008215
ailuropoda_melanoleuca ENSAMEG00000019580
panthera_tigris_altaica ENSPTIG00000017645
panthera_pardus ENSPPRG00000003805
sorex_araneus ENSSARG00000007316
sorex_araneus ENSSARG00000005101
erinaceus_europaeus ENSEEUG00000015175
erinaceus_europaeus ENSEEUG00000015465
bos_taurus ENSBTAG00000019391
bos_mutus ENSBMUG00000018268
bison_bison_bison ENSBBBG00000023273
capra_hircus ENSCHIG00000024744
capra_hircus ENSCHIG00000026452
ovis_aries ENSOARG00000004120
sus_scrofa ENSSSCG00000038059
vicugna_pacos ENSVPAG00000000212
equus_caballus ENSECAG00000003268
equus_asinus_asinus ENSEASG00005009096
choloepus_hoffmanni ENSCHOG00000006535
choloepus_hoffmanni ENSCHOG00000011326
dasypus_novemcinctus ENSDNOG00000032477
notamacropus_eugenii ENSMEUG00000001402
monodelphis_domestica ENSMODG00000010869
sarcophilus_harrisii ENSSHAG00000005470
