pan_troglodytes ENSPTRG00000046151
pan_paniscus ENSPPAG00000023783
gorilla_gorilla ENSGGOG00000037649
homo_sapiens ENSG00000211784
pongo_abelii ENSPPYG00000005613
nomascus_leucogenys ENSNLEG00000035524
macaca_fascicularis ENSMFAG00000018221
macaca_nemestrina ENSMNEG00000000767
mandrillus_leucophaeus ENSMLEG00000024198
cercocebus_atys ENSCATG00000023287
theropithecus_gelada ENSTGEG00000016884
papio_anubis ENSPANG00000033138
chlorocebus_sabaeus ENSCSAG00000016425
rhinopithecus_roxellana ENSRROG00000038233
rhinopithecus_bieti ENSRBIG00000017713
piliocolobus_tephrosceles ENSPTEG00000022393
colobus_angolensis_palliatus ENSCANG00000002717
saimiri_boliviensis_boliviensis ENSSBOG00000004849
callithrix_jacchus ENSCJAG00000046511
cebus_capucinus ENSCCAG00000018262
aotus_nancymaae ENSANAG00000011778
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0002364
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0002363
mus_musculus ENSMUSG00000095088
mus_musculus ENSMUSG00000096615
peromyscus_maniculatus_bairdii ENSPEMG00000031050
ovis_aries ENSOARG00000003289
bos_taurus ENSBTAG00000050913
sus_scrofa ENSSSCG00000002095
equus_caballus ENSECAG00000032407
vulpes_vulpes ENSVVUG00000024608
canis_lupus_dingo ENSCAFG00020007986
ailuropoda_melanoleuca ENSAMEG00000005607
loxodonta_africana ENSLAFG00000027025
dasypus_novemcinctus ENSDNOG00000044111
