cynoglossus_semilaevis ENSCSEG00000004660
scophthalmus_maximus ENSSMAG00000014921
seriola_lalandi_dorsalis ENSSLDG00000011381
mola_mola ENSMMOG00000018621
maylandia_zebra ENSMZEG00005001742
pundamilia_nyererei ENSPNYG00000003645
astatotilapia_calliptera ENSACLG00000001950
haplochromis_burtoni ENSHBUG00000006454
kryptolebias_marmoratus ENSKMAG00000002765
amphiprion_percula ENSAPEG00000005947
stegastes_partitus ENSSPAG00000007001
esox_lucius ENSELUG00000020938
esox_lucius ENSELUG00000019947
astyanax_mexicanus ENSAMXG00000034658
scleropages_formosus ENSSFOG00015013519
eptatretus_burgeri ENSEBUG00000005096
eptatretus_burgeri ENSEBUG00000000908
