calidris_pugnax ENSCPUG00000017047
calidris_pygmaea ENSCPGG00000004535
melopsittacus_undulatus ENSMUNG00000002566
lepidothrix_coronata ENSLCOG00000001899
manacus_vitellinus ENSMVIG00005000686
junco_hyemalis ENSJHYG00000010095
zonotrichia_albicollis ENSZALG00000004391
ficedula_albicollis ENSFALG00000006214
lonchura_striata ENSLSDG00000009994
taeniopygia_guttata ENSTGUG00000003340
serinus_canaria ENSSCAG00000014048
parus_major ENSPMJG00000009529
cyanistes_caeruleus ENSCCEG00000021481
gallus_gallus ENSGALG00000012245
coturnix_japonica ENSCJPG00005006943
meleagris_gallopavo ENSMGAG00000011194
anser_brachyrhynchus ENSABRG00000004408
anas_platyrhynchos ENSAPLG00000014843
apteryx_rowi ENSARWG00000017574
apteryx_owenii ENSAOWG00000006133
apteryx_haastii ENSAHAG00000013934
dromaius_novaehollandiae ENSDNVG00000007928
nothoprocta_perdicaria ENSNPEG00000007273
crocodylus_porosus ENSCPRG00005012650
gopherus_agassizii ENSGAGG00000005678
chelonoidis_abingdonii ENSCABG00000002262
chrysemys_picta ENSCPBG00000016220
pelodiscus_sinensis ENSPSIG00000005521
pogona_vitticeps ENSPVIG00000004314
anolis_carolinensis ENSACAG00000014296
notechis_scutatus ENSNSUG00000012573
salvator_merianae ENSSMRG00000013014
sphenodon_punctatus ENSSPUG00000014335
phascolarctos_cinereus ENSPCIG00000008481
vombatus_ursinus ENSVURG00010001613
notamacropus_eugenii ENSMEUG00000002634
sarcophilus_harrisii ENSSHAG00000006870
monodelphis_domestica ENSMODG00000025138
pan_troglodytes ENSPTRG00000016303
pan_paniscus ENSPPAG00000028876
homo_sapiens ENSG00000197894
gorilla_gorilla ENSGGOG00000028244
pongo_abelii ENSPPYG00000014946
nomascus_leucogenys ENSNLEG00000013946
gorilla_gorilla ENSGGOG00000026362
pan_troglodytes ENSPTRG00000018324
pongo_abelii ENSPPYG00000016754
macaca_nemestrina ENSMNEG00000029974
macaca_mulatta ENSMMUG00000003552
macaca_fascicularis ENSMFAG00000044468
macaca_nemestrina ENSMNEG00000032188
theropithecus_gelada ENSTGEG00000025640
papio_anubis ENSPANG00000023417
cercocebus_atys ENSCATG00000043644
mandrillus_leucophaeus ENSMLEG00000030736
chlorocebus_sabaeus ENSCSAG00000004118
colobus_angolensis ENSCANG00000029316
