loxodonta_africana ENSLAFG00000003376
procavia_capensis ENSPCAG00000015394
echinops_telfairi ENSETEG00000003465
choloepus_hoffmanni ENSCHOG00000011345
dasypus_novemcinctus ENSDNOG00000000946
castor_canadensis ENSCCNG00000023148
dipodomys_ordii ENSDORG00000008302
mus_musculus ENSMUSG00000041849
mus_spicilegus ENSMSIG00000031830
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020531
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019634
mus_pahari MGP_PahariEiJ_G0016015
rattus_norvegicus ENSRNOG00000001271
meriones_unguiculatus ENSMUGG00000022123
microtus_ochrogaster ENSMOCG00000000830
peromyscus_maniculatus_bairdii ENSPEMG00000000513
cricetulus_griseus_chok1gshd ENSCGRG00001009142
cricetulus_griseus_crigri ENSCGRG00000007157
cricetulus_griseus_crigri-picr ENSCGRG00015019193
nannospalax_galili ENSNGAG00000001444
jaculus_jaculus ENSJJAG00000023358
octodon_degus ENSODEG00000002921
spermophilus_dauricus ENSSDAG00000005774
urocitellus_parryii ENSUPAG00010006471
marmota_marmota_marmota ENSMMMG00000017776
ictidomys_tridecemlineatus ENSSTOG00000027851
ochotona_princeps ENSOPRG00000003666
oryctolagus_cuniculus ENSOCUG00000005374
pan_paniscus ENSPPAG00000031567
pan_troglodytes ENSPTRG00000016823
gorilla_gorilla ENSGGOG00000003251
homo_sapiens ENSG00000132357
pongo_abelii ENSPPYG00000015423
nomascus_leucogenys ENSNLEG00000016512
papio_anubis ENSPANG00000007548
theropithecus_gelada ENSTGEG00000009820
cercocebus_atys ENSCATG00000038029
mandrillus_leucophaeus ENSMLEG00000031801
macaca_fascicularis ENSMFAG00000036194
macaca_mulatta ENSMMUG00000023808
macaca_nemestrina ENSMNEG00000032621
chlorocebus_sabaeus ENSCSAG00000016906
piliocolobus_tephrosceles ENSPTEG00000021677
colobus_angolensis_palliatus ENSCANG00000019752
rhinopithecus_roxellana ENSRROG00000034219
rhinopithecus_bieti ENSRBIG00000039446
cebus_capucinus ENSCCAG00000027253
saimiri_boliviensis_boliviensis ENSSBOG00000020523
aotus_nancymaae ENSANAG00000029436
callithrix_jacchus ENSCJAG00000007376
carlito_syrichta ENSTSYG00000029167
prolemur_simus ENSPSMG00000007871
propithecus_coquereli ENSPCOG00000020080
microcebus_murinus ENSMICG00000043072
otolemur_garnettii ENSOGAG00000027415
tupaia_belangeri ENSTBEG00000004552
myotis_lucifugus ENSMLUG00000007572
myotis_lucifugus ENSMLUG00000028646
pteropus_vampyrus ENSPVAG00000000924
sorex_araneus ENSSARG00000001484
erinaceus_europaeus ENSEEUG00000012186
ursus_maritimus ENSUMAG00000007533
ursus_americanus ENSUAMG00000025065
ailuropoda_melanoleuca ENSAMEG00000015421
mustela_putorius_furo ENSMPUG00000014751
neovison_vison ENSNVIG00000000542
canis_lupus_familiaris ENSCAFG00000018612
canis_lupus_dingo ENSCAFG00020012185
vulpes_vulpes ENSVVUG00000002120
panthera_pardus ENSPPRG00000005352
panthera_tigris_altaica ENSPTIG00000015544
felis_catus ENSFCAG00000025436
ovis_aries ENSOARG00000009262
capra_hircus ENSCHIG00000020994
bos_taurus ENSBTAG00000014374
bos_mutus ENSBMUG00000026242
bison_bison_bison ENSBBBG00000025191
tursiops_truncatus ENSTTRG00000010933
vicugna_pacos ENSVPAG00000002543
sus_scrofa ENSSSCG00000029367
equus_asinus_asinus ENSEASG00005013922
notamacropus_eugenii ENSMEUG00000013224
phascolarctos_cinereus ENSPCIG00000032846
sarcophilus_harrisii ENSSHAG00000013910
monodelphis_domestica ENSMODG00000020300
