scophthalmus_maximus ENSSMAG00000019638
gasterosteus_aculeatus ENSGACG00000011282
xiphophorus_maculatus ENSXMAG00000012455
xiphophorus_couchianus ENSXCOG00000015377
gambusia_affinis ENSGAFG00000019949
poecilia_mexicana ENSPMEG00000018854
poecilia_formosa ENSPFOG00000008730
poecilia_mexicana ENSPMEG00000023017
poecilia_formosa ENSPFOG00000023563
poecilia_latipinna ENSPLAG00000019124
poecilia_reticulata ENSPREG00000021546
fundulus_heteroclitus ENSFHEG00000000201
cyprinodon_variegatus ENSCVAG00000008736
kryptolebias_marmoratus ENSKMAG00000003437
oryzias_latipes_asm223469v1 ENSORLG00015003388
oryzias_latipes ENSORLG00020000189
oryzias_latipes ENSORLG00000015937
oryzias_melastigma ENSOMEG00000018086
takifugu_rubripes ENSTRUG00000005919
tetraodon_nigroviridis ENSTNIG00000012416
mola_mola ENSMMOG00000015044
labrus_bergylta ENSLBEG00000011367
seriola_lalandi_dorsalis ENSSLDG00000017148
seriola_dumerili ENSSDUG00000003967
cynoglossus_semilaevis ENSCSEG00000017363
monopterus_albus ENSMALG00000002188
mastacembelus_armatus ENSMAMG00000004511
anabas_testudineus ENSATEG00000024374
amphiprion_ocellaris ENSAOCG00000021096
amphiprion_percula ENSAPEG00000024726
acanthochromis_polyacanthus ENSAPOG00000022588
stegastes_partitus ENSSPAG00000018365
astatotilapia_calliptera ENSACLG00000018875
maylandia_zebra ENSMZEG00005023351
haplochromis_burtoni ENSHBUG00000006792
pundamilia_nyererei ENSPNYG00000021273
oreochromis_niloticus ENSONIG00000016601
neolamprologus_brichardi ENSNBRG00000002616
amphilophus_citrinellus ENSACIG00000016706
periophthalmus_magnuspinnatus ENSPMGG00000006435
hippocampus_comes ENSHCOG00000013078
gadus_morhua ENSGMOG00000006741
pygocentrus_nattereri ENSPNAG00000022219
astyanax_mexicanus ENSAMXG00000004933
ictalurus_punctatus ENSIPUG00000022788
danio_rerio ENSDARG00000052537
scleropages_formosus ENSSFOG00015020590
paramormyrops_kingsleyae ENSPKIG00000008154
lepisosteus_oculatus ENSLOCG00000002163
latimeria_chalumnae ENSLACG00000018809
