monodelphis_domestica ENSMODG00000012608
phascolarctos_cinereus ENSPCIG00000026065
sarcophilus_harrisii ENSSHAG00000009700
heterocephalus_glaber_female ENSHGLG00000004426
heterocephalus_glaber_male ENSHGLG00100002279
fukomys_damarensis ENSFDAG00000018620
octodon_degus ENSODEG00000002179
octodon_degus ENSODEG00000017505
chinchilla_lanigera ENSCLAG00000017516
cavia_aperea ENSCAPG00000009292
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026967
mus_spicilegus ENSMSIG00000010703
mus_musculus ENSMUSG00000039693
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026004
mus_pahari MGP_PahariEiJ_G0028340
rattus_norvegicus ENSRNOG00000008159
meriones_unguiculatus ENSMUGG00000021460
cricetulus_griseus_crigri ENSCGRG00000003551
cricetulus_griseus_chok1gshd ENSCGRG00001023156
cricetulus_griseus_crigri-picr ENSCGRG00015027836
microtus_ochrogaster ENSMOCG00000019148
peromyscus_maniculatus_bairdii ENSPEMG00000010737
nannospalax_galili ENSNGAG00000023802
jaculus_jaculus ENSJJAG00000019733
castor_canadensis ENSCCNG00000000826
dipodomys_ordii ENSDORG00000029544
spermophilus_dauricus ENSSDAG00000005639
ictidomys_tridecemlineatus ENSSTOG00000026763
marmota_marmota_marmota ENSMMMG00000004255
propithecus_coquereli ENSPCOG00000028663
otolemur_garnettii ENSOGAG00000024703
carlito_syrichta ENSTSYG00000030382
bos_taurus ENSBTAG00000052146
bison_bison_bison ENSBBBG00000007409
capra_hircus ENSCHIG00000023805
myotis_lucifugus ENSMLUG00000029223
equus_asinus_asinus ENSEASG00005022878
equus_caballus ENSECAG00000021233
ursus_americanus ENSUAMG00000013526
ursus_maritimus ENSUMAG00000012856
ailuropoda_melanoleuca ENSAMEG00000014972
neovison_vison ENSNVIG00000014681
canis_lupus_dingo ENSCAFG00020019362
panthera_tigris_altaica ENSPTIG00000019220
panthera_pardus ENSPPRG00000022763
felis_catus ENSFCAG00000030912
saimiri_boliviensis_boliviensis ENSSBOG00000034035
cebus_capucinus ENSCCAG00000034218
aotus_nancymaae ENSANAG00000029576
aotus_nancymaae ENSANAG00000019867
homo_sapiens ENSG00000066697
pongo_abelii ENSPPYG00000019447
piliocolobus_tephrosceles ENSPTEG00000035237
papio_anubis ENSPANG00000025681
loxodonta_africana ENSLAFG00000031827
dasypus_novemcinctus ENSDNOG00000035872
ornithorhynchus_anatinus ENSOANG00000002115
taeniopygia_guttata ENSTGUG00000008752
lonchura_striata_domestica ENSLSDG00000017010
serinus_canaria ENSSCAG00000007199
ficedula_albicollis ENSFALG00000004875
cyanistes_caeruleus ENSCCEG00000012985
parus_major ENSPMJG00000014067
zonotrichia_albicollis ENSZALG00000001639
junco_hyemalis ENSJHYG00000014271
manacus_vitellinus ENSMVIG00005002149
manacus_vitellinus ENSMVIG00005005114
melopsittacus_undulatus ENSMUNG00000002821
calidris_pygmaea ENSCPGG00000002573
calidris_pugnax ENSCPUG00000006257
gallus_gallus ENSGALG00000013403
coturnix_japonica ENSCJPG00005007057
meleagris_gallopavo ENSMGAG00000007604
numida_meleagris ENSNMEG00000009423
anser_brachyrhynchus ENSABRG00000019244
anas_platyrhynchos_platyrhynchos ENSAPLG00000013833
apteryx_owenii ENSAOWG00000017791
apteryx_haastii ENSAHAG00000003406
apteryx_rowi ENSARWG00000002614
dromaius_novaehollandiae ENSDNVG00000012381
nothoprocta_perdicaria ENSNPEG00000005192
crocodylus_porosus ENSCPRG00005013789
gopherus_agassizii ENSGAGG00000007352
chelonoidis_abingdonii ENSCABG00000014981
chrysemys_picta_bellii ENSCPBG00000001654
pogona_vitticeps ENSPVIG00000000706
anolis_carolinensis ENSACAG00000025458
notechis_scutatus ENSNSUG00000005726
salvator_merianae ENSSMRG00000009929
sphenodon_punctatus ENSSPUG00000013353
xenopus_tropicalis ENSXETG00000013983
latimeria_chalumnae ENSLACG00000007729
