pygocentrus_nattereri ENSPNAG00000017785
astyanax_mexicanus ENSAMXG00000021465
ictalurus_punctatus ENSIPUG00000006586
danio_rerio ENSDARG00000018491
takifugu_rubripes ENSTRUG00000005810
tetraodon_nigroviridis ENSTNIG00000008145
gasterosteus_aculeatus ENSGACG00000002512
labrus_bergylta ENSLBEG00000016639
mola_mola ENSMMOG00000004631
seriola_lalandi_dorsalis ENSSLDG00000009396
seriola_dumerili ENSSDUG00000003182
scophthalmus_maximus ENSSMAG00000018253
monopterus_albus ENSMALG00000008565
mastacembelus_armatus ENSMAMG00000022915
anabas_testudineus ENSATEG00000014766
xiphophorus_maculatus ENSXMAG00000018874
xiphophorus_couchianus ENSXCOG00000006669
gambusia_affinis ENSGAFG00000009338
poecilia_formosa ENSPFOG00000005064
poecilia_mexicana ENSPMEG00000006697
poecilia_latipinna ENSPLAG00000020318
poecilia_reticulata ENSPREG00000014839
cyprinodon_variegatus ENSCVAG00000007467
fundulus_heteroclitus ENSFHEG00000004031
kryptolebias_marmoratus ENSKMAG00000015460
oryzias_latipes ENSORLG00000007272
oryzias_latipes_asm223469v1 ENSORLG00015019029
oryzias_latipes ENSORLG00020018758
oryzias_melastigma ENSOMEG00000013013
pundamilia_nyererei ENSPNYG00000022550
haplochromis_burtoni ENSHBUG00000022226
maylandia_zebra ENSMZEG00005021209
astatotilapia_calliptera ENSACLG00000022456
neolamprologus_brichardi ENSNBRG00000002582
oreochromis_niloticus ENSONIG00000014419
amphilophus_citrinellus ENSACIG00000002364
amphiprion_ocellaris ENSAOCG00000022257
amphiprion_percula ENSAPEG00000023462
acanthochromis_polyacanthus ENSAPOG00000022454
stegastes_partitus ENSSPAG00000020959
stegastes_partitus ENSSPAG00000004435
cynoglossus_semilaevis ENSCSEG00000011394
cynoglossus_semilaevis ENSCSEG00000007499
cynoglossus_semilaevis ENSCSEG00000007506
periophthalmus_magnuspinnatus ENSPMGG00000015310
hippocampus_comes ENSHCOG00000000171
gadus_morhua ENSGMOG00000009955
esox_lucius ENSELUG00000010710
