anabas_testudineus ENSATEG00000021153
amphiprion_percula ENSAPEG00000021366
gasterosteus_aculeatus ENSGACG00000015899
mola_mola ENSMMOG00000008211
labrus_bergylta ENSLBEG00000028792
seriola_lalandi_dorsalis ENSSLDG00000024621
seriola_dumerili ENSSDUG00000003601
scophthalmus_maximus ENSSMAG00000012371
mastacembelus_armatus ENSMAMG00000002067
monopterus_albus ENSMALG00000002031
maylandia_zebra ENSMZEG00005023754
astatotilapia_calliptera ENSACLG00000011954
pundamilia_nyererei ENSPNYG00000015178
haplochromis_burtoni ENSHBUG00000014870
neolamprologus_brichardi ENSNBRG00000017249
amphilophus_citrinellus ENSACIG00000014520
acanthochromis_polyacanthus ENSAPOG00000003456
amphiprion_ocellaris ENSAOCG00000003332
poecilia_formosa ENSPFOG00000020146
poecilia_reticulata ENSPREG00000010507
poecilia_latipinna ENSPLAG00000020984
poecilia_mexicana ENSPMEG00000012418
xiphophorus_maculatus ENSXMAG00000019693
xiphophorus_couchianus ENSXCOG00000013681
gambusia_affinis ENSGAFG00000006051
cyprinodon_variegatus ENSCVAG00000013467
oryzias_latipes ENSORLG00020007831
oryzias_latipes_asm223469v1 ENSORLG00015005948
oryzias_latipes ENSORLG00000023687
oryzias_melastigma ENSOMEG00000014593
fundulus_heteroclitus ENSFHEG00000015409
periophthalmus_magnuspinnatus ENSPMGG00000023188
stegastes_partitus ENSSPAG00000018779
gadus_morhua ENSGMOG00000005036
cynoglossus_semilaevis ENSCSEG00000006118
pygocentrus_nattereri ENSPNAG00000026666
astyanax_mexicanus ENSAMXG00000025268
ictalurus_punctatus ENSIPUG00000003809
danio_rerio ENSDARG00000093064
scleropages_formosus ENSSFOG00015000410
bos_taurus ENSBTAG00000051612
bos_mutus ENSBMUG00000014616
bison_bison_bison ENSBBBG00000021149
capra_hircus ENSCHIG00000006114
ovis_aries ENSOARG00000004187
sus_scrofa ENSSSCG00000033236
canis_lupus_dingo ENSCAFG00020001050
vulpes_vulpes ENSVVUG00000019780
neovison_vison ENSNVIG00000006483
ursus_americanus ENSUAMG00000021333
ursus_maritimus ENSUMAG00000007344
panthera_pardus ENSPPRG00000018157
panthera_tigris_altaica ENSPTIG00000005316
felis_catus ENSFCAG00000030603
equus_caballus ENSECAG00000029492
equus_asinus_asinus ENSEASG00005016960
pan_paniscus ENSPPAG00000033127
homo_sapiens ENSG00000253457
nomascus_leucogenys ENSNLEG00000019119
piliocolobus_tephrosceles ENSPTEG00000031891
colobus_angolensis_palliatus ENSCANG00000018695
rhinopithecus_roxellana ENSRROG00000017435
rhinopithecus_bieti ENSRBIG00000026283
macaca_mulatta ENSMMUG00000038155
macaca_nemestrina ENSMNEG00000026668
macaca_fascicularis ENSMFAG00000026077
mandrillus_leucophaeus ENSMLEG00000027072
theropithecus_gelada ENSTGEG00000004958
papio_anubis ENSPANG00000008816
cercocebus_atys ENSCATG00000020547
chlorocebus_sabaeus ENSCSAG00000018528
carlito_syrichta ENSTSYG00000027304
propithecus_coquereli ENSPCOG00000026359
prolemur_simus ENSPSMG00000007631
microcebus_murinus ENSMICG00000042305
mus_spicilegus ENSMSIG00000025817
mus_musculus ENSMUSG00000094500
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032086
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030969
mus_pahari MGP_PahariEiJ_G0021438
rattus_norvegicus ENSRNOG00000049689
meriones_unguiculatus ENSMUGG00000003065
cricetulus_griseus_chok1gshd ENSCGRG00001006260
cricetulus_griseus_crigri ENSCGRG00000018928
cricetulus_griseus_crigri-picr ENSCGRG00015024967
mesocricetus_auratus ENSMAUG00000012861
microtus_ochrogaster ENSMOCG00000000211
peromyscus_maniculatus_bairdii ENSPEMG00000028343
nannospalax_galili ENSNGAG00000003024
castor_canadensis ENSCCNG00000017237
urocitellus_parryii ENSUPAG00010016863
spermophilus_dauricus ENSSDAG00000011547
marmota_marmota_marmota ENSMMMG00000014049
heterocephalus_glaber_female ENSHGLG00000002636
heterocephalus_glaber_male ENSHGLG00100010304
fukomys_damarensis ENSFDAG00000014459
cavia_porcellus ENSCPOG00000032073
chinchilla_lanigera ENSCLAG00000000790
dasypus_novemcinctus ENSDNOG00000038031
phascolarctos_cinereus ENSPCIG00000002084
apteryx_owenii ENSAOWG00000005267
apteryx_haastii ENSAHAG00000019555
apteryx_rowi ENSARWG00000005068
dromaius_novaehollandiae ENSDNVG00000011750
nothoprocta_perdicaria ENSNPEG00000016216
gallus_gallus ENSGALG00000049741
coturnix_japonica ENSCJPG00005008956
numida_meleagris ENSNMEG00000014387
anser_brachyrhynchus ENSABRG00000019641
anas_platyrhynchos_platyrhynchos ENSAPLG00000029519
calidris_pugnax ENSCPUG00000015552
calidris_pygmaea ENSCPGG00000001910
melopsittacus_undulatus ENSMUNG00000002724
manacus_vitellinus ENSMVIG00005004874
lepidothrix_coronata ENSLCOG00000009000
serinus_canaria ENSSCAG00000004274
lonchura_striata_domestica ENSLSDG00000012207
junco_hyemalis ENSJHYG00000001585
zonotrichia_albicollis ENSZALG00000010214
parus_major ENSPMJG00000005739
cyanistes_caeruleus ENSCCEG00000023669
gopherus_agassizii ENSGAGG00000022643
chelonoidis_abingdonii ENSCABG00000014473
chrysemys_picta_bellii ENSCPBG00000013433
pogona_vitticeps ENSPVIG00000007240
notechis_scutatus ENSNSUG00000015287
salvator_merianae ENSSMRG00000018680
sphenodon_punctatus ENSSPUG00000017539
