loxodonta_africana ENSLAFG00000007923
procavia_capensis ENSPCAG00000012572
echinops_telfairi ENSETEG00000015850
dasypus_novemcinctus ENSDNOG00000035824
capra_hircus ENSCHIG00000015403
ovis_aries ENSOARG00000016611
bos_taurus ENSBTAG00000001725
bos_mutus ENSBMUG00000016790
bison_bison_bison ENSBBBG00000007950
tursiops_truncatus ENSTTRG00000008981
sus_scrofa ENSSSCG00000032474
vicugna_pacos ENSVPAG00000011251
pteropus_vampyrus ENSPVAG00000015382
myotis_lucifugus ENSMLUG00000005312
ursus_maritimus ENSUMAG00000007653
ursus_americanus ENSUAMG00000024887
ailuropoda_melanoleuca ENSAMEG00000011752
neovison_vison ENSNVIG00000014180
mustela_putorius_furo ENSMPUG00000008689
canis_lupus_familiaris ENSCAFG00000008584
canis_lupus_dingo ENSCAFG00020011575
vulpes_vulpes ENSVVUG00000023469
panthera_pardus ENSPPRG00000014199
panthera_tigris_altaica ENSPTIG00000010630
felis_catus ENSFCAG00000042149
sorex_araneus ENSSARG00000012408
equus_asinus_asinus ENSEASG00005016483
equus_caballus ENSECAG00000013300
homo_sapiens ENSG00000169245
gorilla_gorilla ENSGGOG00000010573
pan_paniscus ENSPPAG00000038167
pan_troglodytes ENSPTRG00000016182
pongo_abelii ENSPPYG00000014854
nomascus_leucogenys ENSNLEG00000008066
rhinopithecus_bieti ENSRBIG00000038550
rhinopithecus_bieti ENSRBIG00000036558
rhinopithecus_roxellana ENSRROG00000012630
piliocolobus_tephrosceles ENSPTEG00000025552
colobus_angolensis_palliatus ENSCANG00000034537
macaca_nemestrina ENSMNEG00000045574
macaca_fascicularis ENSMFAG00000038088
macaca_mulatta ENSMMUG00000020903
cercocebus_atys ENSCATG00000035830
theropithecus_gelada ENSTGEG00000013262
papio_anubis ENSPANG00000008857
mandrillus_leucophaeus ENSMLEG00000039958
chlorocebus_sabaeus ENSCSAG00000004654
cebus_capucinus ENSCCAG00000029689
saimiri_boliviensis_boliviensis ENSSBOG00000017069
callithrix_jacchus ENSCJAG00000044188
aotus_nancymaae ENSANAG00000022424
otolemur_garnettii ENSOGAG00000032136
prolemur_simus ENSPSMG00000012310
microcebus_murinus ENSMICG00000032301
propithecus_coquereli ENSPCOG00000024365
carlito_syrichta ENSTSYG00000000810
tupaia_belangeri ENSTBEG00000007354
castor_canadensis ENSCCNG00000002659
dipodomys_ordii ENSDORG00000010367
chinchilla_lanigera ENSCLAG00000006030
octodon_degus ENSODEG00000001398
cavia_aperea ENSCAPG00000013767
cavia_porcellus ENSCPOG00000034843
heterocephalus_glaber_female ENSHGLG00000016552
heterocephalus_glaber_male ENSHGLG00100007471
fukomys_damarensis ENSFDAG00000002405
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028413
mus_musculus ENSMUSG00000034855
mus_spicilegus ENSMSIG00000019679
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027416
mus_pahari MGP_PahariEiJ_G0017194
rattus_norvegicus ENSRNOG00000022256
meriones_unguiculatus ENSMUGG00000021179
cricetulus_griseus_crigri ENSCGRG00000002606
cricetulus_griseus_chok1gshd ENSCGRG00001000274
cricetulus_griseus_crigri-picr ENSCGRG00015011370
mesocricetus_auratus ENSMAUG00000014213
peromyscus_maniculatus_bairdii ENSPEMG00000026215
microtus_ochrogaster ENSMOCG00000018928
nannospalax_galili ENSNGAG00000011040
jaculus_jaculus ENSJJAG00000020115
spermophilus_dauricus ENSSDAG00000008056
urocitellus_parryii ENSUPAG00010009348
ictidomys_tridecemlineatus ENSSTOG00000026861
marmota_marmota_marmota ENSMMMG00000006592
oryctolagus_cuniculus ENSOCUG00000016280
ochotona_princeps ENSOPRG00000016142
phascolarctos_cinereus ENSPCIG00000007034
notamacropus_eugenii ENSMEUG00000011487
monodelphis_domestica ENSMODG00000025268
sarcophilus_harrisii ENSSHAG00000002663
gopherus_agassizii ENSGAGG00000019584
chelonoidis_abingdonii ENSCABG00000009920
chrysemys_picta_bellii ENSCPBG00000019471
chrysemys_picta_bellii ENSCPBG00000019468
crocodylus_porosus ENSCPRG00005006846
sphenodon_punctatus ENSSPUG00000006682
apteryx_rowi ENSARWG00000003064
apteryx_owenii ENSAOWG00000019076
dromaius_novaehollandiae ENSDNVG00000007668
