apteryx_owenii ENSAOWG00000006539
apteryx_haastii ENSAHAG00000004841
apteryx_rowi ENSARWG00000003119
dromaius_novaehollandiae ENSDNVG00000014990
nothoprocta_perdicaria ENSNPEG00000010854
anser_brachyrhynchus ENSABRG00000003006
anas_platyrhynchos_platyrhynchos ENSAPLG00000012410
meleagris_gallopavo ENSMGAG00000006004
coturnix_japonica ENSCJPG00005001622
gallus_gallus ENSGALG00000020729
numida_meleagris ENSNMEG00000004550
melopsittacus_undulatus ENSMUNG00000006834
cyanistes_caeruleus ENSCCEG00000012182
parus_major ENSPMJG00000001281
ficedula_albicollis ENSFALG00000010903
taeniopygia_guttata ENSTGUG00000002444
taeniopygia_guttata ENSTGUG00000015623
lonchura_striata_domestica ENSLSDG00000013978
serinus_canaria ENSSCAG00000015020
zonotrichia_albicollis ENSZALG00000006459
junco_hyemalis ENSJHYG00000013639
lepidothrix_coronata ENSLCOG00000013470
manacus_vitellinus ENSMVIG00005006333
calidris_pugnax ENSCPUG00000018338
calidris_pygmaea ENSCPGG00000016736
crocodylus_porosus ENSCPRG00005012315
gopherus_agassizii ENSGAGG00000008600
chelonoidis_abingdonii ENSCABG00000005566
chrysemys_picta_bellii ENSCPBG00000023288
pelodiscus_sinensis ENSPSIG00000016473
anolis_carolinensis ENSACAG00000000870
pogona_vitticeps ENSPVIG00000002064
notechis_scutatus ENSNSUG00000019192
salvator_merianae ENSSMRG00000022532
sphenodon_punctatus ENSSPUG00000012616
phascolarctos_cinereus ENSPCIG00000019329
notamacropus_eugenii ENSMEUG00000005083
monodelphis_domestica ENSMODG00000005082
sarcophilus_harrisii ENSSHAG00000015542
dasypus_novemcinctus ENSDNOG00000019414
choloepus_hoffmanni ENSCHOG00000007201
cavia_porcellus ENSCPOG00000014030
cavia_aperea ENSCAPG00000012917
chinchilla_lanigera ENSCLAG00000015585
octodon_degus ENSODEG00000006100
heterocephalus_glaber_male ENSHGLG00100012870
heterocephalus_glaber_female ENSHGLG00000012482
fukomys_damarensis ENSFDAG00000015496
marmota_marmota_marmota ENSMMMG00000001808
spermophilus_dauricus ENSSDAG00000002888
urocitellus_parryii ENSUPAG00010019823
ictidomys_tridecemlineatus ENSSTOG00000009865
castor_canadensis ENSCCNG00000026367
dipodomys_ordii ENSDORG00000016314
peromyscus_maniculatus_bairdii ENSPEMG00000018620
microtus_ochrogaster ENSMOCG00000000938
cricetulus_griseus_chok1gshd ENSCGRG00001000888
cricetulus_griseus_crigri ENSCGRG00000006297
cricetulus_griseus_crigri-picr ENSCGRG00015008919
mesocricetus_auratus ENSMAUG00000017597
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025286
mus_musculus ENSMUSG00000027384
mus_spicilegus ENSMSIG00000025566
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024366
mus_pahari MGP_PahariEiJ_G0025812
rattus_norvegicus ENSRNOG00000004784
meriones_unguiculatus ENSMUGG00000012345
jaculus_jaculus ENSJJAG00000021926
oryctolagus_cuniculus ENSOCUG00000005419
ochotona_princeps ENSOPRG00000001410
microcebus_murinus ENSMICG00000011449
prolemur_simus ENSPSMG00000000783
propithecus_coquereli ENSPCOG00000028335
otolemur_garnettii ENSOGAG00000016916
pan_troglodytes ENSPTRG00000013259
pan_paniscus ENSPPAG00000044089
homo_sapiens ENSG00000101247
gorilla_gorilla ENSGGOG00000006702
pongo_abelii ENSPPYG00000010716
nomascus_leucogenys ENSNLEG00000014575
macaca_fascicularis ENSMFAG00000044840
macaca_mulatta ENSMMUG00000012354
macaca_nemestrina ENSMNEG00000040246
papio_anubis ENSPANG00000022387
cercocebus_atys ENSCATG00000036297
theropithecus_gelada ENSTGEG00000016332
mandrillus_leucophaeus ENSMLEG00000029043
chlorocebus_sabaeus ENSCSAG00000011769
piliocolobus_tephrosceles ENSPTEG00000037150
colobus_angolensis_palliatus ENSCANG00000032926
rhinopithecus_roxellana ENSRROG00000042190
rhinopithecus_bieti ENSRBIG00000028518
saimiri_boliviensis_boliviensis ENSSBOG00000027006
cebus_capucinus ENSCCAG00000020520
callithrix_jacchus ENSCJAG00000004655
aotus_nancymaae ENSANAG00000025436
carlito_syrichta ENSTSYG00000010000
vicugna_pacos ENSVPAG00000005292
sus_scrofa ENSSSCG00000007076
capra_hircus ENSCHIG00000019544
ovis_aries ENSOARG00000011254
bos_taurus ENSBTAG00000004302
bos_mutus ENSBMUG00000017456
bison_bison_bison ENSBBBG00000013457
tursiops_truncatus ENSTTRG00000005391
canis_lupus_familiaris ENSCAFG00000005571
canis_lupus_dingo ENSCAFG00020027529
vulpes_vulpes ENSVVUG00000014314
ursus_maritimus ENSUMAG00000008586
ursus_americanus ENSUAMG00000005927
ailuropoda_melanoleuca ENSAMEG00000008837
mustela_putorius_furo ENSMPUG00000001446
neovison_vison ENSNVIG00000017538
panthera_tigris_altaica ENSPTIG00000019550
panthera_pardus ENSPPRG00000012600
felis_catus ENSFCAG00000027094
myotis_lucifugus ENSMLUG00000013089
pteropus_vampyrus ENSPVAG00000001297
erinaceus_europaeus ENSEEUG00000015873
sorex_araneus ENSSARG00000004084
equus_caballus ENSECAG00000011021
equus_asinus_asinus ENSEASG00005001785
procavia_capensis ENSPCAG00000013363
echinops_telfairi ENSETEG00000004473
loxodonta_africana ENSLAFG00000005487
ornithorhynchus_anatinus ENSOANG00000008433
xenopus_tropicalis ENSXETG00000008078
latimeria_chalumnae ENSLACG00000016605
pygocentrus_nattereri ENSPNAG00000003247
astyanax_mexicanus ENSAMXG00000001169
ictalurus_punctatus ENSIPUG00000006437
danio_rerio ENSDARG00000061629
oryzias_latipes_asm223469v1 ENSORLG00015022812
oryzias_latipes ENSORLG00000027460
oryzias_melastigma ENSOMEG00000009351
kryptolebias_marmoratus ENSKMAG00000005075
astatotilapia_calliptera ENSACLG00000002961
maylandia_zebra ENSMZEG00005013897
pundamilia_nyererei ENSPNYG00000015685
haplochromis_burtoni ENSHBUG00000001909
oreochromis_niloticus ENSONIG00000006801
neolamprologus_brichardi ENSNBRG00000020263
amphilophus_citrinellus ENSACIG00000018247
monopterus_albus ENSMALG00000007286
labrus_bergylta ENSLBEG00000022833
labrus_bergylta ENSLBEG00000011015
scophthalmus_maximus ENSSMAG00000021065
tetraodon_nigroviridis ENSTNIG00000002738
takifugu_rubripes ENSTRUG00000009337
mola_mola ENSMMOG00000018697
gasterosteus_aculeatus ENSGACG00000019689
seriola_dumerili ENSSDUG00000019500
seriola_lalandi_dorsalis ENSSLDG00000000918
mastacembelus_armatus ENSMAMG00000018635
anabas_testudineus ENSATEG00000016301
amphiprion_percula ENSAPEG00000022351
amphiprion_ocellaris ENSAOCG00000006077
acanthochromis_polyacanthus ENSAPOG00000024361
stegastes_partitus ENSSPAG00000019035
xiphophorus_maculatus ENSXMAG00000017654
xiphophorus_couchianus ENSXCOG00000010732
gambusia_affinis ENSGAFG00000000563
poecilia_latipinna ENSPLAG00000006424
poecilia_formosa ENSPFOG00000010169
poecilia_mexicana ENSPMEG00000010683
poecilia_reticulata ENSPREG00000004464
fundulus_heteroclitus ENSFHEG00000014825
cyprinodon_variegatus ENSCVAG00000007958
periophthalmus_magnuspinnatus ENSPMGG00000016889
hippocampus_comes ENSHCOG00000010195
cynoglossus_semilaevis ENSCSEG00000001166
gadus_morhua ENSGMOG00000015595
esox_lucius ENSELUG00000000412
paramormyrops_kingsleyae ENSPKIG00000024484
scleropages_formosus ENSSFOG00015010167
lepisosteus_oculatus ENSLOCG00000015981
petromyzon_marinus ENSPMAG00000006184
eptatretus_burgeri ENSEBUG00000003431
ciona_savignyi ENSCSAVG00000010767
ciona_intestinalis ENSCING00000008340
drosophila_melanogaster FBgn0033891
caenorhabditis_elegans_strain_n2 WBGene00010721
