scleropages_formosus ENSSFOG00015018387
paramormyrops_kingsleyae ENSPKIG00000016514
stegastes_partitus ENSSPAG00000018920
mastacembelus_armatus ENSMAMG00000018946
gouania_willdenowi ENSGWIG00000025506
cynoglossus_semilaevis ENSCSEG00000017724
amphiprion_ocellaris ENSAOCG00000007010
amphiprion_percula ENSAPEG00000002144
acanthochromis_polyacanthus ENSAPOG00000002887
parambassis_ranga ENSPRNG00000009882
pundamilia_nyererei ENSPNYG00000002987
astatotilapia_calliptera ENSACLG00000012770
maylandia_zebra ENSMZEG00005026846
oreochromis_niloticus ENSONIG00000020373
neolamprologus_brichardi ENSNBRG00000018956
amphilophus_citrinellus ENSACIG00000003657
xiphophorus_maculatus ENSXMAG00000002133
xiphophorus_couchianus ENSXCOG00000010207
gambusia_affinis ENSGAFG00000020578
poecilia_mexicana ENSPMEG00000020823
poecilia_latipinna ENSPLAG00000011903
poecilia_formosa ENSPFOG00000010744
poecilia_reticulata ENSPREG00000019995
fundulus_heteroclitus ENSFHEG00000022753
cyprinodon_variegatus ENSCVAG00000018017
kryptolebias_marmoratus ENSKMAG00000018923
oryzias_latipes ENSORLG00015000874
oryzias_latipes ENSORLG00020009221
oryzias_latipes ENSORLG00000008485
oryzias_melastigma ENSOMEG00000002796
takifugu_rubripes ENSTRUG00000014866
tetraodon_nigroviridis ENSTNIG00000002767
mola_mola ENSMMOG00000012399
larimichthys_crocea ENSLCRG00005017514
labrus_bergylta ENSLBEG00000027274
cottoperca_gobio ENSCGOG00000004036
gasterosteus_aculeatus ENSGACG00000009021
hippocampus_comes ENSHCOG00000013572
seriola_dumerili ENSSDUG00000022346
seriola_lalandi ENSSLDG00000017783
lates_calcarifer ENSLCAG00010007845
scophthalmus_maximus ENSSMAG00000010006
anabas_testudineus ENSATEG00000023564
periophthalmus_magnuspinnatus ENSPMGG00000016134
gadus_morhua ENSGMOG00000009002
hucho_hucho ENSHHUG00000026097
hucho_hucho ENSHHUG00000025962
esox_lucius ENSELUG00000010600
clupea_harengus ENSCHAG00000008228
denticeps_clupeoides ENSDCDG00000029490
astyanax_mexicanus ENSAMXG00000014101
astyanax_mexicanus ENSAMXG00005019700
pygocentrus_nattereri ENSPNAG00000015527
ictalurus_punctatus ENSIPUG00000005968
electrophorus_electricus ENSEEEG00000018571
danio_rerio ENSDARG00000044754
erpetoichthys_calabaricus ENSECRG00000006327
chrysemys_picta ENSCPBG00000024568
sphenodon_punctatus ENSSPUG00000009488
