oryctolagus_cuniculus ENSOCUG00000005390
nomascus_leucogenys ENSNLEG00000011361
mustela_putorius_furo ENSMPUG00000010891
sorex_araneus ENSSARG00000004771
dasypus_novemcinctus ENSDNOG00000010382
piliocolobus_tephrosceles ENSPTEG00000025998
seriola_lalandi_dorsalis ENSSLDG00000015722
scophthalmus_maximus ENSSMAG00000001324
esox_lucius ENSELUG00000020913
pygocentrus_nattereri ENSPNAG00000001890
xenopus_tropicalis ENSXETG00000003817
acanthochromis_polyacanthus ENSAPOG00000014960
fundulus_heteroclitus ENSFHEG00000021967
esox_lucius ENSELUG00000001404
xenopus_tropicalis ENSXETG00000006489
xenopus_tropicalis ENSXETG00000025956
xenopus_tropicalis ENSXETG00000024246
xenopus_tropicalis ENSXETG00000025952
xenopus_tropicalis ENSXETG00000017373
xenopus_tropicalis ENSXETG00000019840
xenopus_tropicalis ENSXETG00000024245
xenopus_tropicalis ENSXETG00000017351
xenopus_tropicalis ENSXETG00000033108
xenopus_tropicalis ENSXETG00000025955
xenopus_tropicalis ENSXETG00000027334
xenopus_tropicalis ENSXETG00000033259
xenopus_tropicalis ENSXETG00000000727
xenopus_tropicalis ENSXETG00000033789
xenopus_tropicalis ENSXETG00000009586
xenopus_tropicalis ENSXETG00000030854
xenopus_tropicalis ENSXETG00000033861
xenopus_tropicalis ENSXETG00000017336
xenopus_tropicalis ENSXETG00000025954
xenopus_tropicalis ENSXETG00000034023
xenopus_tropicalis ENSXETG00000002252
xenopus_tropicalis ENSXETG00000032739
xenopus_tropicalis ENSXETG00000007072
xenopus_tropicalis ENSXETG00000024215
xenopus_tropicalis ENSXETG00000020960
xenopus_tropicalis ENSXETG00000033021
xenopus_tropicalis ENSXETG00000032169
xenopus_tropicalis ENSXETG00000027145
xenopus_tropicalis ENSXETG00000027484
xenopus_tropicalis ENSXETG00000020822
xenopus_tropicalis ENSXETG00000033657
xenopus_tropicalis ENSXETG00000012399
xenopus_tropicalis ENSXETG00000029975
xenopus_tropicalis ENSXETG00000004686
xenopus_tropicalis ENSXETG00000020496
xenopus_tropicalis ENSXETG00000030603
xenopus_tropicalis ENSXETG00000027151
xenopus_tropicalis ENSXETG00000011624
chrysemys_picta_bellii ENSCPBG00000002408
eptatretus_burgeri ENSEBUG00000002095
