manacus_vitellinus ENSMVIG00005010074
zonotrichia_albicollis ENSZALG00000000349
melopsittacus_undulatus ENSMUNG00000006987
anas_platyrhynchos_platyrhynchos ENSAPLG00000026799
dromaius_novaehollandiae ENSDNVG00000008536
crocodylus_porosus ENSCPRG00005006475
chelonoidis_abingdonii ENSCABG00000020001
gopherus_agassizii ENSGAGG00000008602
chrysemys_picta_bellii ENSCPBG00000017065
salvator_merianae ENSSMRG00000014321
theropithecus_gelada ENSTGEG00000020709
piliocolobus_tephrosceles ENSPTEG00000020986
