monopterus_albus ENSMALG00000006366
mastacembelus_armatus ENSMAMG00000005175
anabas_testudineus ENSATEG00000000765
maylandia_zebra ENSMZEG00005016271
astatotilapia_calliptera ENSACLG00000025725
pundamilia_nyererei ENSPNYG00000009668
haplochromis_burtoni ENSHBUG00000012833
neolamprologus_brichardi ENSNBRG00000010930
oreochromis_niloticus ENSONIG00000013116
amphilophus_citrinellus ENSACIG00000000377
seriola_dumerili ENSSDUG00000023567
seriola_lalandi_dorsalis ENSSLDG00000014036
labrus_bergylta ENSLBEG00000021189
takifugu_rubripes ENSTRUG00000002521
takifugu_rubripes ENSTRUG00000006334
tetraodon_nigroviridis ENSTNIG00000002620
mola_mola ENSMMOG00000021118
gasterosteus_aculeatus ENSGACG00000018237
scophthalmus_maximus ENSSMAG00000017172
amphiprion_ocellaris ENSAOCG00000020515
amphiprion_percula ENSAPEG00000004725
acanthochromis_polyacanthus ENSAPOG00000006878
stegastes_partitus ENSSPAG00000022793
cyprinodon_variegatus ENSCVAG00000005266
fundulus_heteroclitus ENSFHEG00000000833
xiphophorus_maculatus ENSXMAG00000024627
xiphophorus_couchianus ENSXCOG00000005106
xiphophorus_maculatus ENSXMAG00000024574
xiphophorus_couchianus ENSXCOG00000007281
poecilia_formosa ENSPFOG00000012613
poecilia_latipinna ENSPLAG00000013985
poecilia_mexicana ENSPMEG00000017730
poecilia_formosa ENSPFOG00000022159
poecilia_mexicana ENSPMEG00000002434
poecilia_latipinna ENSPLAG00000023623
poecilia_mexicana ENSPMEG00000005152
poecilia_mexicana ENSPMEG00000002427
poecilia_latipinna ENSPLAG00000010427
poecilia_reticulata ENSPREG00000004737
kryptolebias_marmoratus ENSKMAG00000015342
oryzias_latipes_asm223469v1 ENSORLG00015022706
oryzias_latipes ENSORLG00000012002
oryzias_latipes ENSORLG00020008914
oryzias_melastigma ENSOMEG00000020224
cynoglossus_semilaevis ENSCSEG00000019989
hippocampus_comes ENSHCOG00000006132
gadus_morhua ENSGMOG00000016903
esox_lucius ENSELUG00000013372
pygocentrus_nattereri ENSPNAG00000006486
astyanax_mexicanus ENSAMXG00000029050
ictalurus_punctatus ENSIPUG00000024895
danio_rerio ENSDARG00000074425
scleropages_formosus ENSSFOG00015017966
paramormyrops_kingsleyae ENSPKIG00000023163
lepisosteus_oculatus ENSLOCG00000002595
