anas_platyrhynchos_platyrhynchos ENSAPLG00000024632
anser_brachyrhynchus ENSABRG00000010951
manacus_vitellinus ENSMVIG00005019837
calidris_pugnax ENSCPUG00000013877
gallus_gallus ENSGALG00000038241
coturnix_japonica ENSCJPG00005006000
numida_meleagris ENSNMEG00000014317
melopsittacus_undulatus ENSMUNG00000002719
lonchura_striata_domestica ENSLSDG00000011523
parus_major ENSPMJG00000004190
lepidothrix_coronata ENSLCOG00000007243
calidris_pygmaea ENSCPGG00000011607
dromaius_novaehollandiae ENSDNVG00000018176
nothoprocta_perdicaria ENSNPEG00000015910
apteryx_rowi ENSARWG00000005189
apteryx_owenii ENSAOWG00000008714
pogona_vitticeps ENSPVIG00000025343
anolis_carolinensis ENSACAG00000009933
notechis_scutatus ENSNSUG00000011068
salvator_merianae ENSSMRG00000006365
sphenodon_punctatus ENSSPUG00000000227
gopherus_agassizii ENSGAGG00000021059
chelonoidis_abingdonii ENSCABG00000014897
chrysemys_picta_bellii ENSCPBG00000000144
carlito_syrichta ENSTSYG00000010828
ochotona_princeps ENSOPRG00000000616
bos_taurus ENSBTAG00000047486
bos_mutus ENSBMUG00000023499
bison_bison_bison ENSBBBG00000013913
ovis_aries ENSOARG00000005220
capra_hircus ENSCHIG00000011305
tursiops_truncatus ENSTTRG00000011472
sus_scrofa ENSSSCG00000016972
sorex_araneus ENSSARG00000003081
myotis_lucifugus ENSMLUG00000002808
pteropus_vampyrus ENSPVAG00000010928
ursus_americanus ENSUAMG00000005150
ursus_maritimus ENSUMAG00000007727
ailuropoda_melanoleuca ENSAMEG00000003415
mustela_putorius_furo ENSMPUG00000014410
neovison_vison ENSNVIG00000014455
canis_lupus_familiaris ENSCAFG00000031950
canis_lupus_dingo ENSCAFG00020019171
vulpes_vulpes ENSVVUG00000007224
panthera_pardus ENSPPRG00000011227
panthera_tigris_altaica ENSPTIG00000003561
felis_catus ENSFCAG00000003084
equus_caballus ENSECAG00000009850
equus_asinus_asinus ENSEASG00005018026
prolemur_simus ENSPSMG00000019542
propithecus_coquereli ENSPCOG00000022545
microcebus_murinus ENSMICG00000038285
otolemur_garnettii ENSOGAG00000009020
meriones_unguiculatus ENSMUGG00000024250
heterocephalus_glaber_male ENSHGLG00100016341
heterocephalus_glaber_female ENSHGLG00000000571
fukomys_damarensis ENSFDAG00000010257
chinchilla_lanigera ENSCLAG00000000176
octodon_degus ENSODEG00000015860
cavia_porcellus ENSCPOG00000021953
ictidomys_tridecemlineatus ENSSTOG00000009852
spermophilus_dauricus ENSSDAG00000022205
marmota_marmota_marmota ENSMMMG00000002641
urocitellus_parryii ENSUPAG00010014708
oryctolagus_cuniculus ENSOCUG00000013898
pan_paniscus ENSPPAG00000040635
pan_troglodytes ENSPTRG00000016965
homo_sapiens ENSG00000164326
gorilla_gorilla ENSGGOG00000004885
pongo_abelii ENSPPYG00000015540
nomascus_leucogenys ENSNLEG00000004509
macaca_mulatta ENSMMUG00000015177
macaca_nemestrina ENSMNEG00000041443
macaca_fascicularis ENSMFAG00000035639
chlorocebus_sabaeus ENSCSAG00000015631
theropithecus_gelada ENSTGEG00000019979
cercocebus_atys ENSCATG00000043389
papio_anubis ENSPANG00000011688
mandrillus_leucophaeus ENSMLEG00000042264
piliocolobus_tephrosceles ENSPTEG00000006285
colobus_angolensis_palliatus ENSCANG00000039924
rhinopithecus_bieti ENSRBIG00000006623
rhinopithecus_roxellana ENSRROG00000041216
saimiri_boliviensis_boliviensis ENSSBOG00000021397
cebus_capucinus ENSCCAG00000021730
callithrix_jacchus ENSCJAG00000048631
aotus_nancymaae ENSANAG00000038339
erinaceus_europaeus ENSEEUG00000010444
cricetulus_griseus_crigri ENSCGRG00000013137
cricetulus_griseus_chok1gshd ENSCGRG00001022845
cricetulus_griseus_crigri-picr ENSCGRG00015008173
mesocricetus_auratus ENSMAUG00000002719
peromyscus_maniculatus_bairdii ENSPEMG00000024448
microtus_ochrogaster ENSMOCG00000010231
mus_musculus ENSMUSG00000021647
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019714
mus_spicilegus ENSMSIG00000028754
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018832
mus_pahari MGP_PahariEiJ_G0015907
rattus_norvegicus ENSRNOG00000017712
nannospalax_galili ENSNGAG00000020182
jaculus_jaculus ENSJJAG00000002216
dipodomys_ordii ENSDORG00000029105
