mola_mola ENSMMOG00000020325
labrus_bergylta ENSLBEG00000004252
seriola_dumerili ENSSDUG00000000501
scophthalmus_maximus ENSSMAG00000004421
anabas_testudineus ENSATEG00000021781
amphiprion_ocellaris ENSAOCG00000023504
amphiprion_percula ENSAPEG00000011759
acanthochromis_polyacanthus ENSAPOG00000008505
stegastes_partitus ENSSPAG00000020705
astatotilapia_calliptera ENSACLG00000023257
maylandia_zebra ENSMZEG00005011779
pundamilia_nyererei ENSPNYG00000010327
haplochromis_burtoni ENSHBUG00000001088
neolamprologus_brichardi ENSNBRG00000016332
amphilophus_citrinellus ENSACIG00000011909
oryzias_latipes ENSORLG00020002380
oryzias_latipes_asm223469v1 ENSORLG00015016239
oryzias_latipes ENSORLG00000023672
oryzias_melastigma ENSOMEG00000003845
kryptolebias_marmoratus ENSKMAG00000006520
monopterus_albus ENSMALG00000017869
seriola_lalandi_dorsalis ENSSLDG00000003060
stegastes_partitus ENSSPAG00000020694
poecilia_mexicana ENSPMEG00000004468
poecilia_reticulata ENSPREG00000005528
poecilia_latipinna ENSPLAG00000002336
xiphophorus_couchianus ENSXCOG00000000734
xiphophorus_maculatus ENSXMAG00000028133
gambusia_affinis ENSGAFG00000005806
cyprinodon_variegatus ENSCVAG00000009421
fundulus_heteroclitus ENSFHEG00000018722
hippocampus_comes ENSHCOG00000008757
gadus_morhua ENSGMOG00000019160
esox_lucius ENSELUG00000003248
periophthalmus_magnuspinnatus ENSPMGG00000008870
astyanax_mexicanus ENSAMXG00000037539
pygocentrus_nattereri ENSPNAG00000015960
ictalurus_punctatus ENSIPUG00000017018
danio_rerio ENSDARG00000097208
lepisosteus_oculatus ENSLOCG00000017314
chelonoidis_abingdonii ENSCABG00000000419
gopherus_agassizii ENSGAGG00000013154
chrysemys_picta_bellii ENSCPBG00000012577
sphenodon_punctatus ENSSPUG00000005857
salvator_merianae ENSSMRG00000005018
notechis_scutatus ENSNSUG00000008870
ursus_americanus ENSUAMG00000025126
neovison_vison ENSNVIG00000013521
panthera_pardus ENSPPRG00000014216
urocitellus_parryii ENSUPAG00010001291
ictidomys_tridecemlineatus ENSSTOG00000030620
marmota_marmota_marmota ENSMMMG00000011645
prolemur_simus ENSPSMG00000011448
bos_mutus ENSBMUG00000012555
bos_taurus ENSBTAG00000045822
capra_hircus ENSCHIG00000016194
ovis_aries ENSOARG00000010748
bison_bison_bison ENSBBBG00000004195
sus_scrofa ENSSSCG00000039182
equus_caballus ENSECAG00000036310
equus_asinus_asinus ENSEASG00005014860
canis_lupus_dingo ENSCAFG00020006850
microcebus_murinus ENSMICG00000041610
propithecus_coquereli ENSPCOG00000023668
macaca_mulatta ENSMMUG00000018464
macaca_fascicularis ENSMFAG00000030397
macaca_nemestrina ENSMNEG00000026217
cercocebus_atys ENSCATG00000038560
chlorocebus_sabaeus ENSCSAG00000005541
papio_anubis ENSPANG00000016655
theropithecus_gelada ENSTGEG00000001453
gorilla_gorilla ENSGGOG00000001934
pan_troglodytes ENSPTRG00000046726
nomascus_leucogenys ENSNLEG00000017965
pongo_abelii ENSPPYG00000003341
homo_sapiens ENSG00000187479
rhinopithecus_bieti ENSRBIG00000035154
rhinopithecus_roxellana ENSRROG00000033606
piliocolobus_tephrosceles ENSPTEG00000029414
saimiri_boliviensis_boliviensis ENSSBOG00000012454
cebus_capucinus ENSCCAG00000006365
callithrix_jacchus ENSCJAG00000041387
aotus_nancymaae ENSANAG00000032918
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024903
mus_spicilegus ENSMSIG00000018000
mus_musculus ENSMUSG00000087006
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023993
mus_pahari MGP_PahariEiJ_G0025429
rattus_norvegicus ENSRNOG00000055564
meriones_unguiculatus ENSMUGG00000008709
mesocricetus_auratus ENSMAUG00000010918
cricetulus_griseus_chok1gshd ENSCGRG00001015067
microtus_ochrogaster ENSMOCG00000010059
peromyscus_maniculatus_bairdii ENSPEMG00000025209
nannospalax_galili ENSNGAG00000001293
fukomys_damarensis ENSFDAG00000016366
ochotona_princeps ENSOPRG00000006787
oryctolagus_cuniculus ENSOCUG00000021313
otolemur_garnettii ENSOGAG00000028628
pan_paniscus ENSPPAG00000033790
heterocephalus_glaber_female ENSHGLG00000021283
heterocephalus_glaber_male ENSHGLG00100020085
chinchilla_lanigera ENSCLAG00000018096
octodon_degus ENSODEG00000020497
cavia_porcellus ENSCPOG00000027092
dipodomys_ordii ENSDORG00000004336
myotis_lucifugus ENSMLUG00000008003
dasypus_novemcinctus ENSDNOG00000011682
phascolarctos_cinereus ENSPCIG00000021797
notamacropus_eugenii ENSMEUG00000011088
sarcophilus_harrisii ENSSHAG00000007421
zonotrichia_albicollis ENSZALG00000013579
junco_hyemalis ENSJHYG00000010955
lonchura_striata_domestica ENSLSDG00000014621
taeniopygia_guttata ENSTGUG00000010210
parus_major ENSPMJG00000000347
lepidothrix_coronata ENSLCOG00000012936
manacus_vitellinus ENSMVIG00005008441
calidris_pygmaea ENSCPGG00000010819
calidris_pugnax ENSCPUG00000000217
melopsittacus_undulatus ENSMUNG00000014928
anser_brachyrhynchus ENSABRG00000017690
anas_platyrhynchos_platyrhynchos ENSAPLG00000026568
gallus_gallus ENSGALG00000042103
coturnix_japonica ENSCJPG00005010820
numida_meleagris ENSNMEG00000009440
apteryx_haastii ENSAHAG00000017563
dromaius_novaehollandiae ENSDNVG00000004160
latimeria_chalumnae ENSLACG00000017246
latimeria_chalumnae ENSLACG00000017284
