bos_taurus ENSBTAG00000017946
bos_indicus ENSBIXG00000022734
bos_mutus ENSBMUG00000026772
bison_bison ENSBBBG00000000110
capra_hircus ENSCHIG00000000311
ovis_aries ENSOARG00000000746
sorex_araneus ENSSARG00000001724
panthera_pardus ENSPPRG00000006999
panthera_tigris ENSPTIG00000012743
felis_catus ENSFCAG00000049295
sus_scrofa ENSSSCG00000026339
tursiops_truncatus ENSTTRG00000008143
equus_asinus ENSEASG00005019488
equus_caballus ENSECAG00000026953
pteropus_vampyrus ENSPVAG00000016680
canis_lupus ENSCAFG00020012367
canis_lupus ENSCAFG00000016093
neovison_vison ENSNVIG00000024551
ursus_americanus ENSUAMG00000012462
ursus_maritimus ENSUMAG00000014311
ailuropoda_melanoleuca ENSAMEG00000010018
procavia_capensis ENSPCAG00000014812
echinops_telfairi ENSETEG00000004691
loxodonta_africana ENSLAFG00000011199
dasypus_novemcinctus ENSDNOG00000005224
pan_troglodytes ENSPTRG00000046441
homo_sapiens ENSG00000188100
homo_sapiens ENSG00000276430
homo_sapiens ENSG00000189090
pan_troglodytes ENSPTRG00000029846
gorilla_gorilla ENSGGOG00000015764
pongo_abelii ENSPPYG00000002237
nomascus_leucogenys ENSNLEG00000011224
pongo_abelii ENSPPYG00000002826
macaca_nemestrina ENSMNEG00000041640
macaca_fascicularis ENSMFAG00000041417
macaca_mulatta ENSMMUG00000061975
theropithecus_gelada ENSTGEG00000014721
mandrillus_leucophaeus ENSMLEG00000032023
papio_anubis ENSPANG00000029188
macaca_mulatta ENSMMUG00000016159
macaca_fascicularis ENSMFAG00000043901
macaca_nemestrina ENSMNEG00000034700
theropithecus_gelada ENSTGEG00000014178
papio_anubis ENSPANG00000022640
mandrillus_leucophaeus ENSMLEG00000030160
cercocebus_atys ENSCATG00000032173
colobus_angolensis ENSCANG00000018940
colobus_angolensis ENSCANG00000023464
rhinopithecus_bieti ENSRBIG00000009422
rhinopithecus_roxellana ENSRROG00000029355
rhinopithecus_roxellana ENSRROG00000012948
rhinopithecus_roxellana ENSRROG00000029006
rhinopithecus_roxellana ENSRROG00000037082
piliocolobus_tephrosceles ENSPTEG00000019799
papio_anubis ENSPANG00000022670
piliocolobus_tephrosceles ENSPTEG00000004000
cebus_capucinus ENSCCAG00000026182
saimiri_boliviensis ENSSBOG00000020302
aotus_nancymaae ENSANAG00000032627
pan_troglodytes ENSPTRG00000045277
pan_troglodytes ENSPTRG00000046884
pan_paniscus ENSPPAG00000025194
nomascus_leucogenys ENSNLEG00000016053
chlorocebus_sabaeus ENSCSAG00000009940
chlorocebus_sabaeus ENSCSAG00000009720
callithrix_jacchus ENSCJAG00000011628
carlito_syrichta ENSTSYG00000035498
propithecus_coquereli ENSPCOG00000015367
microcebus_murinus ENSMICG00000045585
prolemur_simus ENSPSMG00000008172
jaculus_jaculus ENSJJAG00000015524
nannospalax_galili ENSNGAG00000000481
castor_canadensis ENSCCNG00000031678
peromyscus_maniculatus ENSPEMG00000011914
meriones_unguiculatus ENSMUGG00000013676
cricetulus_griseus ENSCGRG00015018771
cricetulus_griseus ENSCGRG00001014971
cricetulus_griseus ENSCGRG00000014057
mesocricetus_auratus ENSMAUG00000015381
microtus_ochrogaster ENSMOCG00000014277
mus_musculus ENSMUSG00000043681
mus_caroli MGP_CAROLIEiJ_G0019118
mus_spretus MGP_SPRETEiJ_G0020004
mus_spicilegus ENSMSIG00000028614
mus_pahari MGP_PahariEiJ_G0030135
rattus_norvegicus ENSRNOG00000055025
cavia_aperea ENSCAPG00000006346
cavia_porcellus ENSCPOG00000019581
chinchilla_lanigera ENSCLAG00000000921
octodon_degus ENSODEG00000012123
heterocephalus_glaber ENSHGLG00100000096
heterocephalus_glaber ENSHGLG00000007309
dipodomys_ordii ENSDORG00000009766
spermophilus_dauricus ENSSDAG00000015705
spermophilus_dauricus ENSSDAG00000015697
marmota_marmota ENSMMMG00000012011
spermophilus_dauricus ENSSDAG00000015718
ictidomys_tridecemlineatus ENSSTOG00000005380
oryctolagus_cuniculus ENSOCUG00000016943
ochotona_princeps ENSOPRG00000007689
vombatus_ursinus ENSVURG00010016343
phascolarctos_cinereus ENSPCIG00000007973
monodelphis_domestica ENSMODG00000002759
sarcophilus_harrisii ENSSHAG00000009764
ornithorhynchus_anatinus ENSOANG00000021407
